,,,Residential Fire Sprinklers,Residential Fire Sprinklers
,,,Data Collection Project,Data Collection Project
Source:,Source:,,Virginia Fire Incident Reporting System,Virginia Fire Incident Reporting System
Reporting Period:,Reporting Period:,Reporting Period:,January 2000 to September 2008,January 2000 to September 2008
Data Criteria,Data Criteria,Data Criteria,,
•,Incident Type – Structure Fire Codes,Incident Type – Structure Fire Codes,Incident Type – Structure Fire Codes,Incident Type – Structure Fire Codes
,o,111 – Building fire.,111 – Building fire.,Excludes confined fires (113-118)
,o,113 – Confined cooking fire in structure,113 – Confined cooking fire in structure,113 – Confined cooking fire in structure
,o,114 – Confined chimney fire in structure,114 – Confined chimney fire in structure,114 – Confined chimney fire in structure
,o,115 – Confined incinerator fire in structure,115 – Confined incinerator fire in structure,115 – Confined incinerator fire in structure
,o,116 – Confined boiler fire in structure,116 – Confined boiler fire in structure,116 – Confined boiler fire in structure
,o,117 – Confined compactor fire in structure,117 – Confined compactor fire in structure,117 – Confined compactor fire in structure
,o,118 – Confined trash fire in structure,118 – Confined trash fire in structure,118 – Confined trash fire in structure
•,Property Use – Residential,Property Use – Residential,Property Use – Residential,
,o,419 – 1 or 2 family dwelling,419 – 1 or 2 family dwelling,419 – 1 or 2 family dwelling
•,Aid,,,
,o,None,,
,o,Received,Received,
,o,Other Aid,Other Aid,
,o,Blank,,
Note,,,,
•,"Last database update November 21, 2008","Last database update November 21, 2008","Last database update November 21, 2008","Last database update November 21, 2008"
•,2008 data is preliminary.,2008 data is preliminary.,2008 data is preliminary.,"Final 2008 stats will be released on April 1, 2009."
•,Year 2008 data only includes incidents reported for January 2008 to September,Year 2008 data only includes incidents reported for January 2008 to September,Year 2008 data only includes incidents reported for January 2008 to September,Year 2008 data only includes incidents reported for January 2008 to September
,2008.,,,
•,OUTLIERS - If an incident response time was 12 hours or greater or response time,OUTLIERS - If an incident response time was 12 hours or greater or response time,OUTLIERS - If an incident response time was 12 hours or greater or response time,OUTLIERS - If an incident response time was 12 hours or greater or response time
,"was less than 0 minutes, then the respond time was not used in the calculation of","was less than 0 minutes, then the respond time was not used in the calculation of","was less than 0 minutes, then the respond time was not used in the calculation of","was less than 0 minutes, then the respond time was not used in the calculation of"
,average response time; 227 incidents’ response times were impacted.,average response time; 227 incidents’ response times were impacted.,average response time; 227 incidents’ response times were impacted.,average response time; 227 incidents’ response times were impacted.
•,If the incident was a fire in a structure confined to a non-combustible container,If the incident was a fire in a structure confined to a non-combustible container,If the incident was a fire in a structure confined to a non-combustible container,If the incident was a fire in a structure confined to a non-combustible container
,"(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the","(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the","(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the","(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the"
,fire spread code was changed to 1 (confined to object).,fire spread code was changed to 1 (confined to object).,fire spread code was changed to 1 (confined to object).,fire spread code was changed to 1 (confined to object).
Point of Contact:,Point of Contact:,Point of Contact:,,
,Marion A. Long,Marion A. Long,,
,Manager of Information & Statistics,Manager of Information & Statistics,Manager of Information & Statistics,Manager of Information & Statistics
,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs
,1005 Technology Park Drive,1005 Technology Park Drive,1005 Technology Park Drive,
,"Glen Allen, VA","Glen Allen, VA",23059,
,804-259-1990,804-259-1990,,
,804-840-3714 (cell),804-840-3714 (cell),804-840-3714 (cell),
,Marion.long@vdfp.virginia.gov,Marion.long@vdfp.virginia.gov,Marion.long@vdfp.virginia.gov,
Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,1
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,
Lee County,226,0.5%,12:18,7.1%,"$8,383,300","$37,094",3,7,0,0,10,44
Lexington,45,0.1%,7:43,33.3%,"$1,816,774","$40,373",0,0,0,0,0,0
Loudoun County,610,1.4%,7:39,37.1%,"$20,432,953","$33,497",32,0,25,0,57,93
Louisa County,203,0.5%,11:56,11.4%,"$6,041,550","$29,761",1,1,0,0,2,10
Lunenburg County,64,0.1%,8:35,48.4%,"$1,526,475","$23,851",1,2,0,0,3,47
Lynchburg,725,1.7%,3:55,88.4%,"$5,413,160","$7,466",30,4,22,0,56,77
Madison County,116,0.3%,6:55,51.7%,$0,$0,0,0,0,0,0,0
Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,4,,,,,,,
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,,,
,,,,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,,,,,,
,,,,Reported Fires by Locality,Reported Fires by Locality,Reported Fires by Locality,,,,,,
,,,,(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),,,,,,
,,,,,,,,,,,,Inj/Death
,,,,,,,,Civ,FS,FS,Total,
County/City,#,%,RT Avg,"%
    ",Loss Tot,Loss/Inc,Civ Inj,,,,,Per 1k
,,,,,,,,Fatal,Inj,Fatal,Inj/Death,
,,,,,,,,,,,,Inc.
Manassas,169,0.4%,5:02,67.5%,"$3,661,455","$21,665",17,0,3,0,20,118
Manassas Park,50,0.1%,3:20,80.0%,"$2,092,930","$41,859",1,0,0,0,1,20
Martinsville,210,0.5%,4:13,79.0%,"$2,703,889","$12,876",19,3,3,0,25,119
Mathews County,59,0.1%,8:17,11.9%,"$2,655,350","$45,006",0,0,1,0,1,17
Mecklenburg County,474,1.1%,7:37,43.7%,"$4,082,145","$8,612",2,7,4,0,13,27
Middlesex County,13,0.0%,17:05,0.0%,"$75,375,500","$5,798,115",0,0,0,0,0,0
Montgomery County,351,0.8%,6:57,49.0%,"$3,924,355","$11,180",2,3,1,0,6,17
Nelson County,89,0.2%,15:55,13.5%,"$1,809,700","$20,334",0,3,0,0,3,34
New Kent County,51,0.1%,10:00,23.5%,"$5,700",$112,0,0,0,0,0,0
Newport News,"1,116",2.6%,4:44,68.8%,"$13,258,870","$11,881",108,11,20,0,139,125
Norfolk,"1,260",2.9%,3:53,91.3%,"$12,833,051","$10,185",74,6,68,0,148,117
Northampton County,64,0.1%,10:34,20.3%,"$1,028,900","$16,077",4,2,0,0,6,94
Northumberland County,48,0.1%,11:06,10.4%,"$1,850,450","$38,551",1,1,0,0,2,42
Norton,21,0.0%,6:34,42.9%,"$47,500","$2,262",0,0,0,0,0,0
Nottoway County,78,0.2%,7:37,33.3%,"$549,020","$7,039",0,0,1,0,1,13
Orange County,136,0.3%,12:41,11.8%,"$2,124,220","$15,619",2,0,1,0,3,22
Page County,190,0.4%,8:37,36.8%,"$2,430,200","$12,791",4,0,0,0,4,21
Patrick County,111,0.3%,12:11,10.8%,"$3,023,520","$27,239",1,3,0,0,4,36
Petersburg,620,1.4%,5:00,67.1%,"$5,421,666","$8,745",71,13,14,0,98,158
Pittsylvania County,461,1.1%,10:49,13.7%,"$8,521,176","$18,484",4,4,2,0,10,22
Poquoson,76,0.2%,3:44,85.5%,"$804,700","$10,588",1,0,1,0,2,26
Portsmouth,966,2.2%,5:41,70.9%,"$11,188,075","$11,582",11,7,10,0,28,29
Powhatan County,172,0.4%,10:48,19.8%,"$5,355,330","$31,136",10,2,8,0,20,116
Prince Edward County,103,0.2%,9:48,11.7%,"$2,163,485","$21,005",4,4,0,0,8,78
Prince George County,202,0.5%,9:54,18.3%,"$1,667,400","$8,254",1,1,1,0,3,15
Prince William County,566,1.3%,6:28,46.1%,"$410,000",$724,2,1,0,1,4,7
Pulaski County,285,0.7%,5:49,60.9%,"$5,805,807","$20,371",6,3,6,0,15,53
Radford,90,0.2%,4:05,80.0%,"$1,557,272","$17,303",2,4,0,0,6,67
Rappahannock County,96,0.2%,12:39,9.4%,"$2,859,607","$29,788",0,1,0,0,1,10
Richmond,"1,951",4.5%,5:27,78.4%,"$36,876,337","$18,901",172,26,70,0,268,137
Richmond County,6,0.0%,10:20,16.7%,"$25,500","$4,250",1,0,0,0,1,167
Roanoke,928,2.2%,4:31,80.4%,"$15,940,867","$17,178",69,9,23,0,101,109
Roanoke County,418,1.0%,8:34,20.1%,"$6,214,973","$14,868",11,2,13,0,26,62
Rockbridge County,200,0.5%,12:59,16.0%,"$1,732,450","$8,662",0,1,1,0,2,10
Rockingham County,483,1.1%,11:02,16.8%,"$3,827,900","$7,925",10,0,5,0,15,31
Russell County,75,0.2%,11:34,18.7%,"$1,188,150","$15,842",0,1,0,0,1,13
Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,5,,,,,,,
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,,,
,,,,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,,,,,,
,,,,Reported Fires by Locality,Reported Fires by Locality,Reported Fires by Locality,,,,,,
,,,,(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),,,,,,
,,,,,,,,,,,,Inj/Death
,,,,,,,,Civ,FS,FS,Total,
County/City,#,%,RT Avg,"%
    ",Loss Tot,Loss/Inc,Civ Inj,,,,,Per 1k
,,,,,,,,Fatal,Inj,Fatal,Inj/Death,
,,,,,,,,,,,,Inc.
Salem,117,0.3%,10:54,59.8%,"$1,202,208","$10,275",7,1,6,0,14,120
Scott County,172,0.4%,13:53,18.0%,"$3,680,300","$21,397",2,1,1,0,4,23
Shenandoah County,253,0.6%,12:34,18.2%,"$1,964,210","$7,764",2,7,0,0,9,36
Smyth County,220,0.5%,10:46,19.1%,"$3,378,470","$15,357",1,1,0,0,2,9
Southampton County,102,0.2%,9:51,13.7%,"$1,847,650","$18,114",3,7,3,0,13,127
Spotsylvania County,658,1.5%,8:13,26.7%,"$137,217,579","$208,537",28,3,16,0,47,71
Stafford County,246,0.6%,7:43,39.0%,"$3,898,426","$15,847",5,0,2,0,7,28
Staunton,205,0.5%,4:19,77.0%,"$1,172,231","$5,718",6,1,5,0,12,59
Suffolk,"1,006",2.3%,5:23,63.6%,"$11,600,775","$11,532",39,4,26,0,69,69
Surry County,31,0.1%,13:26,10.0%,"$796,850","$25,705",0,1,2,0,3,97
Sussex County,83,0.2%,7:47,39.8%,"$1,860,600","$22,417",1,2,2,0,5,60
Tazewell County,187,0.4%,8:49,28.3%,"$2,905,660","$15,538",12,5,5,0,22,118
Virginia Beach,"2,357",5.5%,7:40,29.6%,"$60,609,930","$25,715",222,24,70,0,316,134
Warren County,95,0.2%,9:18,30.5%,"$1,367,190","$14,391",5,3,4,0,12,126
Washington County,273,0.6%,12:13,7.7%,"$5,477,100","$20,063",7,7,4,0,18,66
Waynesboro,197,0.5%,3:39,90.8%,"$1,838,668","$9,333",10,3,4,0,17,86
Westmoreland County,110,0.3%,9:27,20.9%,"$1,919,240","$17,448",1,0,2,0,3,27
Williamsburg,59,0.1%,4:26,78.0%,"$309,675","$5,249",6,0,2,0,8,136
Winchester,223,0.5%,3:19,92.4%,"$1,433,965","$6,430",18,0,9,0,27,121
Wise County,162,0.4%,9:41,34.0%,"$2,906,055","$17,939",8,4,3,0,15,93
Wythe County,255,0.6%,9:44,22.4%,"$3,973,380","$15,582",12,1,7,0,20,78
York County,325,0.8%,4:47,69.5%,"$4,640,438","$14,278",29,0,11,0,40,123
Total,"43,072",100.0%,7:57,47.0%,"$995,269,784","$23,107","1,917",341,842,2,"3,102",72
Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,6,,,,,,,
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,,
,,Number of 1-or-2 Family Dwelling Fires,Number of 1-or-2 Family Dwelling Fires,Number of 1-or-2 Family Dwelling Fires,Number of 1-or-2 Family Dwelling Fires,Number of 1-or-2 Family Dwelling Fires,Number of 1-or-2 Family Dwelling Fires,Number of 1-or-2 Family Dwelling Fires,,,,
,,with Fire Confined to a Non-Combustible Container,with Fire Confined to a Non-Combustible Container,with Fire Confined to a Non-Combustible Container,with Fire Confined to a Non-Combustible Container,with Fire Confined to a Non-Combustible Container,with Fire Confined to a Non-Combustible Container,with Fire Confined to a Non-Combustible Container,with Fire Confined to a Non-Combustible Container,,,
,,,,(Jan 2000 - Sep 2008 Combined),(Jan 2000 - Sep 2008 Combined),(Jan 2000 - Sep 2008 Combined),(Jan 2000 - Sep 2008 Combined),,,,,
Confined/Non-,,,RT,,,,,Civ,,FS,Total,Inj/Death
,#,%,,"%
    ",Loss Tot,Loss/Inc,Civ Inj,,FS Inj,,,
Confined,,,Avg,,,,,Fatal,,Fatal,Inj/Death,Per 1k Inc.
Building Fire - Not,,,,,,,,,,,,
confined,"30,189",70.1%,8:00,49.3%,"$988,709,796","$32,751","1,749",340,824,2,"2,915",97
"Building Fire,",,,,,,,,,,,,
Confinded,"12,883",29.9%,7:51,41.4%,"$6,559,988",$509,168,1,18,0,187,15
Total,"43,072",100.0%,7:57,47.0%,"$995,269,784","$23,107","1,917",341,842,2,"3,102",72
,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,7,,,,,,,
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,,,
,,,,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,,,,,,
,,,,Extent of Fire Spread,Extent of Fire Spread,Extent of Fire Spread,,,,,,
,,,,(Jan 2000 to Sep 2008 Combined),(Jan 2000 to Sep 2008 Combined),(Jan 2000 to Sep 2008 Combined),,,,,,
,,,,,,,,,,,,Inj/Death
,,,,,,,,Civ,,FS,,
Fire Spread Group,#,%,RT Avg,"%
    ",Loss Tot,Loss/Inc,Civ Inj,,FS Inj,,Inj/Death,Per 1k
,,,,,,,,Fatal,,Fatal,,
