REGION,ZIPCODE,DATE OF EVENT,TRADE NAME,LICENSE No,ADDRESS,CITY,STATE
4 - Alexandria,22305-2410, 08/17/2011,My Organic Market,40432,3831 Mount Vernon Ave,Alexandria,VA
4 - Alexandria,22302, 08/17/2011,Ramparts,26016,1700 Fern St,Alexandria,VA
4 - Alexandria,22302-1921, 08/17/2011,Unwined,75160,3690J King St,Alexandria,VA
4 - Alexandria,22304-4914, 08/17/2011,7 Eleven Store 10779 B,61495,2 S Jordan St,Alexandria,VA
4 - Alexandria,22314, 08/17/2011,Pasara Thai,52184,2051 Jamieson Ave Ste 101,Alexandria,VA
4 - Alexandria,22304, 08/17/2011,Mart Eleven,9190,301 N Ripley St,Alexandria,VA
4 - Alexandria,22302-1215, 08/17/2011,China Delight,44539,4686 King St,Alexandria,VA
4 - Alexandria,22044-3210, 08/17/2011,Asia Supermarket,49638,6216 Wilson Blvd,Falls Church,VA
4 - Alexandria,22044-3302, 08/17/2011,Hu Tieu Mi Lacay Cho Lon,65391,6793 Wilson Blvd Ste D,Falls Church,VA
4 - Alexandria,22303-1529, 08/18/2011,7 Eleven Store 2554 10766 B,61195,2305 Huntington Ave,Alexandria,VA
4 - Alexandria,22303-2039, 08/18/2011,7 Eleven Store 2554 34336 A,68643,5834 N Kings Hwy,Alexandria,VA
4 - Alexandria,22315-3823, 08/18/2011,7 Eleven Store 2554 10790 B,57405,7720 Telegraph Rd,Alexandria,VA
4 - Alexandria,22315-5702, 08/18/2011,Wal Mart Store # 2194,48751,5885 Kingstowne Blvd,Alexandria,VA
4 - Alexandria,22315-5704, 08/18/2011,Giant Food Store # 232,7839,5870 Kingstowne Ctr,Alexandria,VA
4 - Alexandria,22315, 08/18/2011,Rice & Spice Thai Cuisine,18931,6466 Landsdowne Center Dr,Alexandria,VA
4 - Alexandria,22315-3504, 08/18/2011,7 Eleven Store 2581 10775 B,54434,7214 Beulah St,Alexandria,VA
4 - Alexandria,22150-3428, 08/18/2011,CVS Pharmacy # 1398,62867,6436 Springfield Plz,Springfield,VA
4 - Alexandria,22150-2902, 08/18/2011,Tippys Taco House,20779,7004 Spring Garden Dr,Springfield,VA
4 - Alexandria,22150, 08/18/2011,Saigon City Restaurant,32448,6333 Brandon Ave,Springfield,VA
4 - Alexandria,22003-6036, 08/18/2011,Szechuan Star,8020,6960H Braddock Rd,Annandale,VA
6 - Richmond/FBurg,23224-3426, 08/19/2011,B & S Food Mart,7181,3610 E Broad Rock Rd,Richmond,VA
6 - Richmond/FBurg,23225, 08/19/2011,Jahnke Rd Auto Care,62280,6101 Jahnke Rd,Richmond,VA
6 - Richmond/FBurg,23224-7201, 08/19/2011,7 Eleven Store 2515 26834 H,41020,1301 Jefferson Davis Hwy,Richmond,VA
6 - Richmond/FBurg,23224-3721, 08/19/2011,Rite Aid Pharmacy 3706,71673,1801 Hull St,Richmond,VA
6 - Richmond/FBurg,23236-3103, 08/19/2011,Rite Aid # 11249,77103,1104 Courthouse Rd,Richmond,VA
4 - Alexandria,20171-3709, 08/22/2011,Bloom # 2723,9843,3059 Centreville Rd,Herndon,VA
4 - Alexandria,20171-4036, 08/22/2011,Giant Food Store # 775,7808,13330 Franklin Farm Rd,Herndon,VA
4 - Alexandria,20170-5218, 08/22/2011,China King Restaurant,45954,141 Spring St,Herndon,VA
4 - Alexandria,20170-4513, 08/22/2011,Russian Gourmet,28526,468 Elden St,Herndon,VA
4 - Alexandria,20170, 08/22/2011,Royal Buffet,17094,492 Elden St Ste 2,Herndon,VA
4 - Alexandria,20170-3446, 08/22/2011,J J Deli,6302,909 Ferndale Ave,Herndon,VA
4 - Alexandria,20170-4374, 08/22/2011,Charlie Chiang's Restaurant,3265,13059 Worldgate Dr,Herndon,VA
4 - Alexandria,20170-4374, 08/22/2011,TurCuisine,34659,13029 WorldGate Dr,Herndon,VA
4 - Alexandria,20171-6177, 08/22/2011,Westin Washington Dulles Airport,62230,2520 Wasser Ter,Herndon,VA
4 - Alexandria,20151-3202, 08/22/2011,Otani Japanese Steak House,50266,13952 Lee Jackson Memorial Hwy,Chantilly,VA
4 - Alexandria,20120-4361, 08/22/2011,Ledo Pizza & Pasta,61845,5081 Westfields Blvd,Centreville,VA
4 - Alexandria,20120-4361, 08/22/2011,Pho Aura,63374,5037 Westfields Blvd,Centreville,VA
4 - Alexandria,20120-1913, 08/22/2011,Preet Indian Cuisine,11506,14112 Lee Hwy,Centreville,VA
4 - Alexandria,22043, 08/24/2011,Renaissance Dream Market,63982,2230 George C Marshall Dr Ste A,Falls Church,VA
4 - Alexandria,22042-1700, 08/24/2011,7 Eleven Store 2581 10706 A,44709,7461 Lee Hwy,Falls Church,VA
4 - Alexandria,22042-1111, 08/24/2011,Hanahreum Interntl Supermarket,77501,8103 Lee Hwy,Falls Church,VA
4 - Alexandria,22044-2904, 08/24/2011,Centro Market,59262,2930E Patrick Henry Dr,Falls Church,VA
4 - Alexandria,22044-2902, 08/24/2011,La Bodega Supermarket,40463,6170 Arlington Blvd,Falls Church,VA
4 - Alexandria,22042-3219, 08/24/2011,7 Eleven Store 2581 10705 H,4084,7243 Arlington Blvd,Falls Church,VA
4 - Alexandria,22042, 08/24/2011,Bien Hoa,17045,7240 Arlington Blvd,Falls Church,VA
4 - Alexandria,22042, 08/24/2011,Saritas Restaurant,28905,2794 Graham Rd,Falls Church,VA
4 - Alexandria,22042-1002, 08/24/2011,CVS Pharmacy 1411,62879,8124 Arlington Blvd,Falls Church,VA
4 - Alexandria,22042-1028, 08/24/2011,Uno Chicago Grill,75488,3058 Gate House Plz,Falls Church,VA
6 - Richmond/FBurg,23224-1714, 08/24/2011,The Candy Bar,36395,3904A Hull Street Rd,Richmond,VA
6 - Richmond/FBurg,23225, 08/24/2011,Tropical Delite Bar and Grill,64659,6845 Midlothian Tpke Ste B,Richmond,VA
6 - Richmond/FBurg,23224-2307, 08/24/2011,Legend Brewing Co,59497,321 W 7th St,Richmond,VA
6 - Richmond/FBurg,23236-4521, 08/24/2011,Breakers Sports Grill,11742,101 Wadsworth Dr,Richmond,VA
5 - Southwest,24202, 08/24/2011,Tangs Garden Buffet,67699,3122 Lee Hwy,Bristol,VA
5 - Southwest,24202-5946, 08/24/2011,Food City # 816,9432,100 Bonham Rd,Bristol,VA
5 - Southwest,24202, 08/24/2011,Courtyard Bristol,67601,3169 Linden Dr,Bristol,VA
5 - Southwest,24202, 08/24/2011,Red Lobster #6317,39907,3167 Linden Dr,Bristol,VA
5 - Southwest,24202-5985, 08/24/2011,Outback Steakhouse 4701,57091,3168 Linden Dr,Bristol,VA
5 - Southwest,24202-5985, 08/24/2011,Logans Roadhouse Restaurant,11983,3174 Linden Dr,Bristol,VA
5 - Southwest,24201-3612, 08/24/2011,Golden Dragon Restaurant,47446,2112 Euclid Ave,Bristol,VA
5 - Southwest,24201, 08/24/2011,Scotchman 426,67539,855 State St,Bristol,VA
5 - Southwest,24201, 08/24/2011,Roadrunner Market 187,62727,1009 Commonweatlth Ave,Bristol,VA
5 - Southwest,24201-3541, 08/24/2011,Country Boys Food Mart,53316,1301 Lee Hwy,Bristol,VA
5 - Southwest,24201, 08/24/2011,Roadrunner Market 185,61672,1501 Lee Hwy,Bristol,VA
4 - Alexandria,22015-4208, 08/25/2011,Safeway 1606,43695,9596 Old Keene Mill Rd,Burke,VA
4 - Alexandria,22151-2102, 08/25/2011,Safeway 0907,43677,5204 Port Royal Rd,Springfield,VA
4 - Alexandria,22066-2617, 08/25/2011,Safeway 1417,43698,9881 Georgetown Pike,Great Falls,VA
4 - Alexandria,22003-2416, 08/25/2011,7 Eleven Store 2581 10698 B,65968,4131 Hummer Rd,Annandale,VA
4 - Alexandria,22003-3304, 08/25/2011,CVS Pharmacy # 1383,62854,7205 Little River Tpke,Annandale,VA
4 - Alexandria,22180-6842, 08/25/2011,7 Eleven Store 2581 10693 A,43910,8616 Park St,Vienna,VA
4 - Alexandria,22180-5608, 08/25/2011,Marco Polo Restaurant,11854,245 Maple Ave W,Vienna,VA
4 - Alexandria,22180-4221, 08/25/2011,Tequila Grande,481,444 Maple Ave W,Vienna,VA
4 - Alexandria,22041-2704, 08/25/2011,Flavors,75869,3420 Carlyn Hill Dr,Falls Church,VA
4 - Alexandria,22124-3023, 08/25/2011,Yoko Sushi,40887,2946 Chain Bridge Rd Ste J,Oakton,VA
4 - Alexandria,20151-3234, 08/25/2011,Ruby Tuesday  241,74455,13915 Metrotech Dr,Chantilly,VA
4 - Alexandria,22312-1702, 08/25/2011,Justas Chicken,68825,4711 N Chambliss St,Alexandria,VA
4 - Alexandria,20180-8609, 08/25/2011,Market Table Bistro,66632,13 E Broad Way,Lovettsville,VA
4 - Alexandria,22041-2903, 08/25/2011,City Diner,16962,5616 Leesburg Pike,Falls Church,VA
4 - Alexandria,20151, 08/25/2011,Santinis New York Style Deli,68305,3980 Corsair Ct,Chantilly,VA
4 - Alexandria,20141-2504, 08/25/2011,Stoneleigh Tavern,73850,35279 Prestwick Ct,Round Hill,VA
4 - Alexandria,20151-4012, 08/25/2011,Prime Mart,61414,4300 Chantilly Shopping Ctr,Chantilly,VA
4 - Alexandria,22066-2661, 08/25/2011,Maison Du Vin,52929,756 Walker Rd Ste CD,Great Falls,VA
4 - Alexandria,22066-2845, 08/25/2011,Classic Wines,57292,9912 Georgetown Pike Ste C102,Great Falls,VA
4 - Alexandria,20164-3206, 08/25/2011,High Up Food Mart,52464,428 Sterling Park Shp Mall,Sterling,VA
4 - Alexandria,20148-4463, 08/25/2011,Harris Teeter # 284,46866,43300 Southern Walk Plz Ste 130,Ashburn,VA
4 - Alexandria,22030-5040, 08/25/2011,Luigis Pizza,67453,11199 Lee Hwy Ste F,Fairfax,VA
4 - Alexandria,20166-2416, 08/26/2011,P F Changs China Bistro,66670,21078 Dulles Town Cir,Sterling,VA
4 - Alexandria,20164-1814, 08/26/2011,Tipicos Los Amigos Restaurant,67006,46950 Community Plz,Sterling,VA
4 - Alexandria,20164-1887, 08/26/2011,Lucias,56497,21800 Towncenter Plz Ste 255,Sterling,VA
4 - Alexandria,20165-2468, 08/26/2011,Sunoco A Plus 7682,36114,20850 Hardwood Forest Dr,Sterling,VA
4 - Alexandria,20147-5468, 08/26/2011,Uppys 76,65667,43740 Parkhurst Plz,Ashburn,VA
4 - Alexandria,20148-4409, 08/26/2011,Sunoco A Plus 7661,36112,42870 Truro Parish Dr,Broadlands,VA
4 - Alexandria,20148, 08/26/2011,Harris Teeter # 230,40371,42415 Ryan Rd,Brambleton,VA
4 - Alexandria,22124-3001, 08/28/2011,CVS Pharmacy # 1389,62860,2912 Chain Bridge Rd,Oakton,VA
4 - Alexandria,20164-1826, 08/28/2011,Shoppers Food Warehouse # 36,4466,47100 Community Plz,Sterling,VA
4 - Alexandria,20165-6113, 08/28/2011,4912 Thai Cuisine,32735,45965 Regal Plz,Sterling,VA
2 - Lynchburg,24540-1025, 09/07/2011,Kwik Stop Market 3,37543,100 Jeanette Dr,Danville,VA
2 - Lynchburg,24549-3936, 09/07/2011,The Community Kwik Shop,68007,9800 Franklin Tpke,Dry Fork,VA
2 - Lynchburg,24541, 09/07/2011,EZ Stop Market,50540,8412 Martinsville Hwy 58,Danville,VA
3 - Charlottesville/Staunton,24401, 09/07/2011,Marias Pizza & Italian Restaurant,47193,901 Greenville Ave,Staunton,VA
2 - Lynchburg,24566-4106, 09/07/2011,Pauls Place LLC,32947,17056 Old Richmond Rd,Keeling,VA
2 - Lynchburg,24565, 09/07/2011,Elkhorn Country Store,61465,2340 Elkhorn Rd,Java,VA
3 - Charlottesville/Staunton,24401-4976, 09/07/2011,Sheetz # 302,12630,1250 Richmond Ave,Staunton,VA
3 - Charlottesville/Staunton,24482, 09/07/2011,Verona Citgo,29239,6 Lodge Ln,Verona,VA
2 - Lynchburg,24531-4427, 09/07/2011,M & S Market,65482,792 N Main St,Chatham,VA
3 - Charlottesville/Staunton,24401-9159, 09/07/2011,Dices,14954,216 Frontier Dr,Staunton,VA
2 - Lynchburg,24531, 09/07/2011,Climax Mini Market,53569,3793 Climax Rd,Chatham,VA
2 - Lynchburg,24557, 09/07/2011,Jeffs Restaurant,50771,1011 N Main St,Gretna,VA
3 - Charlottesville/Staunton,24477, 09/07/2011,Scotto's Trattoria,10872,2691 Stuarts Draft Hwy,Stuarts Draft,VA
2 - Lynchburg,24531-3113, 09/07/2011,El Cazador,27097,15 N Main St,Chatham,VA
3 - Charlottesville/Staunton,22980, 09/07/2011,Mi Rancho,38782,408 E Main St,Waynesboro,VA
3 - Charlottesville/Staunton,22902-5113, 09/07/2011,The Red Land Club,5069,300 Park St,Charlottesville,VA
1 - Roanoke,24017-1637, 09/08/2011,Food Lion 278,9657,2631 Peters Creek Rd NW,Roanoke,VA
1 - Roanoke,24017-2633, 09/08/2011,Stop In Food Stores 58,32361,3911 Melrose Ave NW,Roanoke,VA
1 - Roanoke,24017-4947, 09/08/2011,Wilmont Market,5943,3605 Shenandoah Ave NW,Roanoke,VA
1 - Roanoke,24017, 09/08/2011,Quick Mart 1,40892,3050 Salem Tpke NW,Roanoke,VA
1 - Roanoke,24017, 09/08/2011,N & M,38843,1102 Orange Ave NW,Roanoke,VA
1 - Roanoke,24015-4402, 09/08/2011,Coffee Pot,44894,2902 Brambleton Ave SW,Roanoke,VA
1 - Roanoke,24018-1525, 09/08/2011,Roanoke Weiner Stand Lee Hi,68543,3601 Brandon Ave SW,Roanoke,VA
1 - Roanoke,24018-1247, 09/08/2011,Mikes Country Market,35647,4330 Brandon Ave SW,Roanoke,VA
1 - Roanoke,24018-3427, 09/08/2011,CVS Pharmacy 4378,67302,4400 Brambleton Ave,Roanoke,VA
1 - Roanoke,24018, 09/08/2011,7 Eleven Store 11981 B,65047,3757 Electric Rd,Roanoke,VA
1 - Roanoke,24018, 09/08/2011,Tanglewood Autowash Shell,45391,4083 Electric Rd,Roanoke,VA
1 - Roanoke,24018, 09/08/2011,Stop In Food Stores 202,63464,4040 Electric Rd,Roanoke,VA
1 - Roanoke,24018, 09/08/2011,Kroger # 202,77975,4488 Electric Rd,Roanoke,VA
1 - Roanoke,24019, 09/09/2011,CVS Pharmacy 7577,67308,4820 Hollins Rd,Roanoke,VA
1 - Roanoke,24016-3922, 09/09/2011,Beijing Restaurant,65582,502B Elm Ave SW,Roanoke,VA
1 - Roanoke,24015, 09/09/2011,Village Grill,27816,1802 Memorial Ave SW,Roanoke,VA
1 - Roanoke,24015-2324, 09/09/2011,Mick Or Mack Iga,44466,1312 Winborne St SW,Roanoke,VA
1 - Roanoke,24015-2318, 09/09/2011,7 Eleven Store 11976 A,48077,1410 Grandin Rd SW,Roanoke,VA
1 - Roanoke,24551, 09/13/2011,Food Lion 1537,9906,12130 E Lynchburg Salem Tpke,Forest,VA
1 - Roanoke,24551, 09/13/2011,Express Lane Store 2,44677,12200 E Lynchburg Salem Tpke,Forest,VA
1 - Roanoke,24556, 09/13/2011,Owens Market,29177,9741 E Lynchburg Salem Tpke,Goode,VA
1 - Roanoke,24523, 09/13/2011,Ruby Tuesday,38397,1355 Boxwood Ter,Bedford,VA
1 - Roanoke,24551, 09/13/2011,Express Lane 4,52325,17867 Forest Rd,Forest,VA
3 - Charlottesville/Staunton,24401-4322, 09/14/2011,Emilios Italian Restaurant,20231,23 E Beverley St,Staunton,VA
3 - Charlottesville/Staunton,24401, 09/14/2011,Cranberrys Grocery & Eatery,41069,7 S New St,Staunton,VA
3 - Charlottesville/Staunton,24401-4321, 09/14/2011,The Pampered Palate Cafe,10495,28 E Beverley St,Staunton,VA
3 - Charlottesville/Staunton,24401-4305, 09/14/2011,Mill Street Grill,56875,1 Mill St,Staunton,VA
3 - Charlottesville/Staunton,24401-1500, 09/14/2011,Hunt Hall,76762,New & Frederick Sts Hunt Hall,Staunton,VA
3 - Charlottesville/Staunton,24401-4310, 09/14/2011,Taste of India,65995,104 S New St,Staunton,VA
3 - Charlottesville/Staunton,24401-4872, 09/14/2011,Elliotts Knob No 680 Fraternal Order of Eagles,68569,225 Old Greenville Rd,Staunton,VA
5 - Southwest,24340, 09/14/2011,Spirit Food Mart,63878,501 S Monte Vista Dr,Glade Spring,VA
5 - Southwest,24340-5110, 09/14/2011,Rai Inc,19688,12322 Maple St,Glade Spring,VA
5 - Southwest,24340, 09/14/2011,Valley Grocery and Deli,27250,35950 Widners Valley Rd,Glade Spring,VA
3 - Charlottesville/Staunton,22903-3448, 09/14/2011,Sunshine Supermarket,66500,827 Cherry Ave,Charlottesville,VA
5 - Southwest,24236, 09/14/2011,Dots Inn,46840,338 Douglas Dr,Damascus,VA
3 - Charlottesville/Staunton,22903-5516, 09/14/2011,Spencer Market,66713,701 Cherry Ave,Charlottesville,VA
5 - Southwest,24236, 09/14/2011,Country Corner,40697,332 Douglas Dr,Damascus,VA
5 - Southwest,24236, 09/14/2011,Quinceys Pizza and Backyard Grill,56995,132 W Laurel Ave,Damascus,VA
3 - Charlottesville/Staunton,22903, 09/14/2011,Kim IGA,42502,501 Cherry Ave,Charlottesville,VA
5 - Southwest,24210-4113, 09/14/2011,Da Vincis Inc,43007,881-883 Empire Dr,Abingdon,VA
5 - Southwest,24210-2338, 09/14/2011,Quick Stop Market # 40,20023,626 E Main St,Abingdon,VA
5 - Southwest,24210, 09/14/2011,Rite Aid # 1195,5464,711 W Main St,Abingdon,VA
3 - Charlottesville/Staunton,22903-4532, 09/14/2011,Wild Wing Cafe,26627,820 W Main St,Charlottesville,VA
5 - Southwest,24210, 09/14/2011,Walgreens # 09948,63204,668 W Main St,Abingdon,VA
1 - Roanoke,24153, 09/15/2011,Dynasty International Super Buffet,68008,1941 W Main St,Salem,VA
1 - Roanoke,24153-3114, 09/15/2011,Famous Anthonys,70694,1716 W Main St,Salem,VA
1 - Roanoke,24153, 09/15/2011,Big Kmart 3544,2920,1355 W Main St,Salem,VA
1 - Roanoke,24014, 09/15/2011,Montanos International Gourmet,48198,3733 Franklin Rd SW,Roanoke,VA
1 - Roanoke,24153, 09/15/2011,Thunder Valley,67816,1865 Dillard Dr,Salem,VA
1 - Roanoke,24153-5029, 09/15/2011,Pizza Den,54754,504 E 4th St,Salem,VA
1 - Roanoke,24153, 09/15/2011,Stop In Food Stores # 99,50684,40 W 4th St,Salem,VA
1 - Roanoke,24153-4627, 09/15/2011,Apple Market,31333,1700 Mill Ln,Salem,VA
1 - Roanoke,24153, 09/15/2011,Craig Avenue Superette,19359,700 Craig Ave,Salem,VA
1 - Roanoke,24153-3003, 09/15/2011,Liberty Food Mart,75726,114 Sheraton Dr,Salem,VA
6 - Richmond/FBurg,23836, 09/16/2011,Chester Courtyard by Marriott,14409,2001 W Hundred Rd,Chester,VA
6 - Richmond/FBurg,23836, 09/16/2011,Wawa Food Market #  676,12435,600 E Hundred Rd,Chester,VA
6 - Richmond/FBurg,23860-3754, 09/16/2011,Virginia Meat Market,26237,1201 Atlantic St,Hopewell,VA
6 - Richmond/FBurg,23860-6514, 09/16/2011,Livewires Restaurant & Lounge,39366,4108 Oaklawn Blvd,Hopewell,VA
6 - Richmond/FBurg,23860, 09/16/2011,Market Place # 10,12496,3918 Oaklawn Blvd,Hopewell,VA
1 - Roanoke,24162, 09/16/2011,Shawnee Mini Mart,31969,7120 Roanoke Rd,Shawsville,VA
1 - Roanoke,24162-1704, 09/16/2011,Alleys Country Store,45673,1800 Alleghany Spring Rd,Shawsville,VA
1 - Roanoke,24162-2012, 09/16/2011,White Creek Market,54787,6691 Roanoke Rd,Shawsville,VA
1 - Roanoke,24073, 09/16/2011,Ruby Tuesday,42903,2380 Roanoke St,Christiansburg,VA
1 - Roanoke,24073-3340, 09/16/2011,The Gables,26775,9 Radford St NW,Christiansburg,VA
1 - Roanoke,24073-6802, 09/16/2011,Stone Market,11287,2930 Radford Rd,Christiansburg,VA
1 - Roanoke,24073-6328, 09/16/2011,Southgate Villa,23595,2500 Tyler Rd,Christiansburg,VA
1 - Roanoke,24073, 09/16/2011,Deli Mart 22,35797,1250 W Main St,Christiansburg,VA
1 - Roanoke,24073, 09/16/2011,CVS Pharmacy 7543,67311,550 N Franklin St,Christiansburg,VA
4 - Alexandria,22204-2906, 09/17/2011,Oriental Super Market,47926,5001 Columbia Pike,Arlington,VA
4 - Alexandria,22204-3010, 09/17/2011,Asian Grocery Market,56874,4809 Columbia Pike,Arlington,VA
4 - Alexandria,22204-1557, 09/17/2011,Hi Cue Billiard,65349,940 S George Mason Dr Unit A,Arlington,VA
4 - Alexandria,22203, 09/17/2011,Ballston Place Gourmet,28945,901 N Pollard St,Arlington,VA
4 - Alexandria,22203-1991, 09/17/2011,Pizza Autentica,66840,850 N Randolph St Ste 110,Arlington,VA
4 - Alexandria,22203-1821, 09/17/2011,Tivoli Gourmet & Pastry,69314,901 N Stuart St,Arlington,VA
4 - Alexandria,22203-1821, 09/17/2011,Tivoli Gourmet & Pastry,19670,901 N Stuart St,Arlington,VA
4 - Alexandria,22205-2910, 09/17/2011,Lebanese Taverna,34202,5900 Washington Blvd,Arlington,VA
4 - Alexandria,22203-1604, 09/17/2011,Car Pool,78274,4000 Fairfax Dr,Arlington,VA
4 - Alexandria,22207-4224, 09/17/2011,Vice President-Financial Affairs,49916,2807 N Glebe Rd,Arlington,VA
4 - Alexandria,22207, 09/17/2011,Taqueria el Poblano,24698,2503A N Harrison St,Arlington,VA
4 - Alexandria,22207, 09/17/2011,7 Eleven Store 2554 39061 A,50283,4505 Lee Hwy,Arlington,VA
4 - Alexandria,22207-3310, 09/17/2011,Lebanese Taverna Market,54920,4400 Old Dominion Dr,Arlington,VA
4 - Alexandria,22205-2923, 09/17/2011,7 Eleven Store 2554 17017 H,2021,5839 Washington Blvd,Arlington,VA
4 - Alexandria,20191-3302, 09/18/2011,Uppys 79,65670,11854 Sunrise Valley Dr,Reston,VA
4 - Alexandria,20190-4700, 09/18/2011,Whole Foods Market,73176,11660 Plaza America Dr,Reston,VA
4 - Alexandria,20190-4709, 09/18/2011,7 Eleven Store 2581 25151 B,65260,11714 Sunset Hills Rd,Reston,VA
4 - Alexandria,22033-3325, 09/18/2011,The Cheesecake Factory,42790,11778U Fair Oaks Mall,Fairfax,VA
4 - Alexandria,20190, 09/18/2011,Cosi Coffe Sandwiches Bar,12385,11909 Democracy Dr,Reston,VA
4 - Alexandria,20190-3326, 09/18/2011,La Madeleine French Bakery & Cafe,73068,1833 Fountain Dr,Reston,VA
4 - Alexandria,22033, 09/18/2011,Chutzpah,16819,12214 Fairfax Towne Ctr,Fairfax,VA
4 - Alexandria,20190-4305, 09/18/2011,Lake Ann Market,64858,1645 Washington Plz,Reston,VA
4 - Alexandria,20191-3301, 09/18/2011,Reston National Golf Course,37990,11875 Sunrise Valley Dr,Reston,VA
4 - Alexandria,22033, 09/18/2011,Wal Mart Store # 2015,48746,13059 Fair Lakes Pky,Fairfax,VA
4 - Alexandria,20191-4327, 09/18/2011,Lakeside Asia Cafe,41223,11130J South Lakes Dr,Reston,VA
4 - Alexandria,22315, 09/18/2011,TopGolf USA Kingstowne,38220,6625 S Van Dorn St,Alexandria,VA
4 - Alexandria,22150-3509, 09/18/2011,7 Eleven Store 2581 10680 B,55333,7225 Old Keene Mill Rd,Springfield,VA
4 - Alexandria,22152-2430, 09/18/2011,7 Eleven Store 2581 10707 A,45243,8319 Old Keene Mill Rd,Springfield,VA
4 - Alexandria,22202, 09/18/2011,Chipotle Mexican Grill,51850,2231 Crystal Dr Ste 1000,Arlington,VA
4 - Alexandria,22202-2516, 09/18/2011,7 Eleven Store 2554 28511 B,56934,426 23rd St S,Arlington,VA
4 - Alexandria,22202-2517, 09/18/2011,Freddies,12044,555 23rd St S,Arlington,VA
4 - Alexandria,22202-2862, 09/18/2011,Costco Wholesale 233,13755,1200 S Fern St,Arlington,VA
4 - Alexandria,22202, 09/18/2011,Horizon House Grocery,36994,1300 Army Navy Dr,Arlington,VA
4 - Alexandria,22202-4002, 09/18/2011,Hyatt Regency Crystal City,25434,2799 Jefferson Davis Hwy,Arlington,VA
4 - Alexandria,22202, 09/18/2011,Crowne Plaza Washington National Airport,77947,1480 Crystal Dr,Arlington,VA
4 - Alexandria,22206, 09/18/2011,Dolley Madison Convenience Store,53993,2300 24th Rd S Ste 1,Arlington,VA
4 - Alexandria,22206-3425, 09/18/2011,Capitol City Brewing Company,75388,4001 Campbell Ave,Arlington,VA
4 - Alexandria,22030-5014, 09/19/2011,Fairfax Texaco Shell,26584,11090 Lee Hwy,Fairfax,VA
6 - Richmond/FBurg,23294-6332, 09/20/2011,A & A Convenience Store,13028,2739 Hungary Spring Rd,Richmond,VA
6 - Richmond/FBurg,23294-5809, 09/20/2011,Zotas 650,57710,9093 W Broad St,Richmond,VA
6 - Richmond/FBurg,23294-5829, 09/20/2011,Capriccio Pizza Inc,55631,9127 W Broad St Ste A,Richmond,VA
6 - Richmond/FBurg,23060-4116, 09/20/2011,Wine and Beer Westpark,40668,9631 W Broad St,Glen Allen,VA
6 - Richmond/FBurg,23060, 09/20/2011,Ledo Pizza & Pasta,58209,4030 Gathering Pl,Glen Allen,VA
6 - Richmond/FBurg,23060, 09/20/2011,Target Store T 1049,45164,11290 W Broad St,Glen Allen,VA
6 - Richmond/FBurg,23060-5821, 09/20/2011,Wal Mart Supercenter # 1523,16149,11400 W Broad St,Glen Allen,VA
