,,,Total Dollar,,
Year,Total,Percent,,Total Injuries,Total Deaths
,,,Loss,,
2004,52,15%,"$86,277",1,0
2005,78,22%,"$61,619",1,0
2006,56,16%,"$55,751",0,0
2007,99,28%,"$102,701",0,0
2008,71,20%,"$207,725",3,0
Grand Total,356,100%,"$514,073",5,0
Note: Data is compiled from all fire incidents reported to the Virginia Fire Incident Reporting System (VFIRS) for 2004-2008 as of 04/06/2009. Data,Note: Data is compiled from all fire incidents reported to the Virginia Fire Incident Reporting System (VFIRS) for 2004-2008 as of 04/06/2009. Data,Note: Data is compiled from all fire incidents reported to the Virginia Fire Incident Reporting System (VFIRS) for 2004-2008 as of 04/06/2009. Data,Note: Data is compiled from all fire incidents reported to the Virginia Fire Incident Reporting System (VFIRS) for 2004-2008 as of 04/06/2009. Data,Note: Data is compiled from all fire incidents reported to the Virginia Fire Incident Reporting System (VFIRS) for 2004-2008 as of 04/06/2009. Data,Note: Data is compiled from all fire incidents reported to the Virginia Fire Incident Reporting System (VFIRS) for 2004-2008 as of 04/06/2009. Data
"for July 4th includes the days of July 3rd, 4th, and 5th.","for July 4th includes the days of July 3rd, 4th, and 5th.","Fires include Structure Fires (Incident Type 110. 111. 112), Fires in Mobile Property Used as a Fixed","Fires include Structure Fires (Incident Type 110. 111. 112), Fires in Mobile Property Used as a Fixed","Fires include Structure Fires (Incident Type 110. 111. 112), Fires in Mobile Property Used as a Fixed","Fires include Structure Fires (Incident Type 110. 111. 112), Fires in Mobile Property Used as a Fixed"
"Structure (Incident Types 120-123), Mobile Property (Vehicle) Fires (Incident Types 130-138), Natural Vegetation Fires (Incident Types 140-143), Special","Structure (Incident Types 120-123), Mobile Property (Vehicle) Fires (Incident Types 130-138), Natural Vegetation Fires (Incident Types 140-143), Special","Structure (Incident Types 120-123), Mobile Property (Vehicle) Fires (Incident Types 130-138), Natural Vegetation Fires (Incident Types 140-143), Special","Structure (Incident Types 120-123), Mobile Property (Vehicle) Fires (Incident Types 130-138), Natural Vegetation Fires (Incident Types 140-143), Special","Structure (Incident Types 120-123), Mobile Property (Vehicle) Fires (Incident Types 130-138), Natural Vegetation Fires (Incident Types 140-143), Special","Structure (Incident Types 120-123), Mobile Property (Vehicle) Fires (Incident Types 130-138), Natural Vegetation Fires (Incident Types 140-143), Special"
"Outside Fires (Incident Types 160, 161, 162, 163), and Cultivated Vegetation, Crop Fires (Incident Types 170-173).","Outside Fires (Incident Types 160, 161, 162, 163), and Cultivated Vegetation, Crop Fires (Incident Types 170-173).","Outside Fires (Incident Types 160, 161, 162, 163), and Cultivated Vegetation, Crop Fires (Incident Types 170-173).","Outside Fires (Incident Types 160, 161, 162, 163), and Cultivated Vegetation, Crop Fires (Incident Types 170-173).","Outside Fires (Incident Types 160, 161, 162, 163), and Cultivated Vegetation, Crop Fires (Incident Types 170-173).",Heat Source (54 - Fireworks) was
compiled from data reported on the Fire Module and the Wildland Fire Module.,compiled from data reported on the Fire Module and the Wildland Fire Module.,compiled from data reported on the Fire Module and the Wildland Fire Module.,Aid given (mutual or automatic) incidents were excluded and exposure,Aid given (mutual or automatic) incidents were excluded and exposure,Aid given (mutual or automatic) incidents were excluded and exposure
incidents were included with the numbers. 1 This is projection based on past reporting.,incidents were included with the numbers. 1 This is projection based on past reporting.,incidents were included with the numbers. 1 This is projection based on past reporting.,incidents were included with the numbers. 1 This is projection based on past reporting.,,
Prepared by the Information and Statistics Section,Prepared by the Information and Statistics Section,,,,06/30/2009
