RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
185,SHO CHIKU,40848,5932 CENTREVILLE CREST LN,CENTREVILLE,VA,20121,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,INITIAL HEARING,4/1/2010,8/17/2010,09/21/10,10," $ 1,000.00 ",,,,,
701,GOM TANG E,50678,"13840 BRADDOCK RD., STE E",CENTREVILLE,VA,20121,FAILURE TO HAVE DESIGNATED MANAGER ON DUTY,1,N,ALEXANDRIA,OFFER IN COMPROMISE,2/10/2011,,05/26/11,, $ 700.00 ,,,,,
169,VIT GOEL TOFU HOUSE,63418,6035 CENTREVILLE CREST LN,CENTREVILLE,VA,20121,KEPT AB NOT AUTHORIZED TO SELL ON PREMISES,1,N,ALEXANDRIA,INITIAL HEARING,5/17/2010,7/29/2010,09/08/10,,,,,,,APPLICATION - GRANTED
408,GOM TANG E,50678,"13840 BRADDOCK RD., STE E",CENTREVILLE,VA,20121,PURCHASE A/B OTHER THAN CASH; FAILED TO SUBMIT MBAR,2,Y,ALEXANDRIA,OFFER IN COMPROMISE,9/25/2010,,01/10/11,, $ 800.00 ,,,,,
232,ALTO PLAZA,49894,5800 OLD CENTREVILLE ROAD,CENTREVILLE,VA,20121,UNDER AGED BUYER; FAILED TO TIMELY SUBMIT MBAR;  KEPT UNAUTHORIZED ABS ON PREMISES.,3,N,ALEXANDRIA,APPEAL HEARING,9/24/2009,6/30/2010,10/21/10,25," $ 2,500.00 ",,,,Y,1 CHG. DISMISSED
81,ROSEMARY'S THYME BISTRO,72784,5762 UNION MILL RD,CLIFTON,VA,20124,"KEPT AB NOT AUTHORIZED TO SELL ON PREMISES, 2 CHARGES",2,N,ALEXANDRIA,INITIAL HEARING,3/8/2010,6/30/2010,08/03/10,10," $ 1,000.00 ",,,,,
149,WESTFIELDS GOLF CLUB,4089,13940 BALMORAL GREENS AVE,CLIFTON,VA,20124,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,1/19/2010,6/30/2010,08/25/10,," $ 1,500.00 ",,,,,
180,BREAUX VINEYARDS,77451,36888 VINEYARDS LN,PURCELVILLE,VA,20132,FAILED TO FILE TAX & ACTIVITY REPORT,1,Y,ALEXANDRIA,INITIAL HEARING,12/16/2009,7/26/2010,08/10/10,,,,,,Y,DISMISSED
688,MOSBYS GRILLE,62516,2030 E MAIN STRET,PURCELLVILLE,VA,20132,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/21/2011,,05/19/11,," $ 2,000.00 ",,,,,
600,FINNEGANS BAR & GRILL,57155,"44050 ASHBURN VILLAGE PLZ., UNIT 199",ASHBURN,VA,20147,"ALLOWED ENTERTAINERS/OTHER PERSONS TO APPEAR NUDE/PARTIALLY NUDE; DOES NOT CONFORM TO THE REQ OF THE GOVERNING BODY (LOUDOUN CO.) W/ RESPECT TO SANITATION, HEALTH, CONSTRUCTION OR EQUIPT; ADVERTISED ABOUT ABS CONTRARY TO RULES/REGS",3,N,ALEXANDRIA,OFFER IN COMPROMISE,8/1/2010,1/13/2011,03/31/10,15," $ 6,000.00 ",,,, ,CIVIL PENALTY FOR CHGS 1 & 2 - CHG 3 - REDUCED TO WRITTEN WARNING
159,MOES SOUTHWEST GRILL,46280,"44650 WAXPOOL RD, STE 150",ASHBURN,VA,20147,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/16/2010,,08/30/10,25,,,,,,
379,SHERATON ALOFT,51506,22390 FLAGSTAFF PLZ,ASHBURN,VA,20148,CEASES TO QUALIFY AS A RESTUARANT X2;A/B BEING CONSUMED OTHER THAN INDINING AREAS; LICENSEE MISREPRESENTED A MATERIAL FACT TO ABC BOARD,4,N,ALEXANDRIA,INITIAL HEARING,1/29/2010,11/19/2010,12/22/10,10," $ 2,000.00 ",,,,,
162,ASIAN SPICE CAFÉ,52097,"42395 RYAN RD, STE 126",BRAMBLETON,VA,20148,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/16/2010,,08/30/10,25,,,,,,
552,MALABAR INDIAN MART,65882,4300 CGABTUKKT SGIOOUBT CTR #1P,CHANTILLY,VA,20151,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/8/2011,,03/02/11,25,,,,,,
534,NORA,61796,14674 LEE HIGHWAY,GAINESVILLE,VA,20155,KEPT AB NOT AUTHORIZED TO SELL ON PREMISES,1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/19/2011,,02/25/11,, $ 500.00 ,,,,,
454,MILLER NEIGHBORHOOD MARKET 88,36350,7601 SOMERSET CROSSING DRIVE,GAINESVILLE,VA,20155,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/12/2010,,01/21/11,," $ 2,000.00 ",,,,,
516,RIGHT FIRST TIME / EXXON ON THE RUN,38010,14673 LEE HIGHWAY,GAINESVILLE,VA,20155,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/12/2010,,02/15/11,," $ 2,000.00 ",,,,,
100,KINGS BUFFET,40804,21950 CASCADES PKWY STE 140,STERLING,VA,20164,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,6/9/2010,,08/12/10,, $ 500.00 ,,,,,
669,HOOKED,62080,46240 POTOMAC RUN PLZ,STERLING,VA,20164,FAILED TO TIMELY SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,10/31/2010,4/6/2011,05/09/11,7, $ 500.00 ,,,,,
438,LOUDON CENTER EXXON,16295,23050 PACIFIC BLVD.,STERLING,VA,20166,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/1/2010,,01/18/11,," $ 2,000.00 ",,,,,
629,EVERGREEN COUNTRY CLUB,927,15900 BERKLEY DRIVE,HAYMARKET,VA,20169,FAILED TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/31/2010,,04/15/11,, $ 500.00 ,,,,,
90,HOUSE OF WING,55532,13005 WORLDGATE DR,HERNDON,VA,20170,ADVERTISED HAPPY HOUR,1,Y,ALEXANDRIA,INITIAL HEARING,4/2/2010,7/6/2010,08/09/10,,,,,,Y,DISMISSED
572,SO ADDICTIVE,55397,733 ELDEN ST,HERNDON,VA,20170,CEASES TO QUALIFY,1,N,ALEXANDRIA,INITIAL HEARING,10/30/2010,2/11/2011,03/16/11,10," $ 1,000.00 ",,,,,
421,LUAU GARDEN RESTAURANT,21057,1090 ELDEN ST,HERNDON,VA,20170,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,INITIAL HEARING,8/24/2010,12/7/2010,01/11/11,,,,,Y,,REVOKED
216,EUREST DINING SERVICES,53739,13100 WORLDGATE DRIVE,HERNDON,VA,20170,FAILED TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,OFFER IN COMPROMISE,6/9/2010,,10/08/10,5, $ 500.00 ,,,,,
727,HOUSE OF WING,55532,13005 WORLDGATE DR,HERNDON,VA,20170,"FAILED TO TIMELY SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR YEAR ENDING NOV 30, 2010",1,Y,ALEXANDRIA,INITIAL HEARING,11/30/2010,5/3/2011,06/07/11,7, $ 500.00 ,,,,,
3,7 ELEVEN STORE 2581 10653A,63257,701 VAN BUREN ST,HERNDON,VA,20170,SO LOCATED- PEACE & GOOD ORDER,1,N,ALEXANDRIA,INITIAL HEARING,11/19/2009,6/1/2010,7/6/2010,,,,,,,APPLICATION - GRANTED
422,SHERATON HERNDON/DULLES,58984,13715 S SAYWARD DR,HERNDON,VA,20171,FAILED TO TIMELY SUBMIT MBAR; FAIL TO SUBMIT ACCURATE MBAR,2,Y,ALEXANDRIA,INITIAL HEARING,9/9/2010,12/1/2010,01/11/11,7, $ 600.00 ,,,,,
263,SHIANG YU CHINESE RESTAURANT,42201,"13300 FRANKLIN FARM RD., STE G",HERNDON,VA,20171,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,7/30/2010,,10/29/10,15,,,,,,
140,CALIFORNIA TORTILLA,49558,"528 E MARKET ST, STE B",LEESBURG,VA,20176,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/15/2010,,08/24/10,25,,,,,,
21,MAYHUGHS STORE,45379,9580 GREENWICH RD,NOKESVILLE,VA,20181,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,3/3/2010,,7/15/2010,," $ 2,000.00 ",,,,,
166,ADEN GROCERY,49163,13717 ADEN RD,NOKESVILLE,VA,20181,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/6/2010,,09/08/10,," $ 2,000.00 ",,,,,
208,211 MINI MART EL MERCADITO,28165,9224 LEE HWY,WARRENTON,VA,20186,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,9/10/2010,,09/28/10,," $ 2,000.00 ",,,,,
531,AMERICAN TAP ROOM,53050,1811 LIBRARY STREET,RESTON,VA,20190,"DOES NOT CONFORM TO LOCAL HEALTH, SANITATION OR SAFETY REGS OR LAWS ; DESIGNATED MGR NOT POSTED",2,N,ALEXANDRIA,OFFER IN COMPROMISE,6/6/2010,11/19/2010,02/16/11,," $ 3,000.00 ",,,, ,CHG 1 DISMISSED; $2500 WAS COST OF INVESTIGATION
298,CARRABBAS ITALIAN GRILL 9703,57139,12192 SUNSET HILLS RD.,RESTON,VA,20190,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,9/1/2010,,11/22/10,, $ 500.00 ,,,,,
723,M & S GRILL,29741,11901 DEMOCRACY DRIVE,RESTON,VA,20190,UNDER AGED BUYER,1,Y,ALEXANDRIA,OFFER IN COMPROMISE,3/1/2011,,06/07/11,," $ 4,500.00 ",2,,,,ALL BARTENDERS TO TAKE RSVP
87,LAKESIDE PHARMACY,7940,1641 WASHINGTON PLZ N,RESTON,VA,20190,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/14/2010,,08/09/10,25,,,,,,
586,PHO RESTON 75 RESTAURANT,15575,"12020 N. SHORE DRIVE, SUITE A",RESTON,VA,20190,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,3/1/2011,,03/24/11,25,,,,,,
273,CHILIS SOUTHWEST GRILL & BAR,54157,11840 SUNRISE VALLEY DR,RESTON,VA,20191,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/28/2010,,11/08/10,," $ 2,000.00 ",,,,,
488,BUFFALO WING FACTORY,33989,2260D HUNTERS WOODS PLZ,RESTON,VA,20191,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,9/28/2010,1/5/2011,02/10/11,25," $ 2,000.00 ",,,,,
45,SILVER DINER,76736,11951 KILLINGSWORTH AVE,RESTON,VA,20194,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/14/2010,,07/23/10,," $ 2,000.00 ",,,,,
43,GIRASOLE,33271,4244 LOUDON AVE,THE PLAINS,VA,20198,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,6/9/2010,,07/23/10,," $ 2,000.00 ",,,,,
748,CALIENTE,63728,"22885 BRAMBLETON PLZ, STE 100",BRAMBLETON,VA,20418,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,2/3/2011,5/13/2011,06/15/11,25," $ 2,000.00 ",,,,,
571,STAR LOUNGE & BALLROOM,47935,47935 LITTLE RIVER TNPK,ANNANDALE,VA,22003,DOES NOT CONFORM,1,N,ALEXANDRIA,INITIAL HEARING,10/15/2010,2/11/2011,03/16/11,,,,,Y,,REVOKED
651,SUNSET GRILLE,48735,7250 COLUMBIA PIKE,ANNANDALE,VA,22003,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT,1,N,ALEXANDRIA,INITIAL HEARING,11/12/2010,3/23/2011,05/04/11,10," $ 1,000.00 ",,,,,
658,NAK WON RESTAURANT,19844,7315 LITTLE RIVER TNPK,ARLINGTON,VA,22003,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT; GROSS RECEIPTS FROM THE SALE OF FOOD AND NONALCOHOLIC BEVERAGES WERE LESS THAN 45% OF THE GROSS RECEIPTS FORM THE SALE OF MB AND FOOD,2,N,ALEXANDRIA,INITIAL HEARING,10/31/2010,4/1/2011,05/04/11,10," $ 1,000.00 ",,,,,
661,PO JANG MA CHA,2455,7203 COLUMBIA PIKE,ANNANDALE,VA,22003,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT; GROSS RECEIPTS FROM THE SALE OF FOOD AND NONALCOHOLIC BEVERAGES WERE LESS THAN 45% OF THE GROSS RECEIPTS FORM THE SALE OF MB AND FOOD,2,Y,ALEXANDRIA,INITIAL HEARING,7/31/2010,4/1/2011,05/04/11,,,,,Y,,REVOKED
665,WARA WARA,56997,4231 MARKHAM ST STE 209,ARLINGTON,VA,22003,"FAIL TO OBLITERATE MB STAMPS; KEPT/ALLOWED AB NOT AUTHORIZED TO SELL; SOLD AB IN AN UNAUTHORIZED MANNER; DELIVERED FULL BOTTLE OF SPIRITS TO PATRON; DOES NOT CONFORM TO THE REQS OF FAIRFAX CO.W/ RESPECT TO SANITATION, HEALTH, CONSTR.OR EQUIPT X2",6,N,ALEXANDRIA,INITIAL HEARING,10/9/2010,4/4/2011,05/06/11,10," $ 3,500.00 ",,,,,
37,RIVERSIDE CAFE,29812,7331 LITTLE RIVER TPK,ANNANDALE,VA,22003,FAILED TO HAVE DESIGNATED MANAGER ON DUTY OR POSTED; FAILED TO OBLITERATE MIXED BEVERAGE STAMPS,2,Y,ALEXANDRIA,OFFER IN COMPROMISE,5/11/2010,,07/16/10,," $ 1,700.00 ",,,,,
780,CAFÉ TU AH,43162,7117 COLUMBIA PIKE,ANNANDALE,VA,22003,FAILED TO OBILTERATE MIXED BEVERAGE STAMP WHEN CONTAINERS WERE EMPTIED.,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/29/2011,,06/29/11,, $ 500.00 ,,,,,
620,PO JANG MA CHA,2455,7203 COLUMBIA PIKE,ARLINGTON,VA,22003,FAILED TO OBLITERATE MIXED BEVERAGE STAMPS; KEPT ALCOHOLIC BEVERAGE OTHER THAN IN BOTTLE OR CONTAINER IN WHICH IT WAS PURCHASED,2,N,ALEXANDRIA,INITIAL HEARING,11/13/2010,2/23/2011,04/12/11,15," $ 3,000.00 ",7,,,,
695,IL MEE RESTAURANT,12045,"7031 LITTLE RIVER TNPK, STE 3A",ANNANDALE,VA,22003,"FAILED TO SUBMIT COMPLETE AND ACCURATE ANNUAL REVEW REPOR FOR YEAR ENDING AUG 31, 2010",1,N,ALEXANDRIA,INITIAL HEARING,8/31/2010,4/14/2011,05/20/11,7, $ 500.00 ,,,,,
715,BONEFISH GRILL,29268,13005 LEE JACKSON MEMORIAL HWY. SUITE J,FAIRFAX,VA,22003,"FAILED TO SUBMIT COMPLETE AND ACCURATE ANNUAL REVEW REPOR FOR YEAR ENDING DEC 31, 2010",1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/31/2010,,06/01/11,, $ 500.00 ,,,,,
766,TOBAGI,41139,"7031 LITTLE RIVER TNPK, STE 2A",ANNANDALE,VA,22003,"FAILED TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING DEC 31, 2010",1,Y,ALEXANDRIA,CONSENT SETTLEMENT,12/31/2010,,06/28/11,," $ 1,000.00 ",,,,,
344,G G MI,42290,"6653 LITTLE RIVER TURNPIKE, SUITE H",ANNANDALE,VA,22003,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,8/31/2010,,12/09/10,," $ 1,000.00 ",,,,,
252,JANG WON BANJUM,48933,4210 JOHN MARR DR,ANNANDALE,VA,22003,FAILED TO TIMELY SUBMIT MBAR; PURCHASE WINE/BEER FOR RESALE FROM OTHER THAN MANUFACTURER,2,Y,ALEXANDRIA,INITIAL HEARING,1/23/2010,9/16/2010,10/22/10,10," $ 1,500.00 ",,,,,
656,OSAKA & CAMINO BOUTIQUE LOUNGE,61486,6669 LITTLE RIVER TNPK,ANNANDALE,VA,22003,FAILED TO TIMELY SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT,1,Y,ALEXANDRIA,INITIAL HEARING,10/31/2010,4/1/2011,05/04/11,7, $ 500.00 ,,,,,
776,GOM TANG E,63660,"4230 ANNANDALE ROAD, STE 120",ANNANDALE,VA,22003,"FAILURE TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING FEB. 28, 2011",1,N,ALEXANDRIA,OFFER IN COMPROMISE,2/28/2011,,06/28/11,, $ 500.00 ,,,,,LICENSEE TO INSTALL SOFTWARE ON COMPUTER/REGISTER TO ACCURATELY REPORT THE NUMBERS
725,PANG PANG SIL NAE POCHA,50509,7127B COLUMBIA PIKE,ANNANDALE,VA,22003,FOOD BUSINESS CONDUCTED UPON THE LICENSED PREMISES ARE SUCH THAT THE ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT X2; FAILED TO OBLITERATE MIXED BEVERAGE STAMPS,3,N,ALEXANDRIA,INITIAL HEARING,2/12/2011,5/3/2011,06/07/11,7," $ 1,500.00 ",,,,,
411,CAFÉ NOIR,19287,7129 LITTLE RIVER TNPK,ANNANDALE,VA,22003,KEPT UNAUTHORIZED AB ON PREMISES X 3; FINANCIAL RESPONSIBILITY; FAILED TO KEEP COMPLETE & ACCURATE RECORDS; NOT LEGITIMATE OWNER; PURCHASES WB FOR RESALE FROM PERSON OTHER THAN MANU./WHOLESALER; FAILED TO OBLITERATE MB STAMPS X 3;  ALLOWED CONSUMPTION OF UNAUTHORIZED ABS ,10,Y,ALEXANDRIA,APPEAL HEARING,1/3/2009,8/5/2009,01/07/11,,,,,Y,,REMAND/FAIRFAX CO. CIRCUIT COURT
493,PANG PANG SIL NAE POCHA,50509,7127B COLUMBIA PIKE,ANNANDALE,VA,22003,KEPT UNAUTHORIZED AB ON PREMISES; KEPT A/B W/O MB STAMP;  SOLD A/B ON PREMISES OTHER THAN DISIGNATED AREAS,3,N,ALEXANDRIA,CONSENT SETTLEMENT,11/13/2010,,02/10/11,," $ 2,000.00 ",,,,,
582,STAR LOUNGE & BALLROOM,47935,7203 LITTLE RIVER TNPK,ANNANDALE,VA,22003,LICENSEE DOES NOT CONFORM TO LOCAL/COUNTY/STATE REQ,1,N,ALEXANDRIA,INITIAL HEARING,10/15/2010,2/11/2011,03/21/11,,,,,Y,,
616,BLOOM 2778,63492,7002 COLUMBIA PIKE,ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/24/2011,,04/06/11,," $ 2,000.00 ",,,,,
414,7 ELEVEN STORE 2581 10688A,57799,69101 BRADDOCK ROAD,ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/1/2010,,01/11/11,," $ 2,000.00 ",,,,,
417,EXPRESS 1 FOOD MART,71577,4713 BACKLICK ROAD,ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/1/2010,,01/11/11,," $ 2,000.00 ",,,,,
510,7 ELEVEN STORE 2581-10698B,65968,4131 HUMMER ROAD,ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,02/11/11,," $ 2,000.00 ",,,,,
371,G G MI,42290,"6653 LITTLE RIVER TURNPIKE, SUITE H",ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,7/27/2010,11/10/2010,12/21/10,25," $ 2,000.00 ",,,,,
244,CAFÉ NOIR,19287,7129 LITTLE RIVER TNPK,ANNANDALE,VA,22003,UNDER AGED BUYER; ALLOWED CONSUMPTION BY 2 UAB,2,N,ALEXANDRIA,INITIAL HEARING,5/12/2010,9/14/2010,10/18/10,25," $ 2,500.00 ",,,,,
