Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”,Name: “Table 1 of 1 on page 17 of 27”
"Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009","Virginia’s drug arrest rate increased by 10% from 2001 to 2010, and increased by almost 3% from 2009"
to 2010.,,,,,,,,,,
,,,,,,,,,,
"Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia","Note: Since 2001, FBI has consistently underreported the total number of drug arrests in Virginia"
compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by
VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate). It is believed the underreporting is the result of a
software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests
"submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI. Also, FBI uses a different population estimate to calculate drug arrest rates than"
"DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated","DCJS. As a result, Virginia total drug arrest rates calculated using FBI data are lower than rates calculated"
by DCJS.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,16
,,,,,,,,,,
