Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”
,"Recreational, hobby,","Recreational, hobby,",,,,,,,,,,,,,,,,,
559,"home repair sales, pet","home repair sales, pet",460,0.08%,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"5,651",0.00%,"150,000",0.12%,"155,651",0.04%
,,store,,,,,,,,,,,,,,,,,
,"Laundry, dry cleaning","Laundry, dry cleaning",,,,,,,,,,,,,,,,,
564,,,349,0.06%,1,0,0.00%,1,0.18%,0,0.00%,1,0.31%,"4,768,355",1.85%,"1,721,472",1.43%,"6,489,827",1.72%
,"Professional supplies,","Professional supplies,",,,,,,,,,,,,,,,,,
569,services,services,830,0.14%,0,0,0.00%,4,0.71%,0,0.00%,0,0.00%,"4,318,676",1.67%,"2,872,100",2.39%,"7,190,776",1.90%
,"Service station, gas","Service station, gas",,,,,,,,,,,,,,,,,
571,station,station,"1,978",0.32%,0,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"67,402",0.03%,"4,985",0.00%,"72,387",0.02%
,Motor vehicle or boat,Motor vehicle or boat,,,,,,,,,,,,,,,,,
579,"sales, services, repair","sales, services, repair","1,101",0.18%,4,4,3.25%,2,0.35%,0,0.00%,4,1.23%,"3,256,297",1.26%,"1,739,004",1.45%,"4,995,301",1.32%
,"General retail, other","General retail, other",,,,,,,,,,,,,,,,,
580,,,"1,867",0.31%,2,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"204,801",0.08%,"100,601",0.08%,"305,402",0.08%
,Department or discount,Department or discount,,,,,,,,,,,,,,,,,
581,,store,"2,490",0.41%,2,1,0.81%,0,0.00%,0,0.00%,0,0.00%,"146,770",0.06%,"101,682",0.08%,"248,452",0.07%
,,Bank,,,,,,,,,,,,,,,,,
592,,,936,0.15%,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"19,653",0.01%,"1,024",0.00%,"20,677",0.01%
,Office:,veterinary or,,,,,,,,,,,,,,,,,
593,research,research,446,0.07%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"152,000",0.06%,0,0.00%,"152,000",0.04%
,Post office or mailing,Post office or mailing,,,,,,,,,,,,,,,,,
596,,firms,372,0.06%,0,0,0.00%,0,0.00%,0,0.00%,1,0.31%,"5,280",0.00%,200,0.00%,"5,480",0.00%
,Business office,Business office,,,,,,,,,,,,,,,,,
599,,,"10,235",1.68%,6,0,0.00%,2,0.35%,0,0.00%,5,1.54%,"4,365,232",1.69%,"1,048,221",0.87%,"5,413,453",1.43%
,"Utility, defense,","Utility, defense,",,,,,,,,,,,,,,,,,
600,"agriculture, mining,","agriculture, mining,",464,0.08%,2,0,0.00%,0,0.00%,0,0.00%,1,0.31%,"863,852",0.33%,"1,820,502",1.52%,"2,684,354",0.71%
,,other,,,,,,,,,,,,,,,,,
,"Energy production plant,","Energy production plant,",,,,,,,,,,,,,,,,,
610,,other,43,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"10,000",0.00%,0,0.00%,"10,000",0.00%
,Steam or heat,Steam or heat,,,,,,,,,,,,,,,,,
614,generating plant,generating plant,34,0.01%,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"25,000",0.01%,0,0.00%,"25,000",0.01%
,Electric generating plant,Electric generating plant,,,,,,,,,,,,,,,,,
615,,,52,0.01%,0,0,0.00%,0,0.00%,0,0.00%,1,0.31%,1,0.00%,"26,500",0.02%,"26,501",0.01%
,Page 7 of 11,Page 7 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/7/09 11:12:44 AM,4/7/09 11:12:44 AM,
