GEO.id,Id
HC02_EST_VC08,Foreign born; Born in Europe; Estimate; Not a citizen
HC02_MOE_VC08,Foreign born; Born in Europe; Margin of Error; Not a citizen
HC03_EST_VC08,Foreign born; Born in Northern and Western Europe; Estimate; Not a citizen
HC03_MOE_VC08,Foreign born; Born in Northern and Western Europe; Margin of Error; Not a citizen
HC04_EST_VC08,Foreign born; Born in Southern and Eastern Europe; Estimate; Not a citizen
HC04_MOE_VC08,Foreign born; Born in Southern and Eastern Europe; Margin of Error; Not a citizen
HC01_EST_VC09,Total; Estimate; Not a citizen - Entered 2010 or later
HC01_MOE_VC09,Total; Margin of Error; Not a citizen - Entered 2010 or later
HC02_EST_VC09,Foreign born; Born in Europe; Estimate; Not a citizen - Entered 2010 or later
HC02_MOE_VC09,Foreign born; Born in Europe; Margin of Error; Not a citizen - Entered 2010 or later
HC03_EST_VC09,Foreign born; Born in Northern and Western Europe; Estimate; Not a citizen - Entered 2010 or later
HC03_MOE_VC09,Foreign born; Born in Northern and Western Europe; Margin of Error; Not a citizen - Entered 2010 or later
HC04_EST_VC09,Foreign born; Born in Southern and Eastern Europe; Estimate; Not a citizen - Entered 2010 or later
HC04_MOE_VC09,Foreign born; Born in Southern and Eastern Europe; Margin of Error; Not a citizen - Entered 2010 or later
HC01_EST_VC10,Total; Estimate; Not a citizen - Entered 2000 to 2009
HC01_MOE_VC10,Total; Margin of Error; Not a citizen - Entered 2000 to 2009
HC02_EST_VC10,Foreign born; Born in Europe; Estimate; Not a citizen - Entered 2000 to 2009
HC02_MOE_VC10,Foreign born; Born in Europe; Margin of Error; Not a citizen - Entered 2000 to 2009
HC03_EST_VC10,Foreign born; Born in Northern and Western Europe; Estimate; Not a citizen - Entered 2000 to 2009
HC03_MOE_VC10,Foreign born; Born in Northern and Western Europe; Margin of Error; Not a citizen - Entered 2000 to 2009
HC04_EST_VC10,Foreign born; Born in Southern and Eastern Europe; Estimate; Not a citizen - Entered 2000 to 2009
HC04_MOE_VC10,Foreign born; Born in Southern and Eastern Europe; Margin of Error; Not a citizen - Entered 2000 to 2009
HC01_EST_VC11,Total; Estimate; Not a citizen - Entered before 2000
HC01_MOE_VC11,Total; Margin of Error; Not a citizen - Entered before 2000
HC02_EST_VC11,Foreign born; Born in Europe; Estimate; Not a citizen - Entered before 2000
HC02_MOE_VC11,Foreign born; Born in Europe; Margin of Error; Not a citizen - Entered before 2000
HC03_EST_VC11,Foreign born; Born in Northern and Western Europe; Estimate; Not a citizen - Entered before 2000
HC03_MOE_VC11,Foreign born; Born in Northern and Western Europe; Margin of Error; Not a citizen - Entered before 2000
HC04_EST_VC11,Foreign born; Born in Southern and Eastern Europe; Estimate; Not a citizen - Entered before 2000
HC04_MOE_VC11,Foreign born; Born in Southern and Eastern Europe; Margin of Error; Not a citizen - Entered before 2000
HC01_EST_VC14,Total; Estimate; SEX AND AGE - Male
HC01_MOE_VC14,Total; Margin of Error; SEX AND AGE - Male
HC02_EST_VC14,Foreign born; Born in Europe; Estimate; SEX AND AGE - Male
HC02_MOE_VC14,Foreign born; Born in Europe; Margin of Error; SEX AND AGE - Male
HC03_EST_VC14,Foreign born; Born in Northern and Western Europe; Estimate; SEX AND AGE - Male
HC03_MOE_VC14,Foreign born; Born in Northern and Western Europe; Margin of Error; SEX AND AGE - Male
HC04_EST_VC14,Foreign born; Born in Southern and Eastern Europe; Estimate; SEX AND AGE - Male
HC04_MOE_VC14,Foreign born; Born in Southern and Eastern Europe; Margin of Error; SEX AND AGE - Male
HC01_EST_VC15,Total; Estimate; SEX AND AGE - Female
HC01_MOE_VC15,Total; Margin of Error; SEX AND AGE - Female
HC02_EST_VC15,Foreign born; Born in Europe; Estimate; SEX AND AGE - Female
HC02_MOE_VC15,Foreign born; Born in Europe; Margin of Error; SEX AND AGE - Female
HC03_EST_VC15,Foreign born; Born in Northern and Western Europe; Estimate; SEX AND AGE - Female
HC03_MOE_VC15,Foreign born; Born in Northern and Western Europe; Margin of Error; SEX AND AGE - Female
HC04_EST_VC15,Foreign born; Born in Southern and Eastern Europe; Estimate; SEX AND AGE - Female
HC04_MOE_VC15,Foreign born; Born in Southern and Eastern Europe; Margin of Error; SEX AND AGE - Female
HC01_EST_VC17,Total; Estimate; Under 5 years
HC01_MOE_VC17,Total; Margin of Error; Under 5 years
HC02_EST_VC17,Foreign born; Born in Europe; Estimate; Under 5 years
HC02_MOE_VC17,Foreign born; Born in Europe; Margin of Error; Under 5 years
HC03_EST_VC17,Foreign born; Born in Northern and Western Europe; Estimate; Under 5 years
HC03_MOE_VC17,Foreign born; Born in Northern and Western Europe; Margin of Error; Under 5 years
HC04_EST_VC17,Foreign born; Born in Southern and Eastern Europe; Estimate; Under 5 years
HC04_MOE_VC17,Foreign born; Born in Southern and Eastern Europe; Margin of Error; Under 5 years
HC01_EST_VC18,Total; Estimate; 5 to 17 years
HC01_MOE_VC18,Total; Margin of Error; 5 to 17 years
HC02_EST_VC18,Foreign born; Born in Europe; Estimate; 5 to 17 years
HC02_MOE_VC18,Foreign born; Born in Europe; Margin of Error; 5 to 17 years
HC03_EST_VC18,Foreign born; Born in Northern and Western Europe; Estimate; 5 to 17 years
HC03_MOE_VC18,Foreign born; Born in Northern and Western Europe; Margin of Error; 5 to 17 years
HC04_EST_VC18,Foreign born; Born in Southern and Eastern Europe; Estimate; 5 to 17 years
HC04_MOE_VC18,Foreign born; Born in Southern and Eastern Europe; Margin of Error; 5 to 17 years
HC01_EST_VC19,Total; Estimate; 18 to 24 years
HC01_MOE_VC19,Total; Margin of Error; 18 to 24 years
HC02_EST_VC19,Foreign born; Born in Europe; Estimate; 18 to 24 years
HC02_MOE_VC19,Foreign born; Born in Europe; Margin of Error; 18 to 24 years
HC03_EST_VC19,Foreign born; Born in Northern and Western Europe; Estimate; 18 to 24 years
HC03_MOE_VC19,Foreign born; Born in Northern and Western Europe; Margin of Error; 18 to 24 years
HC04_EST_VC19,Foreign born; Born in Southern and Eastern Europe; Estimate; 18 to 24 years
HC04_MOE_VC19,Foreign born; Born in Southern and Eastern Europe; Margin of Error; 18 to 24 years
HC01_EST_VC20,Total; Estimate; 25 to 44 years
HC01_MOE_VC20,Total; Margin of Error; 25 to 44 years
HC02_EST_VC20,Foreign born; Born in Europe; Estimate; 25 to 44 years
HC02_MOE_VC20,Foreign born; Born in Europe; Margin of Error; 25 to 44 years
HC03_EST_VC20,Foreign born; Born in Northern and Western Europe; Estimate; 25 to 44 years
HC03_MOE_VC20,Foreign born; Born in Northern and Western Europe; Margin of Error; 25 to 44 years
HC04_EST_VC20,Foreign born; Born in Southern and Eastern Europe; Estimate; 25 to 44 years
HC04_MOE_VC20,Foreign born; Born in Southern and Eastern Europe; Margin of Error; 25 to 44 years
HC01_EST_VC21,Total; Estimate; 45 to 54 years
HC01_MOE_VC21,Total; Margin of Error; 45 to 54 years
HC02_EST_VC21,Foreign born; Born in Europe; Estimate; 45 to 54 years
HC02_MOE_VC21,Foreign born; Born in Europe; Margin of Error; 45 to 54 years
HC03_EST_VC21,Foreign born; Born in Northern and Western Europe; Estimate; 45 to 54 years
HC03_MOE_VC21,Foreign born; Born in Northern and Western Europe; Margin of Error; 45 to 54 years
HC04_EST_VC21,Foreign born; Born in Southern and Eastern Europe; Estimate; 45 to 54 years
HC04_MOE_VC21,Foreign born; Born in Southern and Eastern Europe; Margin of Error; 45 to 54 years
HC01_EST_VC22,Total; Estimate; 55 to 64 years
HC01_MOE_VC22,Total; Margin of Error; 55 to 64 years
HC02_EST_VC22,Foreign born; Born in Europe; Estimate; 55 to 64 years
HC02_MOE_VC22,Foreign born; Born in Europe; Margin of Error; 55 to 64 years
HC03_EST_VC22,Foreign born; Born in Northern and Western Europe; Estimate; 55 to 64 years
HC03_MOE_VC22,Foreign born; Born in Northern and Western Europe; Margin of Error; 55 to 64 years
HC04_EST_VC22,Foreign born; Born in Southern and Eastern Europe; Estimate; 55 to 64 years
HC04_MOE_VC22,Foreign born; Born in Southern and Eastern Europe; Margin of Error; 55 to 64 years
HC01_EST_VC23,Total; Estimate; 65 to 74 years
HC01_MOE_VC23,Total; Margin of Error; 65 to 74 years
HC02_EST_VC23,Foreign born; Born in Europe; Estimate; 65 to 74 years
HC02_MOE_VC23,Foreign born; Born in Europe; Margin of Error; 65 to 74 years
HC03_EST_VC23,Foreign born; Born in Northern and Western Europe; Estimate; 65 to 74 years
HC03_MOE_VC23,Foreign born; Born in Northern and Western Europe; Margin of Error; 65 to 74 years
HC04_EST_VC23,Foreign born; Born in Southern and Eastern Europe; Estimate; 65 to 74 years
HC04_MOE_VC23,Foreign born; Born in Southern and Eastern Europe; Margin of Error; 65 to 74 years
HC01_EST_VC24,Total; Estimate; 75 to 84 years
HC01_MOE_VC24,Total; Margin of Error; 75 to 84 years
HC02_EST_VC24,Foreign born; Born in Europe; Estimate; 75 to 84 years
HC02_MOE_VC24,Foreign born; Born in Europe; Margin of Error; 75 to 84 years
HC03_EST_VC24,Foreign born; Born in Northern and Western Europe; Estimate; 75 to 84 years
HC03_MOE_VC24,Foreign born; Born in Northern and Western Europe; Margin of Error; 75 to 84 years
HC04_EST_VC24,Foreign born; Born in Southern and Eastern Europe; Estimate; 75 to 84 years
HC04_MOE_VC24,Foreign born; Born in Southern and Eastern Europe; Margin of Error; 75 to 84 years
HC01_EST_VC25,Total; Estimate; 85 years and over
HC01_MOE_VC25,Total; Margin of Error; 85 years and over
HC02_EST_VC25,Foreign born; Born in Europe; Estimate; 85 years and over
HC02_MOE_VC25,Foreign born; Born in Europe; Margin of Error; 85 years and over
HC03_EST_VC25,Foreign born; Born in Northern and Western Europe; Estimate; 85 years and over
HC03_MOE_VC25,Foreign born; Born in Northern and Western Europe; Margin of Error; 85 years and over
HC04_EST_VC25,Foreign born; Born in Southern and Eastern Europe; Estimate; 85 years and over
HC04_MOE_VC25,Foreign born; Born in Southern and Eastern Europe; Margin of Error; 85 years and over
HC01_EST_VC27,Total; Estimate; Median age (years)
HC01_MOE_VC27,Total; Margin of Error; Median age (years)
HC02_EST_VC27,Foreign born; Born in Europe; Estimate; Median age (years)
HC02_MOE_VC27,Foreign born; Born in Europe; Margin of Error; Median age (years)
HC03_EST_VC27,Foreign born; Born in Northern and Western Europe; Estimate; Median age (years)
HC03_MOE_VC27,Foreign born; Born in Northern and Western Europe; Margin of Error; Median age (years)
HC04_EST_VC27,Foreign born; Born in Southern and Eastern Europe; Estimate; Median age (years)
HC04_MOE_VC27,Foreign born; Born in Southern and Eastern Europe; Margin of Error; Median age (years)
HC01_EST_VC30,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC01_MOE_VC30,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC02_EST_VC30,Foreign born; Born in Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC02_MOE_VC30,Foreign born; Born in Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC03_EST_VC30,Foreign born; Born in Northern and Western Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC03_MOE_VC30,Foreign born; Born in Northern and Western Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC04_EST_VC30,Foreign born; Born in Southern and Eastern Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC04_MOE_VC30,Foreign born; Born in Southern and Eastern Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC01_EST_VC31,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC01_MOE_VC31,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC02_EST_VC31,Foreign born; Born in Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC02_MOE_VC31,Foreign born; Born in Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC03_EST_VC31,Foreign born; Born in Northern and Western Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC03_MOE_VC31,Foreign born; Born in Northern and Western Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC04_EST_VC31,Foreign born; Born in Southern and Eastern Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC04_MOE_VC31,Foreign born; Born in Southern and Eastern Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC01_EST_VC32,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC01_MOE_VC32,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC02_EST_VC32,Foreign born; Born in Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC02_MOE_VC32,Foreign born; Born in Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC03_EST_VC32,Foreign born; Born in Northern and Western Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC03_MOE_VC32,Foreign born; Born in Northern and Western Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC04_EST_VC32,Foreign born; Born in Southern and Eastern Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC04_MOE_VC32,Foreign born; Born in Southern and Eastern Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC01_EST_VC33,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC01_MOE_VC33,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC02_EST_VC33,Foreign born; Born in Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC02_MOE_VC33,Foreign born; Born in Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC03_EST_VC33,Foreign born; Born in Northern and Western Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC03_MOE_VC33,Foreign born; Born in Northern and Western Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC04_EST_VC33,Foreign born; Born in Southern and Eastern Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC04_MOE_VC33,Foreign born; Born in Southern and Eastern Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC01_EST_VC34,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC01_MOE_VC34,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC02_EST_VC34,Foreign born; Born in Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC02_MOE_VC34,Foreign born; Born in Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC03_EST_VC34,Foreign born; Born in Northern and Western Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC03_MOE_VC34,Foreign born; Born in Northern and Western Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC04_EST_VC34,Foreign born; Born in Southern and Eastern Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC04_MOE_VC34,Foreign born; Born in Southern and Eastern Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC01_EST_VC35,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC01_MOE_VC35,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC02_EST_VC35,Foreign born; Born in Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC02_MOE_VC35,Foreign born; Born in Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC03_EST_VC35,Foreign born; Born in Northern and Western Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC03_MOE_VC35,Foreign born; Born in Northern and Western Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC04_EST_VC35,Foreign born; Born in Southern and Eastern Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC04_MOE_VC35,Foreign born; Born in Southern and Eastern Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC01_EST_VC36,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC01_MOE_VC36,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC02_EST_VC36,Foreign born; Born in Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC02_MOE_VC36,Foreign born; Born in Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC03_EST_VC36,Foreign born; Born in Northern and Western Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC03_MOE_VC36,Foreign born; Born in Northern and Western Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC04_EST_VC36,Foreign born; Born in Southern and Eastern Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC04_MOE_VC36,Foreign born; Born in Southern and Eastern Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC01_EST_VC37,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC01_MOE_VC37,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC02_EST_VC37,Foreign born; Born in Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC02_MOE_VC37,Foreign born; Born in Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC03_EST_VC37,Foreign born; Born in Northern and Western Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC03_MOE_VC37,Foreign born; Born in Northern and Western Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC04_EST_VC37,Foreign born; Born in Southern and Eastern Europe; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC04_MOE_VC37,Foreign born; Born in Southern and Eastern Europe; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC01_EST_VC39,Total; Estimate; Hispanic or Latino origin (of any race)
HC01_MOE_VC39,Total; Margin of Error; Hispanic or Latino origin (of any race)
HC02_EST_VC39,Foreign born; Born in Europe; Estimate; Hispanic or Latino origin (of any race)
HC02_MOE_VC39,Foreign born; Born in Europe; Margin of Error; Hispanic or Latino origin (of any race)
HC03_EST_VC39,Foreign born; Born in Northern and Western Europe; Estimate; Hispanic or Latino origin (of any race)
HC03_MOE_VC39,Foreign born; Born in Northern and Western Europe; Margin of Error; Hispanic or Latino origin (of any race)
HC04_EST_VC39,Foreign born; Born in Southern and Eastern Europe; Estimate; Hispanic or Latino origin (of any race)
HC04_MOE_VC39,Foreign born; Born in Southern and Eastern Europe; Margin of Error; Hispanic or Latino origin (of any race)
HC01_EST_VC40,"Total; Estimate; White alone, not Hispanic or Latino"
HC01_MOE_VC40,"Total; Margin of Error; White alone, not Hispanic or Latino"
HC02_EST_VC40,"Foreign born; Born in Europe; Estimate; White alone, not Hispanic or Latino"
HC02_MOE_VC40,"Foreign born; Born in Europe; Margin of Error; White alone, not Hispanic or Latino"
HC03_EST_VC40,"Foreign born; Born in Northern and Western Europe; Estimate; White alone, not Hispanic or Latino"
HC03_MOE_VC40,"Foreign born; Born in Northern and Western Europe; Margin of Error; White alone, not Hispanic or Latino"
HC04_EST_VC40,"Foreign born; Born in Southern and Eastern Europe; Estimate; White alone, not Hispanic or Latino"
HC04_MOE_VC40,"Foreign born; Born in Southern and Eastern Europe; Margin of Error; White alone, not Hispanic or Latino"
HC01_EST_VC43,Total; Estimate; HOUSEHOLD TYPE - In married-couple family
HC01_MOE_VC43,Total; Margin of Error; HOUSEHOLD TYPE - In married-couple family
HC02_EST_VC43,Foreign born; Born in Europe; Estimate; HOUSEHOLD TYPE - In married-couple family
HC02_MOE_VC43,Foreign born; Born in Europe; Margin of Error; HOUSEHOLD TYPE - In married-couple family
HC03_EST_VC43,Foreign born; Born in Northern and Western Europe; Estimate; HOUSEHOLD TYPE - In married-couple family
HC03_MOE_VC43,Foreign born; Born in Northern and Western Europe; Margin of Error; HOUSEHOLD TYPE - In married-couple family
HC04_EST_VC43,Foreign born; Born in Southern and Eastern Europe; Estimate; HOUSEHOLD TYPE - In married-couple family
HC04_MOE_VC43,Foreign born; Born in Southern and Eastern Europe; Margin of Error; HOUSEHOLD TYPE - In married-couple family
HC01_EST_VC44,Total; Estimate; HOUSEHOLD TYPE - In other households
HC01_MOE_VC44,Total; Margin of Error; HOUSEHOLD TYPE - In other households
HC02_EST_VC44,Foreign born; Born in Europe; Estimate; HOUSEHOLD TYPE - In other households
HC02_MOE_VC44,Foreign born; Born in Europe; Margin of Error; HOUSEHOLD TYPE - In other households
HC03_EST_VC44,Foreign born; Born in Northern and Western Europe; Estimate; HOUSEHOLD TYPE - In other households
HC03_MOE_VC44,Foreign born; Born in Northern and Western Europe; Margin of Error; HOUSEHOLD TYPE - In other households
HC04_EST_VC44,Foreign born; Born in Southern and Eastern Europe; Estimate; HOUSEHOLD TYPE - In other households
HC04_MOE_VC44,Foreign born; Born in Southern and Eastern Europe; Margin of Error; HOUSEHOLD TYPE - In other households
HC01_EST_VC46,Total; Estimate; Average household size
HC01_MOE_VC46,Total; Margin of Error; Average household size
HC02_EST_VC46,Foreign born; Born in Europe; Estimate; Average household size
HC02_MOE_VC46,Foreign born; Born in Europe; Margin of Error; Average household size
HC03_EST_VC46,Foreign born; Born in Northern and Western Europe; Estimate; Average household size
HC03_MOE_VC46,Foreign born; Born in Northern and Western Europe; Margin of Error; Average household size
