REGION,ZIPCODE,DATE OF EVENT,TRADE NAME,LICENSE No,ADDRESS,CITY,STATE
4 - Alexandria,22193-3214, 09/08/2013,7 Eleven Store 19125 A,80238,14410 Minnieville Rd,Dale City,VA
4 - Alexandria,22193-2742, 09/08/2013,7 Eleven Store 10789 A,61196,14797 Darbydale Ave,Dale City,VA
4 - Alexandria,22193, 09/08/2013,La Azteca Latina,26684,2928 Dale Blvd,Dale City,VA
4 - Alexandria,22025-1927, 09/08/2013,Montclair Family Restaurant,70848,17001 Dumfries Rd,Dumfries,VA
4 - Alexandria,22026, 09/08/2013,7 Eleven Store 2515 30484 B,64165,17105 Old Stage Rd,Dumfries,VA
4 - Alexandria,22192, 09/08/2013,Bobbys Burger Palace,82391,2712 Potomac Mills Cir,Woodbridge,VA
4 - Alexandria,22192-4640, 09/08/2013,VA705 Shell,58648,14352 Gideon Dr,Woodbridge,VA
4 - Alexandria,22192-6806, 09/08/2013,Hard Times Cafe and Santa Fe Cue,11581,14389 Potomac Mills Rd,Woodbridge,VA
4 - Alexandria,22193, 09/08/2013,EZWAY Mart,66064,2904 Dale Blvd,Woodbridge,VA
4 - Alexandria,22192-5086, 09/08/2013,Safeway   1298,58597,4240 Merchant Plz,Woodbridge,VA
4 - Alexandria,22192, 09/08/2013,Walgreens # 11299,66891,12601 Smoketown Rd,Woodbridge,VA
4 - Alexandria,22193-6139, 09/08/2013,7 Eleven Store 32965 B,61920,7001 Dale Blvd,Dale City,VA
4 - Alexandria,22192-5431, 09/08/2013,7 Eleven Store 26058 B,61695,5041 Prince William Pkwy,Woodbridge,VA
1 - Roanoke,24319-3452, 09/09/2013,Chilhowie Food Mart Inc,38076,409 Whitetop Rd,Chilhowie,VA
1 - Roanoke,24354, 09/09/2013,Corner Chevron Food Mart,45963,300 N Main St,Marion,VA
1 - Roanoke,24382, 09/09/2013,Wal Mart Supercenter # 3270,13562,345 Commonwealth Dr,Wytheville,VA
1 - Roanoke,24382, 09/09/2013,The Ville,81634,1505 E Main St,Wytheville,VA
1 - Roanoke,24382-3453, 09/09/2013,Kangaroo Express # 3715,39976,1995 E Main St,Wytheville,VA
1 - Roanoke,24360-3987, 09/09/2013,Happy Cinco De Mayo,82677,245 Fort Chiswell Rd Ste I J,Max Meadows,VA
4 - Alexandria,22151-2102, 09/10/2013,Rite Aid Pharmacy 3734,50635,5230 Port Royal Rd,Springfield,VA
4 - Alexandria,22033-3365, 09/10/2013,Toda Fairfax Restaurant,34058,11750 Fair Oaks J135,Fairfax,VA
4 - Alexandria,22152-2326, 09/10/2013,Q Ball Billiards,70688,6230 Rolling Rd Ste L,West Springfield,VA
4 - Alexandria,22015-4208, 09/10/2013,Safeway 1606,43695,9596 Old Keene Mill Rd,Burke,VA
4 - Alexandria,22039-2610, 09/10/2013,Crosspointe Market,80325,8912 Village Shops Dr,Fairfax Station,VA
4 - Alexandria,22030-6146, 09/10/2013,Sakoontra Restaurant,10187,12300C Price Club Plz,Fairfax,VA
4 - Alexandria,22015-2879, 09/10/2013,7 Eleven Store 34627 A,81047,6030 Burke Commons Rd,Burke,VA
4 - Alexandria,22015-3717, 09/10/2013,Giant Food Store # 783,7812,6011 Burke Centre Pkwy,Burke,VA
6 - Richmond,23235-4757, 09/12/2013,Midlothian Athletic Club,64494,10800 Center View Dr,North Chesterfield,VA
6 - Richmond,23235-2433, 09/12/2013,CVS Pharmacy 1546,62898,8811 Forest Hill Ave,Richmond,VA
6 - Richmond,23235-5229, 09/12/2013,Bowl America Midlothian,11950,7929 Midlothian Tpke,Richmond,VA
6 - Richmond,23235, 09/12/2013,Amoco,73777,8001 Midlothian Tpke,Richmond,VA
6 - Richmond,23235-5115, 09/12/2013,CVS Pharmacy # 2706,62828,8121 Midlothian Tpke,Richmond,VA
6 - Richmond,23235-5116, 09/12/2013,7 Eleven Store 2515 22422 H,30700,8130 Midlothian Tpke,Richmond,VA
6 - Richmond,23235-4769, 09/12/2013,Red Robin Americas Gourmet Burgers and Spirits,54364,11500 Midlothian Tpke Ste 428,Richmond,VA
6 - Richmond,23235, 09/12/2013,Target Store T 1041,45176,11301 Midlothian Tpke,Richmond,VA
6 - Richmond,23114, 09/12/2013,Capital Ale House,51004,13831 Village Place Dr,Midlothian,VA
6 - Richmond,23113-4323, 09/12/2013,MACS Circle K35,37596,14008 Midlothian Tpke,Midlothian,VA
6 - Richmond,23113, 09/12/2013,CVS Pharamcy # 4242,54698,151 Pike View Dr,Midlothian,VA
6 - Richmond,23113, 09/12/2013,Wawa Market,79983,150 Pike View Dr,Midlothian,VA
6 - Richmond,23113, 09/12/2013,Target Store T 2478,57388,201 Perimeter Dr,Midlothian,VA
6 - Richmond,23803-3905, 09/12/2013,Midget Mart No 2,73907,1420 W Washington St,Petersburg,VA
6 - Richmond,23112-4002, 09/12/2013,BP # 1,38965,13623 Genito Rd,Midlothian,VA
6 - Richmond,23112-2253, 09/12/2013,Luckys Convenience Store  Woodlake,26194,14746 Village Square Pl,Midlothian,VA
6 - Richmond,23832-2533, 09/12/2013,Off the Grid Cafe,81447,14862 Hull St Rd,Chesterfield,VA
6 - Richmond,23112, 09/12/2013,Walgreens 06698,63172,6851 Temie Lee Pkwy,Midlothian,VA
4 - Alexandria,22033-2943, 09/12/2013,100 Degree C,68081,3903 Fair Ridge Dr Unit H,Fairfax,VA
6 - Richmond,23112-2055, 09/12/2013,Food Lion 1265,9895,13961 Hull Street Rd,Midlothian,VA
6 - Richmond,23112-2162, 09/12/2013,Glory Days Grill,34124,6151 Harbourside Center Loop,Midlothian,VA
1 - Roanoke,24134, 09/12/2013,Mexican Restaurant,58888,418 N Main St,Pearisburg,VA
1 - Roanoke,24134-1915, 09/12/2013,7 Day Market,54239,1331 Wenonah Ave,Pearisburg,VA
6 - Richmond,23112, 09/12/2013,Bonefish Grill,30389,6081 Harbour Park Dr,Midlothian,VA
4 - Alexandria,20151-1696, 09/12/2013,Ko Hyang House,41116,4265C Brookfield Corporate Dr,Chantilly,VA
6 - Richmond,23112-2619, 09/12/2013,Happy Shopper,79429,13101 Hull Street Rd,Midlothian,VA
4 - Alexandria,20171-4036, 09/12/2013,Giant Food Store # 775,7808,13330 Franklin Farm Rd,Herndon,VA
6 - Richmond,23803, 09/12/2013,Seoul Fusion,62067,1714 E Washington St,Petersburg,VA
6 - Richmond,23112, 09/12/2013,Walgreens 03683,63175,11119 Hull St,Midlothian,VA
6 - Richmond,23803-3727, 09/12/2013,CouZins Restaurant & Banquet Hall,81959,2303 E Washington St,Petersburg,VA
6 - Richmond,23803-3775, 09/12/2013,Kwik Mart,80699,2328 E Washington St,Petersburg,VA
4 - Alexandria,20171-2527, 09/12/2013,Giant Food Store # 753,7799,2551 John Milton Dr,Herndon,VA
6 - Richmond,23805, 09/12/2013,Food Lion 2671,47289,2120 S Crater Rd,Petersburg,VA
6 - Richmond,23112-3000, 09/12/2013,Amoco,73774,11200 Hull Street Rd,Midlothian,VA
8 - Chesapeake,23451-3525, 09/12/2013,Chix Sea Grill & Bar,82913,701 Atlantic Ave,Virginia Beach,VA
6 - Richmond,23805-2403, 09/12/2013,Mobile Express,69591,2755 S Crater Rd,Petersburg,VA
4 - Alexandria,22124-3001, 09/12/2013,Giant Food Store # 231,7792,2932 Chain Bridge Rd,Oakton,VA
6 - Richmond,23805, 09/12/2013,Plaza Mexico,82959,3270 S Crater Rd,Petersburg,VA
8 - Chesapeake,23451-3526, 09/12/2013,Black Angus Restaurant,59024,706 Atlantic Ave,Virginia Beach,VA
6 - Richmond,23112, 09/12/2013,Yamato Japanese Steak House,22122,13607 Hull Street Rd,Midlothian,VA
8 - Chesapeake,23451-3537, 09/12/2013,Planet Pizza,76862,812 Atlantic Ave Ste 190,Virginia Beach,VA
8 - Chesapeake,23451, 09/12/2013,Lighthouse Restaurant,56679,1201 Atlantic Ave,Virginia Beach,VA
8 - Chesapeake,23451, 09/12/2013,7 Eleven Store 2514 18222 B,66479,1010 Pacific Ave,Virginia Beach,VA
4 - Alexandria,22180, 09/12/2013,Alegria,78968,111 Church St NW Ste 104,Vienna,VA
8 - Chesapeake,23451-3539, 09/12/2013,Boardwalk Convenience Store,43003,1211 Atlantic Ave Ste 1,Virginia Beach,VA
6 - Richmond,23834-2849, 09/12/2013,Kangaroo Express # 3109,3143,891 Temple Ave,Colonial Heights,VA
8 - Chesapeake,23451, 09/12/2013,Quick Food Mart,41935,1802 Atlantic Ave,Virginia Beach,VA
6 - Richmond,23235-2349, 09/12/2013,Franks Italian Ristorante Pizzeria,53504,3054 Stony Point Rd,Richmond,VA
6 - Richmond,23834-3626, 09/12/2013,China Buffet,82459,200 Southgate Sq,Colonial Heights,VA
8 - Chesapeake,23451-4104, 09/12/2013,Crocs,50692,620 19th St,Virginia Beach,VA
6 - Richmond,23834, 09/12/2013,Holiday Inn Richmond South Tri Cities,51959,401 E Roslyn Rd,Colonial Heights,VA
1 - Roanoke,24301, 09/12/2013,Kimono Japanese Restaurant Inc,67533,1075 E Main St,Pulaski,VA
1 - Roanoke,24301-5314, 09/12/2013,Compadres Mexican Restaurant,66445,1106 E Main St,Pulaski,VA
1 - Roanoke,24141, 09/12/2013,El Charro Mexican Grill Inc,47004,713 W Main St,Radford,VA
1 - Roanoke,24141-1744, 09/12/2013,Screamers Sports Bar & Grill,82111,1003 E Main St,Radford,VA
4 - Alexandria,20124-1703, 09/13/2013,Clifton Wine Shop & Tasting Room,64563,7145 Main St,Clifton,VA
4 - Alexandria,20164-4610, 09/13/2013,7 Eleven Store 2581 10656 B,63609,712 W Church St,Sterling,VA
4 - Alexandria,20164-3204, 09/13/2013,El Rinconcito del Sabor,65241,410 S Sterling Blvd,Sterling,VA
4 - Alexandria,22315, 09/13/2013,World Market,12185,5954 Kingstowne Towne Ctr,Alexandria,VA
6 - Richmond,23229, 09/13/2013,Regency Mart,61260,1425 Blue Jay Ln,Richmond,VA
6 - Richmond,23229, 09/13/2013,CVS Pharmacy # 1970,62935,8900 Patterson Ave,Henrico,VA
4 - Alexandria,22150-1712, 09/13/2013,Target Store T 1416,45155,6600 Springfield Mall,Springfield,VA
6 - Richmond,23229, 09/13/2013,BJs Wholesale Club 198,55639,1320 Starling Dr,Richmond,VA
4 - Alexandria,22150, 09/13/2013,Delias Family Restaurant & Pizzaria,58568,6715 Backlick Rd,Springfield,VA
4 - Alexandria,22150-2918, 09/13/2013,7 Eleven Store 2581 28515 B,61478,7029 Brookfield Plz,Springfield,VA
4 - Alexandria,22150-3431, 09/13/2013,Tommy Thai,55627,6316 Springfield Plz,Springfield,VA
6 - Richmond,23233, 09/13/2013,Bakers Crust Cafe,27683,11800 W Broad St Ste 1102,Richmond,VA
6 - Richmond,23233-1111, 09/13/2013,Short Pump Pour House,65497,3438 Pump Rd,Richmond,VA
6 - Richmond,23233-2001, 09/13/2013,China Star,28287,3423 Cox Rd,Richmond,VA
8 - Chesapeake,23513-3909, 09/13/2013,Fastrek Azalea,69297,2335 Azalea Garden Rd,Norfolk,VA
6 - Richmond,23223-2100, 09/13/2013,Happy Shopper,79404,1290 N Laburnum Ave,Richmond,VA
6 - Richmond,23231, 09/13/2013,Martins Food Market # 6499,64714,4591 S Laburnum Ave,Henrico,VA
6 - Richmond,23231-2714, 09/13/2013,Kroger # 502,10786,4816 S Laburnum Ave,Richmond,VA
6 - Richmond,23231, 09/13/2013,Walgreens 09779,63186,4845 S Laburnum Ave,Richmond,VA
5 - Fredericksburg,22503, 09/13/2013,Yankee Point Sailboat Marina,42752,1303 Oak Hill Rd,Lancaster,VA
6 - Richmond,23150-1220, 09/13/2013,Mexico Restaurant,59195,5213 Williamsburg Rd,Sandston,VA
5 - Fredericksburg,22482, 09/13/2013,Kilmarnock Inn,51895,34 E Church St,Kilmarnock,VA
5 - Fredericksburg,22482, 09/13/2013,Sals Italian Pizza,31494,456 N Main St,Kilmarnock,VA
5 - Fredericksburg,22482, 09/13/2013,Wal Mart Super Center 4350,49314,200 Old Fairgrounds Way,Kilmarnock,VA
6 - Richmond,23150, 09/13/2013,Homewood Suites Richmond Airport,18936,5996 Audubon Dr,Sandston,VA
5 - Fredericksburg,22482, 09/13/2013,River Lanes & Grill,80195,16 Town Centre Dr,Kilmarnock,VA
5 - Fredericksburg,22480, 09/13/2013,Nates Trick Dog Cafe,56479,4357 Irvington Rd,Irvington,VA
5 - Fredericksburg,23156, 09/13/2013,Sunnyside Food Mart,67398,5527 Lewis B Puller Memorial Hwy,Shacklefords,VA
4 - Alexandria,22312-2705, 09/14/2013,7 Eleven Store 2554 10695 A,42609,6120 Lincolnia Rd,Alexandria,VA
4 - Alexandria,22311-5800, 09/14/2013,CVS Pharmacy # 1385,62856,1462 N Beauregard St,Alexandria,VA
4 - Alexandria,22304-7746, 09/14/2013,Main Street Market,12501,4901 Brenman Park Dr,Alexandria,VA
4 - Alexandria,22314-4516, 09/14/2013,7 Eleven Store 2554 10780 T,3727,3023 Duke St,Alexandria,VA
4 - Alexandria,22305-1458, 09/14/2013,7 Eleven Store 2554 10719 B,67409,1025 W Glebe Rd,Alexandria,VA
4 - Alexandria,22305-2409, 09/14/2013,El Pulgarcito Restaurant,46370,3838 Mount Vernon Ave,Alexandria,VA
4 - Alexandria,22314-4686, 09/14/2013,San Antonio Bar & Grill,27847,200 Swamp Fox Rd,Alexandria,VA
4 - Alexandria,22304-4612, 09/14/2013,Thai Lemongrass Restaurant,80639,506C S Van Dorn St,Alexandria,VA
4 - Alexandria,22304-4612, 09/14/2013,El Paraiso Restaurant,8026,516A S Van Dorn St,Alexandria,VA
4 - Alexandria,22304-3603, 09/14/2013,7 Eleven Store 10778 B,61494,331 S Whiting St,Alexandria,VA
4 - Alexandria,22041, 09/14/2013,7 Eleven Store 2554 10735 B,61477,3420 Carlin Springs Rd,Falls Church,VA
4 - Alexandria,22041, 09/14/2013,Bati Restaurant & Lounge,63275,3815 S George Mason Dr Unit B & E,Falls Church,VA
4 - Alexandria,22041-3763, 09/14/2013,Kebericho Deli Market and Butcher Shop,59736,3811C S George Mason Dr,Falls Church,VA
4 - Alexandria,22044, 09/14/2013,Dogfish Head Ale House,45119,6363 Seven Corners Ctr,Falls Church,VA
4 - Alexandria,22044-2410, 09/14/2013,Red Robin Gourmet Burgers,66349,6331 Seven Corners Ctr,Falls Church,VA
4 - Alexandria,22041-2237, 09/15/2013,Culmore Supermarket,75654,6019 Leesburg Pike,Falls Church,VA
4 - Alexandria,22041-2309, 09/15/2013,Aphrodite Greek Imports,38935,5886 Leesburg Pike,Falls Church,VA
4 - Alexandria,22003, 09/15/2013,New Annangol Restaurant,61081,4213 Annandale Center Dr Unit 4215,Annandale,VA
4 - Alexandria,22003-3305, 09/15/2013,Paisanos,81688,7327 Little River Tpke,Annandale,VA
4 - Alexandria,22003-3303, 09/15/2013,Red Holic,81837,7123 Little River Tpke,Annandale,VA
4 - Alexandria,22003-3024, 09/15/2013,Tanpopo Ramen House,80299,4316 Markham St Ste L,Annandale,VA
5 - Fredericksburg,22554, 09/17/2013,Decatur Grocery & Seafood Market,19137,6 Decatur Rd,Stafford,VA
8 - Chesapeake,23464-3514, 09/17/2013,Indian River Inn,34456,6220 Indian River Rd Ste F,Virginia Beach,VA
8 - Chesapeake,23464-3801, 09/17/2013,VA 064 Gulf Corner Mart,33460,6029 Indian River Rd,Virginia Beach,VA
8 - Chesapeake,23464, 09/17/2013,Walgreens # 09158,63195,5305 Indian River Rd,Virginia Beach,VA
5 - Fredericksburg,22554-4825, 09/17/2013,Rheingarden Restaurant,56073,3998 Jefferson Davis Hwy,Stafford,VA
8 - Chesapeake,23464-7302, 09/17/2013,Applebees Neighborhood Grill & Bar,80806,1426 Kempsville Rd,Virginia Beach,VA
5 - Fredericksburg,22556-4523, 09/17/2013,Chili's Grill & Bar,34251,1030 Stafford Market Pl,Stafford,VA
8 - Chesapeake,23464, 09/17/2013,YNOT Pizza,6478,5257 Providence Rd,Virginia Beach,VA
8 - Chesapeake,23464-4212, 09/17/2013,Peking Duck Inn,47097,5204 Fairfield Shopping Ctr,Virginia Beach,VA
8 - Chesapeake,23462, 09/17/2013,7 Eleven Store 2514 25849 H,38056,4660 Princess Anne Rd,Virginia Beach,VA
5 - Fredericksburg,22556-4515, 09/17/2013,Thai House,79445,26 Doc Stone Rd,Stafford,VA
8 - Chesapeake,23462-6456, 09/17/2013,Rib City Virginia Beach,70314,4688 Princess Anne Rd,Virginia Beach,VA
5 - Fredericksburg,22556-1538, 09/17/2013,Giant Food Store # 243,19322,317 Worth Ave,Stafford,VA
8 - Chesapeake,23462, 09/17/2013,The Imperial Palace,440,4878 Princess Anne Rd Ste 109,Virginia Beach,VA
8 - Chesapeake,23462-6398, 09/17/2013,JAX Place,41408,5277 Princess Anne Rd Ste 305,Virginia Beach,VA
8 - Chesapeake,23452-2465, 09/17/2013,Stooges Bar & Grill,39897,3900 Bonney Rd Ste 103,Virginia Beach,VA
8 - Chesapeake,23455-5428, 09/17/2013,El Plaza Azteca Mexican Rest,7419,4501 Haygood Rd,Virginia Beach,VA
5 - Fredericksburg,22554, 09/17/2013,La Rosetta Inc,41333,315 Garrisonville Rd Ste 109,Stafford,VA
8 - Chesapeake,23455, 09/17/2013,The Brass Bell,24081,1628 Independence Blvd Ste 1512,Virginia Beach,VA
5 - Fredericksburg,22554-1549, 09/17/2013,Kobe Japanese Steak and Seafood House Inc,11182,261 Garrisonville Rd Ste 101,Stafford,VA
5 - Fredericksburg,22554, 09/17/2013,Jimmy The Greek Family Restaurant,68454,225 Garrisonville Rd,Stafford,VA
5 - Fredericksburg,22255, 09/17/2013,Wawa Food Market # 665,5263,72 Austin Park Dr,Stafford,VA
5 - Fredericksburg,22554, 09/17/2013,Gourmet Cottage,68634,60 Susa Dr Ste 123,Stafford,VA
8 - Chesapeake,23502-2227, 09/17/2013,Farm Fresh Supermarket 467,78221,1200 N Military Hwy,Norfolk,VA
5 - Fredericksburg,22554-7200, 09/17/2013,Sams Pizza & Sub,76009,2142 Jefferson Davis Hwy Ste 101,Stafford,VA
5 - Fredericksburg,22554-7102, 09/17/2013,Courthouse Pit Stop,70305,1049 Courthouse Rd,Stafford,VA
8 - Chesapeake,23502-3925, 09/17/2013,Surf Rider West Restaurant,48819,700 Newtown Rd Ste 20,Norfolk,VA
5 - Fredericksburg,22554-7213, 09/17/2013,Mitchells Log Cabin,24044,1749 Jefferson Davis Hwy,Stafford,VA
8 - Chesapeake,23502-3702, 09/17/2013,Costco Wholesale 202,13748,850 Glenrock Rd,Norfolk,VA
5 - Fredericksburg,22406-7293, 09/17/2013,Handy Mart Mobil,39951,1186 Warrenton Rd,Falmouth,VA
4 - Alexandria,22003-3012, 09/17/2013,Baden Baden,1289,7358 Little River Tpke,Annandale,VA
8 - Chesapeake,23523-1521, 09/18/2013,Shop N Go III,50233,600 E Liberty St,Norfolk,VA
8 - Chesapeake,23502, 09/18/2013,Citgo Mart,58375,985 Ingleside Rd,Norfolk,VA
8 - Chesapeake,23513, 09/18/2013,Fat Phillys Food & Grill,10780,2700 Azalea Garden Rd,Norfolk,VA
8 - Chesapeake,23502-1733, 09/18/2013,Bhenys Oriental Food Mart,68869,5030 E Princess Anne Rd Ste B,Norfolk,VA
8 - Chesapeake,23518, 09/18/2013,Anton Airfood of VA Inc,7044,2200 Norview Ave,Norfolk,VA
8 - Chesapeake,23462, 09/18/2013,India Palace,78742,5600 Virginia Beach Blvd Ste 101 & 1,Virginia Beach,VA
8 - Chesapeake,23502, 09/18/2013,Nawab Indian Cuisine,47194,888 N Military Hwy,Norfolk,VA
8 - Chesapeake,23455-1548, 09/18/2013,Green Parrot Grille,41371,4494 Lookout Rd,Virginia Beach,VA
8 - Chesapeake,23455-3648, 09/18/2013,Hanwoori Korean Restaurant,81023,1209 Baker Rd Ste 202,Virginia Beach,VA
6 - Richmond,23231-7147, 09/19/2013,Quick Stop,73573,3200 Darbytown Rd,Richmond,VA
6 - Richmond,23231-6630, 09/19/2013,Horizon Food Store #1,4852,6141 Charles City Rd,Richmond,VA
6 - Richmond,23140-3400, 09/19/2013,Food Lion 1422,9864,9030 Pocahontas Trl,Providence Forge,VA
6 - Richmond,23140-3636, 09/19/2013,Parth Quick Stop,67616,11720 Pocohontas Trl,Providence Forge,VA
6 - Richmond,23140-3704, 09/19/2013,Eagles Landing,10322,2142 Landing Rd,Providence Forge,VA
6 - Richmond,23124, 09/19/2013,The Club at Viniterra,64868,8400 Old Church Rd,New Kent,VA
6 - Richmond,23231-2730, 09/19/2013,Checkered Flag Restaurant & Lounge Inc,25215,4106 Williamsburg Rd,Richmond,VA
4 - Alexandria,22060-1306, 09/20/2013,7 Eleven Store 35738 A,81537,9114 Richmond Hwy,Fort Belvoir,VA
4 - Alexandria,22309-3906, 09/20/2013,Wingstop Restaurant,16896,8723 Cooper Rd Ste C,Alexandria,VA
4 - Alexandria,22306-7825, 09/20/2013,Rico Supermarket,61475,7849B Richmond Hwy,Alexandria,VA
4 - Alexandria,22306, 09/20/2013,Chevy Fresh Mex of Mt Vernon,47311,7732 Richmond Hwy Ste F,Alexandria,VA
4 - Alexandria,22308-2422, 09/20/2013,7 Eleven Store 10781 B,81319,1910 Elkin St,Alexandria,VA
4 - Alexandria,22307, 09/20/2013,Pats Markets,41224,1401 Belle Haven Rd,Alexandria,VA
4 - Alexandria,22303-2301, 09/20/2013,7 Eleven Store 2554 10768 A,52443,2405 Fairhaven Ave,Alexandria,VA
4 - Alexandria,22182, 09/22/2013,The Olive Garden Restaurant 1361,56961,8133 Leesburg Pike,Vienna,VA
4 - Alexandria,22102-3302, 09/22/2013,Hilton McLean Tyson Corner,68380,7920 Jones Branch Dr,McLean,VA
4 - Alexandria,22101-3806, 09/22/2013,The Organic Butcher of McLean,81845,6712 Old Dominion Dr,McLean,VA
4 - Alexandria,22101-3816, 09/22/2013,J Gilberts Wood Fired Steaks,40017,6930 Old Dominion Dr,McLean,VA
4 - Alexandria,22101-3722, 09/22/2013,Total Beverage,5874,1451B Chain Bridge Rd,McLean,VA
5 - Fredericksburg,23059-1734, 09/24/2013,Horizon Foods 3,7920,13152 Mountain Rd,Glen Allen,VA
1 - Roanoke,24012, 09/24/2013,CVS Pharmacy 7503,67300,3909 Challenger Ave,Roanoke,VA
5 - Fredericksburg,23059-1627, 09/24/2013,Stanleys Store,64882,14242 Mountain Rd,Glen Allen,VA
1 - Roanoke,24012-6334, 09/24/2013,Apple Market 403,70560,3348 Orange Ave NE,Roanoke,VA
1 - Roanoke,24012-3328, 09/24/2013,7 Eleven Store 11974 A,69849,3602 Williamson Rd NW,Roanoke,VA
5 - Fredericksburg,23015-1320, 09/24/2013,Beaverdam Quik Stop,50475,19394 Beaver Dam Rd,Beaverdam,VA
1 - Roanoke,24012-1143, 09/24/2013,Creative Croissants,74508,5202 Aviation Dr NW,Roanoke,VA
1 - Roanoke,24012-2018, 09/24/2013,Wal Mart Supercenter # 2312,16162,4807 Valley View Blvd NW,Roanoke,VA
5 - Fredericksburg,23047, 09/24/2013,Trails End,71954,16000 Theme Park Way,Doswell,VA
1 - Roanoke,24012-2018, 09/24/2013,Smokey Bones Bar & Fire Grill 7621,50887,4813 Valley View Blvd NW,Roanoke,VA
1 - Roanoke,24012, 09/24/2013,OCharleys 292,7127,4765 Valley View Blvd NW,Roanoke,VA
1 - Roanoke,24012-4306, 09/24/2013,New Yorker Delicatessen & Restaurant,839,2802 Williamson Rd NW,Roanoke,VA
