fips,ctystate,st_abbr,year,landsqmi,airport,bus,care,communication,dams,electric,emergency,fire,hazmat,hwybridge,oil,police,port,potable,railfacil,railbridge,school,wastewater
22055,"Lafayette, LA",LA,2011,268.7,1,1,7,9,1,6,NULL,7,41,292,2,10,NULL,2,2,1,65,65
22057,"Lafourche, LA",LA,2011,1068.2,1,2,3,5,1,2,NULL,8,25,127,1,7,NULL,2,NULL,2,35,13
22063,"Livingston, LA",LA,2011,648.2,NULL,NULL,1,2,2,NULL,NULL,8,10,214,2,8,NULL,NULL,NULL,NULL,41,6
22071,"Orleans, LA",LA,2011,169.4,1,2,25,21,1,6,1,2,31,340,NULL,36,111,1,8,3,93,6
22075,"Plaquemines, LA",LA,2011,779.9,NULL,NULL,NULL,4,NULL,1,NULL,3,49,34,2,6,162,1,1,NULL,8,4
22077,"Pointe Coupee, LA",LA,2011,557.3,1,NULL,1,1,2,7,1,3,19,56,NULL,11,4,NULL,NULL,2,9,9
22079,"Rapides, LA",LA,2011,1318,2,1,8,18,10,3,NULL,16,36,518,NULL,25,6,1,NULL,3,69,15
22085,"Sabine, LA",LA,2011,866.7,1,NULL,1,3,10,NULL,1,2,3,184,NULL,10,NULL,1,NULL,NULL,14,6
22087,"St. Bernard, LA",LA,2011,377.5,NULL,1,2,10,NULL,NULL,NULL,1,49,25,2,1,23,NULL,1,NULL,8,4
22089,"St. Charles, LA",LA,2011,279.1,NULL,NULL,1,1,NULL,3,NULL,6,239,75,4,4,48,NULL,NULL,NULL,23,7
22091,"St. Helena, LA",LA,2011,408.4,NULL,NULL,1,NULL,4,NULL,NULL,3,1,127,NULL,3,NULL,NULL,NULL,NULL,3,1
22093,"St. James, LA",LA,2011,241.5,NULL,NULL,1,2,NULL,NULL,NULL,5,45,24,2,7,48,NULL,NULL,NULL,11,2
22095,"St. John the Baptist, LA",LA,2011,213.1,1,NULL,1,2,NULL,NULL,1,12,83,39,4,3,30,NULL,NULL,NULL,19,8
22097,"St. Landry, LA",LA,2011,923.9,1,NULL,3,6,6,1,1,8,22,341,1,16,NULL,NULL,NULL,1,47,12
22099,"St. Martin, LA",LA,2011,737.6,NULL,NULL,1,6,4,2,NULL,1,4,123,NULL,12,NULL,1,NULL,NULL,21,5
22101,"St. Mary, LA",LA,2011,555.4,1,1,2,4,1,4,2,7,22,145,1,15,NULL,NULL,NULL,NULL,34,13
22103,"St. Tammany, LA",LA,2011,845.6,2,NULL,6,6,16,NULL,NULL,18,23,325,NULL,20,7,NULL,1,NULL,74,33
22105,"Tangipahoa, LA",LA,2011,791.3,1,1,4,5,15,NULL,1,9,23,386,NULL,17,1,NULL,2,NULL,46,16
22109,"Terrebonne, LA",LA,2011,1231.8,2,2,2,5,NULL,2,NULL,13,5,199,1,4,NULL,NULL,1,NULL,50,6
22113,"Vermilion, LA",LA,2011,1173.2,1,NULL,2,6,NULL,NULL,NULL,12,14,273,2,17,NULL,3,NULL,NULL,26,11
22115,"Vernon, LA",LA,2011,1327.9,2,NULL,1,5,13,1,NULL,12,1,332,NULL,11,NULL,NULL,NULL,2,21,6
22117,"Washington, LA",LA,2011,669.5,1,NULL,3,5,14,1,NULL,7,15,290,NULL,9,NULL,NULL,NULL,NULL,24,3
22121,"West Baton Rouge, LA",LA,2011,192.4,NULL,NULL,NULL,11,NULL,NULL,NULL,6,39,70,3,5,28,NULL,NULL,NULL,13,9
22125,"West Feliciana, LA",LA,2011,403.2,NULL,NULL,1,1,5,2,1,3,10,100,NULL,5,3,NULL,NULL,NULL,6,1
23001,"Androscoggin, ME",ME,2011,467.9,3,3,2,4,30,2,NULL,12,28,44,NULL,7,NULL,NULL,4,1,55,7
23005,"Cumberland, ME",ME,2011,835.2,2,4,6,28,39,4,5,30,64,139,NULL,25,32,NULL,1,1,137,10
23007,"Franklin, ME",ME,2011,1696.6,1,NULL,1,3,27,2,NULL,15,17,6,NULL,6,NULL,NULL,NULL,NULL,23,3
23009,"Hancock, ME",ME,2011,1586.9,3,2,3,7,37,NULL,NULL,27,6,17,NULL,7,1,NULL,NULL,NULL,45,9
23011,"Kennebec, ME",ME,2011,867.5,2,2,4,14,54,5,2,26,22,63,NULL,11,NULL,1,2,NULL,64,6
23013,"Knox, ME",ME,2011,365.1,1,1,1,5,11,NULL,NULL,16,5,6,NULL,6,NULL,NULL,NULL,NULL,31,6
23015,"Lincoln, ME",ME,2011,455.8,1,NULL,2,1,24,3,NULL,12,7,9,NULL,7,NULL,NULL,NULL,NULL,25,5
23017,"Oxford, ME",ME,2011,2076.8,4,NULL,2,5,68,1,2,23,14,40,NULL,9,NULL,NULL,1,NULL,48,8
23019,"Penobscot, ME",ME,2011,3397.4,5,3,6,21,66,5,1,38,52,82,NULL,11,4,1,1,1,100,13
23023,"Sagadahoc, ME",ME,2011,253.7,1,1,1,2,11,NULL,NULL,9,8,38,NULL,5,5,NULL,NULL,NULL,22,2
23025,"Somerset, ME",ME,2011,3924.4,4,1,2,5,59,5,NULL,17,3,44,NULL,5,NULL,NULL,NULL,NULL,46,8
23027,"Waldo, ME",ME,2011,729.9,2,NULL,1,3,33,NULL,NULL,21,1,12,1,3,7,NULL,NULL,6,31,6
23029,"Washington, ME",ME,2011,2562.7,5,1,2,7,47,2,NULL,25,28,21,NULL,6,NULL,1,NULL,NULL,43,10
23031,"York, ME",ME,2011,990.7,4,2,3,12,53,4,2,34,36,80,NULL,18,3,NULL,3,2,84,14
24003,"Anne Arundel, MD",MD,2011,414.9,4,5,5,7,12,3,NULL,37,36,99,NULL,3,9,1,3,NULL,198,22
24005,"Baltimore, MD",MD,2011,598.3,1,1,7,18,11,5,1,54,66,449,NULL,14,13,2,6,2,301,3
24009,"Calvert, MD",MD,2011,213.2,NULL,NULL,1,1,6,1,1,5,NULL,5,NULL,2,NULL,NULL,NULL,NULL,35,NULL
24011,"Caroline, MD",MD,2011,319.4,1,NULL,NULL,2,6,1,1,6,4,8,NULL,6,NULL,NULL,NULL,NULL,12,4
24013,"Carroll, MD",MD,2011,447.6,2,1,2,1,10,NULL,NULL,13,15,51,NULL,7,NULL,1,NULL,NULL,62,14
24015,"Cecil, MD",MD,2011,346.3,1,NULL,2,2,22,NULL,NULL,11,23,76,NULL,7,NULL,1,NULL,1,39,13
24017,"Charles, MD",MD,2011,457.7,1,4,2,3,7,2,NULL,12,13,12,NULL,2,NULL,NULL,NULL,NULL,54,7
24019,"Dorchester, MD",MD,2011,540.8,1,2,4,3,4,1,1,10,7,12,NULL,4,NULL,NULL,1,NULL,18,3
24025,"Harford, MD",MD,2011,437.1,2,1,2,4,11,2,NULL,10,34,170,1,4,NULL,NULL,1,NULL,73,6
24027,"Howard, MD",MD,2011,250.7,NULL,3,3,NULL,13,NULL,NULL,16,21,84,1,NULL,NULL,NULL,NULL,NULL,112,NULL
24029,"Kent, MD",MD,2011,277,NULL,NULL,2,2,13,NULL,NULL,5,10,7,NULL,3,NULL,NULL,NULL,NULL,12,6
24031,"Montgomery, MD",MD,2011,491.3,1,3,11,17,30,2,NULL,20,12,71,NULL,20,NULL,3,1,3,346,5
24033,"Prince George's, MD",MD,2011,482.7,5,6,8,7,19,5,NULL,29,35,152,NULL,29,NULL,3,1,1,313,10
24035,"Queen Anne's, MD",MD,2011,371.9,1,NULL,2,1,5,NULL,NULL,9,1,28,NULL,2,NULL,NULL,NULL,NULL,16,5
24037,"St. Mary's, MD",MD,2011,357.2,2,1,3,4,3,NULL,NULL,6,NULL,10,1,1,NULL,NULL,NULL,NULL,46,3
24039,"Somerset, MD",MD,2011,319.7,1,NULL,1,4,1,2,1,7,6,8,NULL,3,NULL,NULL,NULL,NULL,12,7
24041,"Talbot, MD",MD,2011,268.5,1,NULL,1,3,5,2,NULL,5,5,4,NULL,4,NULL,NULL,NULL,NULL,12,2
24045,"Wicomico, MD",MD,2011,374.4,1,2,3,10,14,1,NULL,9,28,29,NULL,4,NULL,NULL,NULL,1,42,7
24047,"Worcester, MD",MD,2011,468.3,1,1,1,10,3,1,NULL,5,9,24,NULL,7,NULL,1,NULL,NULL,18,7
24510,"Baltimore city, MD",MD,2011,80.9,NULL,7,19,16,7,4,NULL,2,221,113,5,3,85,3,10,3,302,4
25001,"Barnstable, MA",MA,2011,393.7,6,5,3,19,13,1,3,20,3,98,NULL,18,NULL,1,1,NULL,85,NULL
25003,"Berkshire, MA",MA,2011,926.8,2,4,4,16,116,6,8,35,8,414,NULL,26,NULL,1,1,NULL,69,9
25005,"Bristol, MA",MA,2011,553.1,4,11,7,18,64,9,10,27,228,367,1,23,37,1,3,NULL,236,9
25007,"Dukes, MA",MA,2011,103.2,1,1,1,2,2,2,NULL,6,NULL,5,NULL,9,NULL,NULL,NULL,NULL,10,1
25009,"Essex, MA",MA,2011,492.6,2,4,12,16,112,10,10,33,195,377,NULL,51,1,10,2,NULL,304,14
25013,"Hampden, MA",MA,2011,617.1,3,6,9,20,125,11,4,25,167,415,NULL,29,NULL,1,14,NULL,198,9
25017,"Middlesex, MA",MA,2011,817.8,3,13,20,38,172,17,23,65,312,753,1,68,11,10,13,NULL,576,18
25019,"Nantucket, MA",MA,2011,45,1,1,1,2,NULL,2,NULL,1,NULL,2,NULL,2,NULL,NULL,NULL,NULL,4,NULL
25021,"Norfolk, MA",MA,2011,396.1,1,3,15,16,57,10,15,30,124,337,NULL,31,10,4,8,NULL,299,13
25023,"Plymouth, MA",MA,2011,659.1,3,9,6,12,193,4,10,33,44,259,NULL,32,NULL,2,1,NULL,203,13
25025,"Suffolk, MA",MA,2011,58.2,1,11,22,12,2,6,NULL,5,78,358,NULL,24,78,2,7,NULL,266,5
25027,"Worcester, MA",MA,2011,1510.8,8,9,13,30,364,14,26,64,257,936,NULL,68,NULL,4,14,NULL,354,32
26001,"Alcona, MI",MI,2011,674.6,NULL,NULL,NULL,5,5,3,NULL,11,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL
26003,"Alger, MI",MI,2011,915.1,2,1,1,2,3,NULL,NULL,7,1,23,NULL,2,NULL,NULL,NULL,NULL,7,2
26005,"Allegan, MI",MI,2011,825.2,5,1,1,5,18,2,NULL,19,67,69,NULL,11,NULL,1,1,1,72,10
26007,"Alpena, MI",MI,2011,571.9,1,3,1,2,6,NULL,1,8,29,10,1,2,NULL,NULL,NULL,NULL,19,1
26009,"Antrim, MI",MI,2011,475.7,3,2,NULL,NULL,3,NULL,NULL,9,2,5,NULL,4,NULL,NULL,NULL,NULL,16,2
26011,"Arenac, MI",MI,2011,363.2,NULL,NULL,1,1,6,NULL,NULL,5,NULL,33,NULL,1,NULL,NULL,NULL,NULL,9,3
26013,"Baraga, MI",MI,2011,898.3,NULL,NULL,1,2,7,1,NULL,7,NULL,15,NULL,3,NULL,1,NULL,NULL,8,2
26015,"Barry, MI",MI,2011,553.1,1,1,1,11,13,NULL,NULL,10,18,14,NULL,8,NULL,NULL,NULL,NULL,29,5
26017,"Bay, MI",MI,2011,442.3,2,2,2,8,NULL,7,NULL,14,26,77,4,8,22,1,2,NULL,61,6
26019,"Benzie, MI",MI,2011,319.7,2,NULL,1,1,6,NULL,NULL,4,NULL,8,NULL,4,2,NULL,NULL,NULL,7,2
26021,"Berrien, MI",MI,2011,567.7,4,4,2,11,12,1,NULL,23,66,133,NULL,26,3,1,3,3,109,13
26023,"Branch, MI",MI,2011,506.4,2,NULL,1,2,3,NULL,NULL,6,34,35,1,6,NULL,NULL,NULL,NULL,32,7
26025,"Calhoun, MI",MI,2011,706.2,2,2,4,5,8,1,2,16,59,95,NULL,14,NULL,1,7,2,81,6
26027,"Cass, MI",MI,2011,490.1,1,NULL,1,3,7,1,NULL,10,10,14,1,7,NULL,NULL,2,NULL,28,2
26029,"Charlevoix, MI",MI,2011,416.3,6,1,1,5,4,NULL,NULL,6,20,5,NULL,6,4,NULL,NULL,NULL,19,2
26031,"Cheboygan, MI",MI,2011,715.3,2,NULL,NULL,5,17,2,NULL,6,1,37,1,5,NULL,NULL,NULL,NULL,15,1
26033,"Chippewa, MI",MI,2011,1558.4,4,1,1,11,11,NULL,NULL,10,4,49,NULL,5,NULL,NULL,NULL,NULL,27,8
26035,"Clare, MI",MI,2011,564.3,2,1,NULL,2,14,NULL,1,4,7,41,NULL,3,NULL,1,1,NULL,22,1
26039,"Crawford, MI",MI,2011,556.3,1,NULL,1,3,5,1,NULL,9,9,31,1,3,NULL,NULL,NULL,NULL,7,NULL
26041,"Delta, MI",MI,2011,1171.1,2,NULL,1,6,8,2,NULL,11,16,29,NULL,4,10,1,1,4,19,3
26043,"Dickinson, MI",MI,2011,761.4,1,1,2,6,27,NULL,NULL,7,24,11,NULL,5,NULL,NULL,NULL,3,19,4
26045,"Eaton, MI",MI,2011,575.2,3,1,3,5,8,1,NULL,13,33,92,NULL,9,NULL,NULL,2,NULL,58,13
26047,"Emmet, MI",MI,2011,467.5,2,NULL,1,8,7,NULL,1,8,NULL,10,NULL,6,NULL,NULL,NULL,NULL,22,1
26053,"Gogebic, MI",MI,2011,1101.8,2,NULL,1,1,7,NULL,NULL,7,NULL,30,NULL,4,NULL,NULL,NULL,NULL,10,10
26055,"Grand Traverse, MI",MI,2011,464.3,3,1,1,7,13,2,NULL,8,9,17,2,11,NULL,1,NULL,1,50,1
26059,"Hillsdale, MI",MI,2011,598.1,1,1,NULL,4,20,3,1,14,11,6,2,5,NULL,NULL,NULL,NULL,39,10
26061,"Houghton, MI",MI,2011,1009.1,1,NULL,2,8,14,1,1,23,5,17,NULL,8,NULL,NULL,NULL,NULL,22,8
26063,"Huron, MI",MI,2011,835.7,3,1,2,3,1,1,1,12,12,19,1,8,NULL,2,4,NULL,39,13
26067,"Ionia, MI",MI,2011,571.3,1,1,1,1,13,1,2,11,22,37,NULL,6,NULL,NULL,NULL,1,39,10
26069,"Iosco, MI",MI,2011,549.1,3,2,1,4,16,4,NULL,7,6,14,NULL,6,NULL,NULL,NULL,NULL,20,4
26075,"Jackson, MI",MI,2011,701.7,5,2,3,11,18,1,NULL,16,72,76,NULL,14,NULL,1,2,NULL,79,9
26077,"Kalamazoo, MI",MI,2011,561.7,2,2,5,15,19,NULL,2,15,94,59,1,11,NULL,NULL,3,1,108,2
26079,"Kalkaska, MI",MI,2011,559.9,1,1,1,3,2,NULL,NULL,4,4,11,1,3,NULL,NULL,NULL,NULL,10,NULL
26081,"Kent, MI",MI,2011,846.9,4,1,6,25,16,NULL,1,31,265,208,2,18,NULL,1,11,3,333,9
26083,"Keweenaw, MI",MI,2011,540.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,3,1
26085,"Lake, MI",MI,2011,567.4,1,1,NULL,NULL,5,NULL,1,4,NULL,5,NULL,3,NULL,NULL,NULL,NULL,5,NULL
26087,"Lapeer, MI",MI,2011,643,1,1,NULL,4,31,NULL,NULL,16,36,50,3,7,NULL,NULL,2,1,42,13
26089,"Leelanau, MI",MI,2011,347.2,3,NULL,1,5,3,NULL,NULL,5,NULL,5,NULL,2,2,NULL,NULL,NULL,13,1
26091,"Lenawee, MI",MI,2011,749.6,6,1,3,6,11,1,NULL,17,44,29,NULL,10,NULL,NULL,NULL,3,58,17
26093,"Livingston, MI",MI,2011,565.3,6,1,3,2,23,1,NULL,10,41,59,NULL,9,NULL,4,NULL,2,61,10
26095,"Luce, MI",MI,2011,899.1,1,NULL,1,2,7,NULL,NULL,2,4,7,NULL,3,NULL,NULL,NULL,NULL,3,1
26097,"Mackinac, MI",MI,2011,1021.6,4,NULL,1,1,5,NULL,NULL,5,NULL,43,NULL,5,1,1,NULL,1,12,4
26099,"Macomb, MI",MI,2011,479.2,3,5,4,4,8,NULL,1,30,183,154,NULL,25,NULL,NULL,4,2,311,13
26101,"Manistee, MI",MI,2011,542.1,1,1,1,5,4,2,1,8,18,10,1,3,6,NULL,NULL,NULL,20,1
26103,"Marquette, MI",MI,2011,1808.4,2,2,2,14,41,2,NULL,16,9,34,NULL,10,NULL,1,NULL,5,31,7
26105,"Mason, MI",MI,2011,495.1,1,2,1,6,6,3,NULL,8,7,22,NULL,3,8,NULL,NULL,NULL,23,4
26107,"Mecosta, MI",MI,2011,555.1,4,2,1,2,16,NULL,NULL,6,10,44,NULL,3,NULL,NULL,NULL,NULL,28,3
26109,"Menominee, MI",MI,2011,1044.1,1,NULL,NULL,2,10,NULL,NULL,10,23,18,NULL,5,1,NULL,1,1,22,3
26113,"Missaukee, MI",MI,2011,564.7,2,NULL,NULL,NULL,6,1,NULL,5,3,6,NULL,1,NULL,NULL,NULL,NULL,9,NULL
26115,"Monroe, MI",MI,2011,549.4,6,1,1,5,5,4,NULL,21,67,123,NULL,9,5,1,2,2,74,16
26117,"Montcalm, MI",MI,2011,705.4,3,2,3,2,11,1,1,12,22,30,NULL,6,NULL,NULL,1,NULL,45,5
26119,"Montmorency, MI",MI,2011,546.7,2,NULL,NULL,5,15,1,NULL,4,1,5,NULL,1,NULL,NULL,NULL,NULL,6,1
26121,"Muskegon, MI",MI,2011,499.2,1,2,2,14,6,1,NULL,15,172,121,1,11,17,2,NULL,4,95,6
26123,"Newaygo, MI",MI,2011,813.2,3,NULL,1,5,9,NULL,1,4,14,10,NULL,8,NULL,NULL,2,NULL,34,3
26125,"Oakland, MI",MI,2011,867.7,3,5,17,31,55,1,7,55,250,277,3,44,NULL,1,8,10,537,16
26127,"Oceana, MI",MI,2011,512.1,2,NULL,1,2,9,1,1,7,7,67,NULL,3,NULL,NULL,NULL,NULL,23,3
26129,"Ogemaw, MI",MI,2011,563.5,1,1,1,2,18,NULL,NULL,6,7,18,1,4,NULL,NULL,NULL,NULL,10,2
26131,"Ontonagon, MI",MI,2011,1311.2,1,NULL,1,2,15,NULL,NULL,5,11,36,NULL,1,NULL,1,NULL,NULL,7,7
26133,"Osceola, MI",MI,2011,566.4,2,NULL,1,5,8,1,NULL,7,12,54,1,4,NULL,NULL,1,NULL,21,2
26135,"Oscoda, MI",MI,2011,565.7,1,NULL,NULL,1,8,1,NULL,5,5,3,1,1,NULL,NULL,NULL,NULL,5,NULL
26137,"Otsego, MI",MI,2011,515,1,NULL,2,4,5,NULL,NULL,6,9,16,1,3,NULL,NULL,1,NULL,12,1
26139,"Ottawa, MI",MI,2011,563.5,4,2,3,13,8,7,2,21,138,77,NULL,9,12,1,2,NULL,111,12
26141,"Presque Isle, MI",MI,2011,658.7,2,NULL,1,3,6,NULL,1,5,NULL,9,NULL,3,NULL,NULL,NULL,NULL,15,1
26143,"Roscommon, MI",MI,2011,519.6,4,1,NULL,2,13,NULL,NULL,8,NULL,26,1,3,NULL,NULL,NULL,NULL,14,3
26145,"Saginaw, MI",MI,2011,800.1,4,4,6,12,4,NULL,NULL,22,67,109,1,20,15,NULL,4,5,125,11
26147,"St. Clair, MI",MI,2011,721.2,7,1,3,8,3,6,NULL,19,77,90,1,10,NULL,6,2,NULL,78,11
26149,"St. Joseph, MI",MI,2011,500.6,2,NULL,2,4,13,NULL,NULL,10,23,20,1,10,NULL,1,NULL,NULL,44,5
26151,"Sanilac, MI",MI,2011,962.6,6,1,3,5,2,NULL,1,16,14,29,NULL,8,NULL,1,2,NULL,30,12
26153,"Schoolcraft, MI",MI,2011,1171.4,1,NULL,1,2,9,NULL,NULL,11,1,49,NULL,1,2,NULL,NULL,NULL,8,1
26157,"Tuscola, MI",MI,2011,803.1,1,NULL,3,7,3,NULL,NULL,13,17,26,NULL,7,NULL,NULL,1,NULL,40,12
26159,"Van Buren, MI",MI,2011,607.5,2,1,2,3,7,1,NULL,14,30,46,NULL,13,NULL,NULL,1,NULL,52,9
26161,"Washtenaw, MI",MI,2011,706,4,3,6,12,21,1,NULL,17,45,118,NULL,16,NULL,3,2,5,143,13
26163,"Wayne, MI",MI,2011,612.1,5,10,22,23,12,18,4,51,844,647,3,119,75,2,31,57,876,26
26165,"Wexford, MI",MI,2011,565,2,1,1,8,8,2,NULL,7,22,17,NULL,3,NULL,NULL,NULL,NULL,23,1
27017,"Carlton, MN",MN,2011,861.4,2,NULL,1,3,30,NULL,NULL,13,14,117,1,4,NULL,NULL,NULL,1,28,4
27031,"Cook, MN",MN,2011,1452.3,1,1,1,2,1,2,NULL,7,NULL,31,NULL,1,1,NULL,NULL,3,7,1
27075,"Lake, MN",MN,2011,2109.3,2,NULL,1,NULL,17,2,NULL,3,6,45,NULL,3,3,NULL,NULL,5,5,4
27137,"St. Louis, MN",MN,2011,6247.4,8,6,9,40,84,9,3,64,35,609,NULL,36,31,5,3,39,117,25
28005,"Amite, MS",MS,2011,730.1,NULL,NULL,1,2,20,NULL,NULL,2,2,215,NULL,2,NULL,NULL,NULL,NULL,6,3
28039,"George, MS",MS,2011,478.7,NULL,NULL,1,2,18,1,1,7,3,82,NULL,3,NULL,NULL,NULL,1,9,NULL
28045,"Hancock, MS",MS,2011,473.7,2,1,1,1,22,NULL,1,7,17,72,NULL,4,9,NULL,1,NULL,16,1
28047,"Harrison, MS",MS,2011,574,2,1,11,9,33,1,2,8,46,256,NULL,14,30,NULL,2,NULL,72,10
28059,"Jackson, MS",MS,2011,722.8,2,NULL,2,7,6,2,NULL,16,142,216,1,7,67,3,1,NULL,62,5
28073,"Lamar, MS",MS,2011,497.1,NULL,NULL,2,2,47,1,NULL,3,12,107,2,4,NULL,1,NULL,5,19,2
28091,"Marion, MS",MS,2011,542.4,1,NULL,1,3,23,NULL,1,7,1,174,NULL,3,NULL,NULL,NULL,NULL,15,4
28109,"Pearl River, MS",MS,2011,810.9,1,NULL,3,2,48,NULL,1,6,10,184,1,5,NULL,NULL,1,3,24,4
28113,"Pike, MS",MS,2011,409,1,1,2,5,31,1,1,2,4,218,NULL,7,NULL,NULL,2,NULL,21,10
28131,"Stone, MS",MS,2011,445.5,NULL,NULL,NULL,8,48,NULL,NULL,6,9,106,NULL,2,NULL,NULL,NULL,NULL,4,2
28147,"Walthall, MS",MS,2011,403.9,NULL,NULL,1,2,10,NULL,1,5,1,127,NULL,2,NULL,NULL,NULL,NULL,7,1
28157,"Wilkinson, MS",MS,2011,678.1,NULL,NULL,NULL,NULL,13,NULL,1,1,NULL,113,NULL,5,NULL,NULL,NULL,NULL,7,5
33001,"Belknap, NH",NH,2011,400.2,1,2,1,7,38,1,NULL,11,6,153,NULL,12,NULL,NULL,NULL,4,35,NULL
33003,"Carroll, NH",NH,2011,931.1,NULL,1,1,5,35,5,NULL,18,NULL,234,NULL,10,NULL,NULL,NULL,6,31,1
33011,"Hillsborough, NH",NH,2011,876.1,2,8,7,16,105,11,4,26,105,359,NULL,37,NULL,1,1,8,216,9
33013,"Merrimack, NH",NH,2011,934.1,1,3,6,13,85,12,6,24,50,393,NULL,26,NULL,NULL,NULL,6,82,11
33015,"Rockingham, NH",NH,2011,694.7,1,NULL,5,9,60,8,7,39,62,331,1,39,19,NULL,1,10,175,8
33017,"Strafford, NH",NH,2011,369,1,1,2,7,48,2,NULL,13,24,160,NULL,15,NULL,NULL,2,6,57,8
34001,"Atlantic, NJ",NJ,2011,555.7,3,4,3,18,28,3,8,35,1,190,NULL,25,NULL,NULL,5,5,102,5
34003,"Bergen, NJ",NJ,2011,233,1,7,7,15,20,1,14,103,185,510,7,73,10,4,3,12,437,10
34005,"Burlington, NJ",NJ,2011,798.6,4,5,4,3,60,1,4,61,87,333,2,37,6,5,3,5,192,21
34007,"Camden, NJ",NJ,2011,221.3,1,6,8,9,25,1,5,59,74,225,5,32,30,NULL,7,14,247,5
34009,"Cape May, NJ",NJ,2011,251.4,3,NULL,2,17,9,1,12,25,8,65,NULL,21,NULL,2,NULL,NULL,40,3
34011,"Cumberland, NJ",NJ,2011,483.7,2,1,1,8,27,7,5,22,20,92,1,8,NULL,NULL,7,1,70,2
34013,"Essex, NJ",NJ,2011,126.2,2,10,14,5,9,5,9,22,220,470,4,49,44,1,5,17,372,7
34015,"Gloucester, NJ",NJ,2011,322,1,2,2,3,37,6,2,45,255,221,10,24,20,4,NULL,1,120,5
34017,"Hudson, NJ",NJ,2011,46.2,NULL,12,9,3,3,4,12,12,99,163,4,28,65,NULL,9,22,195,11
34019,"Hunterdon, NJ",NJ,2011,427.8,3,2,2,3,21,3,4,26,26,360,NULL,16,NULL,NULL,1,3,68,12
34021,"Mercer, NJ",NJ,2011,224.6,2,7,7,13,23,2,7,30,60,325,2,19,3,3,3,7,153,10
34023,"Middlesex, NJ",NJ,2011,308.9,1,6,7,3,16,7,7,60,454,499,8,33,41,NULL,9,32,293,2
34025,"Monmouth, NJ",NJ,2011,468.8,1,6,4,12,42,NULL,10,83,21,453,3,51,8,3,NULL,8,311,18
34027,"Morris, NJ",NJ,2011,460.2,2,6,5,7,93,1,7,67,67,464,4,44,NULL,6,1,31,238,24
34029,"Ocean, NJ",NJ,2011,628.8,3,1,5,9,38,4,12,57,35,211,NULL,41,NULL,2,NULL,NULL,173,3
34031,"Passaic, NJ",NJ,2011,184.6,1,3,3,5,80,NULL,5,29,151,297,2,19,1,2,2,9,214,12
34033,"Salem, NJ",NJ,2011,331.9,1,2,1,1,29,4,7,18,118,106,1,10,5,3,NULL,NULL,35,7
34035,"Somerset, NJ",NJ,2011,301.8,3,5,3,4,12,1,6,43,129,372,1,22,NULL,2,3,7,146,17
34037,"Sussex, NJ",NJ,2011,519,2,2,1,5,119,NULL,3,22,8,155,NULL,16,NULL,NULL,NULL,8,68,5
34039,"Union, NJ",NJ,2011,102.9,1,6,9,3,12,4,8,25,233,388,5,28,25,NULL,9,38,238,8
36001,"Albany, NY",NY,2011,522.8,2,4,5,23,45,1,2,43,83,306,5,27,25,5,6,18,114,18
36005,"Bronx, NY",NY,2011,42.1,NULL,9,13,4,2,1,NULL,2,26,301,NULL,24,29,NULL,NULL,7,436,2
36009,"Cattaraugus, NY",NY,2011,1308.4,1,NULL,2,10,43,3,3,30,43,431,NULL,9,NULL,1,NULL,15,60,13
36011,"Cayuga, NY",NY,2011,691.6,1,1,1,4,14,NULL,NULL,26,15,124,NULL,6,NULL,NULL,NULL,NULL,37,8
36013,"Chautauqua, NY",NY,2011,1060.2,2,NULL,4,11,28,3,1,41,59,507,NULL,13,1,NULL,2,21,71,15
36019,"Clinton, NY",NY,2011,1037.9,2,2,1,12,27,1,NULL,24,16,197,NULL,3,NULL,NULL,3,6,41,12
36021,"Columbia, NY",NY,2011,634.7,1,NULL,1,4,31,NULL,NULL,27,10,240,NULL,6,1,NULL,1,5,26,9
36027,"Dutchess, NY",NY,2011,795.6,4,1,5,10,74,1,NULL,39,31,312,NULL,13,5,NULL,2,4,123,20
36029,"Erie, NY",NY,2011,1042.7,3,24,16,31,24,3,6,99,262,794,7,56,28,NULL,19,111,345,32
36033,"Franklin, NY",NY,2011,1629.1,2,2,2,5,28,1,NULL,18,2,166,NULL,8,NULL,NULL,NULL,NULL,29,6
36037,"Genesee, NY",NY,2011,492.9,2,2,2,3,13,NULL,NULL,17,13,138,NULL,3,NULL,NULL,NULL,9,29,10
36039,"Greene, NY",NY,2011,647.2,1,3,NULL,1,33,1,NULL,21,10,217,NULL,8,8,NULL,NULL,3,23,7
36041,"Hamilton, NY",NY,2011,1717.4,1,NULL,NULL,1,27,NULL,1,8,NULL,79,NULL,2,NULL,NULL,NULL,NULL,6,2
36043,"Herkimer, NY",NY,2011,1411.5,NULL,NULL,1,9,42,1,NULL,22,6,219,NULL,12,NULL,NULL,NULL,6,29,5
36045,"Jefferson, NY",NY,2011,1268.6,1,2,3,14,36,1,NULL,34,35,258,NULL,13,NULL,NULL,NULL,5,49,20
36047,"Kings, NY",NY,2011,70.8,NULL,23,19,2,NULL,4,NULL,2,68,238,1,47,92,NULL,3,9,834,4
