Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”,Name: “Table 1 of 1 on page 9 of 13”
,,106.64,106.09,0.55,82.38,81.52,0.86,116.35,114.86,1.49
Seasonally Saturated,Seasonally Saturated,,,,,,,,,
Palustrine Scrub Shrub,Palustrine Scrub Shrub,18.6,16.32,2.28,30.05,26.46,3.59,33.4,29.82,3.58
Palustrine Emergent,Palustrine Emergent,20.25,20.25,0,13.63,9.36,4.27,11.8,11.13,0.67
Palustrine,Unconsolidated,,,,,,,,,
,,13.36,13.36,0,19.87,19.87,0,27.55,27.33,0.22
Bottom/Shore,,,,,,,,,,
Total Acreage Affected,Total Acreage Affected,336.27,289.46,46.81,342.79,254.89,87.9,361.86,270.46,91.4
,,,,,TABLE 4.13-7,,,,,
,,,WETLANDS AFFECTED WITHIN DESIGN CORRIDORS,WETLANDS AFFECTED WITHIN DESIGN CORRIDORS,WETLANDS AFFECTED WITHIN DESIGN CORRIDORS,WETLANDS AFFECTED WITHIN DESIGN CORRIDORS,WETLANDS AFFECTED WITHIN DESIGN CORRIDORS,,,
,ALONG WITH MINIMIZATION ATTRIBUTED TO ALIGNMENT SHIFTS WITHIN THE PLANNING CORRIDORS 1,ALONG WITH MINIMIZATION ATTRIBUTED TO ALIGNMENT SHIFTS WITHIN THE PLANNING CORRIDORS 1,ALONG WITH MINIMIZATION ATTRIBUTED TO ALIGNMENT SHIFTS WITHIN THE PLANNING CORRIDORS 1,ALONG WITH MINIMIZATION ATTRIBUTED TO ALIGNMENT SHIFTS WITHIN THE PLANNING CORRIDORS 1,ALONG WITH MINIMIZATION ATTRIBUTED TO ALIGNMENT SHIFTS WITHIN THE PLANNING CORRIDORS 1,ALONG WITH MINIMIZATION ATTRIBUTED TO ALIGNMENT SHIFTS WITHIN THE PLANNING CORRIDORS 1,ALONG WITH MINIMIZATION ATTRIBUTED TO ALIGNMENT SHIFTS WITHIN THE PLANNING CORRIDORS 1,ALONG WITH MINIMIZATION ATTRIBUTED TO ALIGNMENT SHIFTS WITHIN THE PLANNING CORRIDORS 1,ALONG WITH MINIMIZATION ATTRIBUTED TO ALIGNMENT SHIFTS WITHIN THE PLANNING CORRIDORS 1,
,,,,,,Area Affected (acres),,,,
,,,CBA 1 (230 ft),,,CBA 2 (140 ft),,,CBA 3 (230 ft),
,Wetland Type,Effects,Effects,,Effects,Effects,,Effects,Effects,
,,without,with,Net,without,with,Net,without,with,Net
,,alignment,alignment,reduction,alignment,alignment,reduction,alignment,alignment,reduction
,,shift,shift,,shift,shift,,shift,shift,
Palustrine,Forested,,,,,,,,,
,,68.52,60.02,8.50,46.15,N/A,N/A,48.75,38.75,10.00
Seasonally Inundated,Seasonally Inundated,,,,,,,,,
Palustrine,Forested,,,,,,,,,
,,55.05,51.45,3.60,33.55,N/A,N/A,59.95,59.95,0
Seasonally Saturated,Seasonally Saturated,,,,,,,,,
Palustrine Scrub Shrub,Palustrine Scrub Shrub,9.77,8.47,1.30,12.84,N/A,N/A,13.57,13.57,0
Palustrine Emergent,Palustrine Emergent,10.75,10.75,0,6.86,N/A,N/A,7.48,7.48,0
Palustrine,Unconsolidated,,,,,,,,,
,,7.70,7.70,0,10.52,N/A,N/A,16.01,15.51,0.50
Bottom/Shore,,,,,,,,,,
Total Acreage Affected,Total Acreage Affected,151.79,138.39,13.40,109.92,N/A,N/A,145.76,135.26,10.5
1,Data also includes bridges.,,,,,,,,,
Route 460 Location Study,Route 460 Location Study,,,,4-83,,,Draft Environmental Impact Statement,Draft Environmental Impact Statement,Draft Environmental Impact Statement
,,,,,,,,,,May 2005
