"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
Appomattox Co. Total,,,,1,,,,,67,68
Arlington Co.,Female,Both,,1,,,,,,1
,,Paid,,1,,,1,,15,17
,,Volunteer,,,,,1,,1,2
,Female Total,,,2,,,2,,16,20
,Male,Both,,,,,,,16,16
,,Paid,5,62,13,2,14,,247,343
,,Volunteer,,,2,,,,5,7
,Male Total,,5,62,15,2,14,,268,366
Arlington Co. Total,,,5,64,15,2,16,,284,386
Augusta Co.,Female,Both,,,,,,,2,2
,,Paid,,,,,,,4,4
,,Volunteer,1,,,,1,,65,67
,Female Total,,1,,,,1,,71,73
,Male,Both,,,,,,,15,15
,,Paid,,1,,1,,,29,31
,,Volunteer,,3,1,4,4,,377,389
,Male Total,,,4,1,5,4,,421,435
Augusta Co. Total,,,1,4,1,5,5,,492,508
Bath Co.,Female,Volunteer,,,,,,,4,4
,Female Total,,,,,,,,4,4
,Male,Both,,,,,,,1,1
,,Volunteer,,1,,,,,32,33
,Male Total,,,1,,,,,33,34
Bath Co. Total,,,,1,,,,,37,38
Bedford,Female,Volunteer,,,,,,,1,1
,Female Total,,,,,,,,1,1
,Male,Paid,,,,1,,,1,2
,,Volunteer,,1,,,,,59,60
,Male Total,,,1,,1,,,60,62
Bedford Total,,,,1,,1,,,61,63
Bedford Co.,Female,Paid,,,,,,,1,1
,,Volunteer,,,,,,,28,28
,Female Total,,,,,,,,29,29
,Male,Both,,,,,,,6,6
,,Paid,,,,,,,6,6
,,Volunteer,,7,1,1,4,,318,331
,Male Total,,,7,1,1,4,,330,343
Bedford Co. Total,,,,7,1,1,4,,359,372
Bedford County,Female,Volunteer,,,,,,,3,3
,Female Total,,,,,,,,3,3
,Male,Volunteer,,,,,,,15,15
,Male Total,,,,,,,,15,15
Bedford County Total,,,,,,,,,18,18
Bland Co.,Female,Volunteer,,1,,,,,18,19
,Female Total,,,1,,,,,18,19
,Male,Volunteer,,,,,,,100,100
,Male Total,,,,,,,,100,100
Bland Co. Total,,,,1,,,,,118,119
Botetourt Co.,Female,Volunteer,,,,,,,25,25
,Female Total,,,,,,,,25,25
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,2,2
,,Volunteer,,3,,1,,,186,190
,Male Total,,,3,,1,,,189,193
Botetourt Co. Total,,,,3,,1,,,214,218
Bristol,Female,Paid,,,,,,,1,1
,Female Total,,,,,,,,1,1
,Male,Paid,,,,,1,,58,59
Source: VDFP - FSTRS,,,Page 2 of 18,Page 2 of 18,,,,,as of March 2006,as of March 2006
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,,Volunteer,,,,,,,2,2
,Male Total,,,,,,1,,60,61
Bristol Total,,,,,,,1,,61,62
Brunswick Co.,Female,Volunteer,,,,,,,8,8
,Female Total,,,,,,,,8,8
,Male,Both,,,,,,,3,3
,,Paid,,,,,,,1,1
,,Volunteer,,12,,,1,,143,156
,Male Total,,,12,,,1,,147,160
Brunswick Co. Total,,,,12,,,1,,155,168
Brunswick County,Male,Volunteer,,,,,,,1,1
,Male Total,,,,,,,,1,1
Brunswick County Total,,,,,,,,,1,1
Buchanan Co.,Female,Volunteer,,,,,,,27,27
,Female Total,,,,,,,,27,27
,Male,Paid,,,,,,,4,4
,,Volunteer,,,,,,,165,165
,Male Total,,,,,,,,169,169
Buchanan Co. Total,,,,,,,,,196,196
Buckingham Co.,Female,Volunteer,,,,,,,3,3
,Female Total,,,,,,,,3,3
,Male,Volunteer,,3,,,3,1,80,87
,Male Total,,,3,,,3,1,80,87
Buckingham Co. Total,,,,3,,,3,1,83,90
Buena Vista,Female,Volunteer,,,1,,,,4,5
,Female Total,,,,1,,,,4,5
,Male,Paid,,,,,,,2,2
,,Volunteer,,,,,,,58,58
,Male Total,,,,,,,,60,60
Buena Vista Total,,,,,1,,,,64,65
Campbell,Female,Volunteer,,,,,,,2,2
,Female Total,,,,,,,,2,2
,Male,Volunteer,,2,,,,,2,4
,Male Total,,,2,,,,,2,4
Campbell Total,,,,2,,,,,4,6
Campbell Co.,Female,Paid,,,,,,,1,1
,,Volunteer,,2,,,,,12,14
,Female Total,,,2,,,,,13,15
,Male,Both,,,,,,,4,4
,,Paid,,,,,,,4,4
,,Volunteer,,10,3,,2,,308,323
,Male Total,,,10,3,,2,,316,331
Campbell Co. Total,,,,12,3,,2,,329,346
Caroline Co.,Female,Paid,,,,,,,3,3
,,Volunteer,,,,,5,1,32,38
,Female Total,,,,,,5,1,35,41
,Male,Both,,,,,1,,11,12
,,Paid,,1,,,,,15,16
,,Volunteer,1,15,,3,6,2,145,172
,Male Total,,1,16,,3,7,2,171,200
Caroline Co. Total,,,1,16,,3,12,3,206,241
Carroll Co.,Female,Volunteer,,,,,,,3,3
,Female Total,,,,,,,,3,3
,Male,Both,,,,,,,4,4
,,Paid,,,,,,,1,1
,,Volunteer,,,,,1,,171,172
,Male Total,,,,,,1,,176,177
Carroll Co. Total,,,,,,,1,,179,180
Charles City Co.,Female,Both,,,,,,,1,1
Source: VDFP - FSTRS,,,Page 3 of 18,Page 3 of 18,,,,,as of March 2006,as of March 2006
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,,Volunteer,,8,,2,1,,9,20
,Female Total,,,8,,2,1,,10,21
,Male,Volunteer,,17,,3,,,24,44
,Male Total,,,17,,3,,,24,44
Charles City Co. Total,,,,25,,5,1,,34,65
Charlotte Co.,Female,Volunteer,,,,,,,7,7
,Female Total,,,,,,,,7,7
,Male,Volunteer,,6,,1,,,116,123
,Male Total,,,6,,1,,,116,123
Charlotte Co. Total,,,,6,,1,,,123,130
Charlottesville,Female,Both,,,,,,,1,1
,,Paid,,1,,,,,9,10
,,Volunteer,,,,,,,5,5
,Female Total,,,1,,,,,15,16
,Male,Both,,2,,,,,12,14
,,Paid,,18,,,,,80,98
,,Volunteer,1,4,1,,,,48,54
,Male Total,,1,24,1,,,,140,166
Charlottesville Total,,,1,25,1,,,,155,182
Chesapeake,Female,Both,,,,,,,1,1
,,Paid,1,6,,,1,,36,44
,,Volunteer,,,1,,,,2,3
,Female Total,,1,6,1,,1,,39,48
,Male,Both,,,,1,,1,13,15
,,Paid,5,40,4,2,15,2,324,392
,,Volunteer,,2,,1,,,32,35
,Male Total,,5,42,4,4,15,3,369,442
Chesapeake Total,,,6,48,5,4,16,3,408,490
Chesterfield Co.,Female,Both,,1,,,,,,1
,,Paid,,,,,,,22,22
,,Volunteer,,3,,,,,25,28
,Female Total,,,4,,,,,47,51
,Male,Both,,1,,,,,24,25
,,Paid,3,28,2,2,1,,386,422
,,Volunteer,1,17,2,,2,1,223,246
,Male Total,,4,46,4,2,3,1,633,693
Chesterfield Co. Total,,,4,50,4,2,3,1,680,744
Chesterfield County,Male,Both,,,,,,,1,1
,,Volunteer,,,,,,,1,1
,Male Total,,,,,,,,2,2
Chesterfield County Total,,,,,,,,,2,2
Clarke Co.,Female,Volunteer,,,,,,,15,15
,Female Total,,,,,,,,15,15
,Male,Both,,,,,,,6,6
,,Paid,,,,,1,1,19,21
,,Volunteer,,1,,,1,1,68,71
,Male Total,,,1,,,2,2,93,98
Clarke Co. Total,,,,1,,,2,2,108,113
Colonial Heights,Female,Both,,,,,,,2,2
,,Paid,,,,,,,3,3
,,Volunteer,,1,,,,,14,15
,Female Total,,,1,,,,,19,20
,Male,Both,,,,,,,6,6
,,Paid,,1,,,1,,32,34
,,Volunteer,,,,,1,1,47,49
,Male Total,,,1,,,2,1,85,89
Colonial Heights Total,,,,2,,,2,1,104,109
Covington,Female,Paid,,1,,,,,1,2
,,Volunteer,,,,,,,7,7
Source: VDFP - FSTRS,,,Page 4 of 18,Page 4 of 18,,,,,as of March 2006,as of March 2006
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,Female Total,,,1,,,,,8,9
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,1,1
,,Volunteer,,6,,,,,88,94
,Male Total,,,6,,,,,90,96
Covington Total,,,,7,,,,,98,105
Craig Co.,Female,Volunteer,,,,,,,5,5
,Female Total,,,,,,,,5,5
,Male,Volunteer,,,,,,1,99,100
,Male Total,,,,,,,1,99,100
Craig Co. Total,,,,,,,,1,104,105
Culpeper Co.,Female,Paid,,,,,,,1,1
,,Volunteer,,1,,,2,,27,30
,Female Total,,,1,,,2,,28,31
,Male,Both,,1,,,,,6,7
,,Paid,,,,,,,2,2
,,Volunteer,,6,1,,,,168,175
,Male Total,,,7,1,,,,176,184
Culpeper Co. Total,,,,8,1,,2,,204,215
Cumberland Co.,Female,Volunteer,,,,,,,1,1
,Female Total,,,,,,,,1,1
,Male,Volunteer,,,1,,,,67,68
,Male Total,,,,1,,,,67,68
Cumberland Co. Total,,,,,1,,,,68,69
Danville,Female,Both,,,,,,,1,1
,,Paid,,1,,,,,1,2
,Female Total,,,1,,,,,2,3
,Male,Both,,,,,,,16,16
,,Paid,,21,,,2,,120,143
,,Volunteer,,,,,,,15,15
,Male Total,,,21,,,2,,151,174
Danville Total,,,,22,,,2,,153,177
Danville City,Male,Volunteer,,1,,,,,,1
,Male Total,,,1,,,,,,1
Danville City Total,,,,1,,,,,,1
Dickenson Co.,Female,Volunteer,,,,,,,6,6
,Female Total,,,,,,,,6,6
,Male,Volunteer,,,,,1,1,111,113
,Male Total,,,,,,1,1,111,113
Dickenson Co. Total,,,,,,,1,1,117,119
Dinwiddie Co.,Female,Volunteer,1,1,1,,2,,22,27
,Female Total,,1,1,1,,2,,22,27
,Male,Both,,,,,,,3,3
,,Paid,,,,,,,5,5
,,Volunteer,,10,4,,,,122,136
,Male Total,,,10,4,,,,130,144
Dinwiddie Co. Total,,,1,11,5,,2,,152,171
Emporia,Male,Volunteer,,2,,,,,48,50
,Male Total,,,2,,,,,48,50
Emporia Total,,,,2,,,,,48,50
Essex Co.,Female,Volunteer,,2,,,,,3,5
,Female Total,,,2,,,,,3,5
,Male,Both,,,,,,,1,1
,,Volunteer,,11,1,,,,44,56
,Male Total,,,11,1,,,,45,57
Essex Co. Total,,,,13,1,,,,48,62
Fairfax,Female,Paid,,,,,1,,2,3
,,Volunteer,1,,1,,2,1,8,13
,Female Total,,1,,1,,3,1,10,16
Source: VDFP - FSTRS,,,Page 5 of 18,Page 5 of 18,,,,,as of March 2006,as of March 2006
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
,Male,Both,,,,1,,,8,9
,,Paid,,,,,2,,33,35
,,Volunteer,,1,,,6,,36,43
,Male Total,,,1,,1,8,,77,87
Fairfax Total,,,1,1,1,1,11,1,87,103
Fairfax Co.,Female,Both,,,,,,,2,2
,,Paid,,2,,,18,,20,40
,,Volunteer,,,,,2,,10,12
,Female Total,,,2,,,20,,32,54
,Male,Both,,,,,6,,29,35
,,Paid,3,32,9,3,36,2,295,380
,,Volunteer,1,2,,1,6,,54,64
,Male Total,,4,34,9,4,48,2,378,479
Fairfax Co. Total,,,4,36,9,4,68,2,410,533
Falls Church,Female,Volunteer,1,,,,,,5,6
,Female Total,,1,,,,,,5,6
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,1,1
,,Volunteer,1,,,,5,1,27,34
,Male Total,,1,,,,5,1,29,36
Falls Church Total,,,2,,,,5,1,34,42
Fauquier Co.,Female,Paid,,,,,,,4,4
,,Volunteer,,,1,2,,1,54,58
,Female Total,,,,1,2,,1,58,62
,Male,Both,,,,,,,14,14
,,Paid,,1,1,,,,19,21
,,Volunteer,,9,1,1,3,2,229,245
,Male Total,,,10,2,1,3,2,262,280
Fauquier Co. Total,,,,10,3,3,3,3,320,342
Floyd Co.,Female,Volunteer,,,,,,,1,1
,Female Total,,,,,,,,1,1
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,1,1
,,Volunteer,,2,,,1,,93,96
,Male Total,,,2,,,1,,95,98
Floyd Co. Total,,,,2,,,1,,96,99
Fluvanna Co.,Female,Volunteer,,,1,,,,5,6
,Female Total,,,,1,,,,5,6
,Male,Both,,,,,,,2,2
,,Volunteer,,1,1,,,,82,84
,Male Total,,,1,1,,,,84,86
Fluvanna Co. Total,,,,1,2,,,,89,92
Franklin,Female,Both,,,,,1,,1,2
,,Paid,,,,,,,1,1
,,Volunteer,,1,,,,,23,24
,Female Total,,,1,,,1,,25,27
,Male,Both,,1,,1,1,,4,7
,,Paid,,1,,,,,8,9
,,Volunteer,,5,,,,1,74,80
,Male Total,,,7,,1,1,1,86,96
Franklin Total,,,,8,,1,2,1,111,123
Franklin Co.,Female,Paid,,,,,,,1,1
,,Volunteer,,,,,,,38,38
,Female Total,,,,,,,,39,39
,Male,Both,,,,,,,5,5
,,Paid,,,,,,,15,15
,,Volunteer,,13,,,4,1,254,272
,Male Total,,,13,,,4,1,274,292
Franklin Co. Total,,,,13,,,4,1,313,331
Source: VDFP - FSTRS,,,Page 6 of 18,Page 6 of 18,,,,,as of March 2006,as of March 2006
"Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race","Comparison of Fire Service Personnel by Locality, Gender, Status, and Race",
(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),(Includes only individuals with an active student personal data record on file at the Virginia Dept. of Fire Programs),
#,,,,,,Race,Race,,,
LOCALITY,Gender,Status,Asian,Black,Hispanic,Native Amer,Not Rpt,Other,White,Total
Frederick Co.,Female,Both,,,,,,,5,5
,,Paid,,,,,,,4,4
,,Volunteer,,1,,,,,35,36
,Female Total,,,1,,,,,44,45
,Male,Both,,2,,,1,,41,44
,,Paid,,,,,1,,31,32
,,Volunteer,,4,2,1,4,1,190,202
,Male Total,,,6,2,1,6,1,262,278
Frederick Co. Total,,,,7,2,1,6,1,306,323
Fredericksburg,Female,Paid,,,,,,,8,8
,,Volunteer,,,,,,,2,2
,Female Total,,,,,,,,10,10
,Male,Both,,,,,,,20,20
,,Paid,,2,,,2,,70,74
,,Volunteer,,2,2,,,,20,24
,Male Total,,,4,2,,2,,110,118
Fredericksburg Total,,,,4,2,,2,,120,128
Galax,Female,Volunteer,,,,,,,2,2
,Female Total,,,,,,,,2,2
,Male,Both,,1,1,,,,1,3
,,Paid,,,,,,,6,6
,,Volunteer,,,,,1,,43,44
,Male Total,,,1,1,,1,,50,53
Galax Total,,,,1,1,,1,,52,55
Giles Co.,Female,Paid,,3,,,,,3,6
,,Volunteer,,,,,,,14,14
,Female Total,,,3,,,,,17,20
,Male,Both,,,,,,,7,7
,,Paid,,2,,,1,,16,19
,,Volunteer,,6,1,,2,,171,180
,Male Total,,,8,1,,3,,194,206
Giles Co. Total,,,,11,1,,3,,211,226
Gloucester Co.,Female,Both,,,,,,,1,1
,,Volunteer,,,,,,,5,5
,Female Total,,,,,,,,6,6
,Male,Both,,1,,,,,6,7
,,Volunteer,,2,3,2,2,2,140,151
,Male Total,,,3,3,2,2,2,146,158
Gloucester Co. Total,,,,3,3,2,2,2,152,164
Goochland Co.,Female,Volunteer,,1,,,,,34,35
,Female Total,,,1,,,,,34,35
,Male,Both,,,,,,,6,6
,,Paid,,,,,,,2,2
,,Volunteer,,10,2,,9,,171,192
,Male Total,,,10,2,,9,,179,200
Goochland Co. Total,,,,11,2,,9,,213,235
Grayson Co.,Female,Volunteer,,,,,,,13,13
,Female Total,,,,,,,,13,13
,Male,Both,,,,,,,2,2
,,Paid,,,,,,,4,4
,,Volunteer,,3,,,,,163,166
,Male Total,,,3,,,,,169,172
Grayson Co. Total,,,,3,,,,,182,185
Greene Co.,Female,Volunteer,,,,,,,8,8
,Female Total,,,,,,,,8,8
,Male,Both,,,,,,,1,1
,,Paid,,,,,,,1,1
,,Volunteer,,1,,,,,51,52
,Male Total,,,1,,,,,53,54
Source: VDFP - FSTRS,,,Page 7 of 18,Page 7 of 18,,,,,as of March 2006,as of March 2006
