REGION,ZIPCODE,DATE OF EVENT,TRADE NAME,LICENSE No,ADDRESS,CITY,STATE
4 - Alexandria,20165-7242, 07/16/2010,Giant Food Store # 794,7834,21000 Southbank St Ste 150,Sterling,VA
4 - Alexandria,20165-7273, 07/16/2010,Famous Daves,11341,21080 Southbank St,Sterling,VA
4 - Alexandria,20165-7239, 07/16/2010,Teds Montana Grill,42460,46300 Cranston St,Sterling,VA
4 - Alexandria,20166-2417, 07/16/2010,Red Robin Americas Gourmet Burgers & Spirits,13843,21045 Dulles Town Cir,Dulles,VA
4 - Alexandria,20147-5470, 07/16/2010,Buffalo Wing Factory,18985,43761 Parkhurst Plz Ste 100,Ashburn,VA
4 - Alexandria,20147, 07/16/2010,Chipotle Mexican Grill,51821,43660 Yukon Dr,Ashburn,VA
4 - Alexandria,20148-4464, 07/16/2010,Glory Days Grill,46235,43170 Southern Walk Plz Ste 116,Broadlands,VA
4 - Alexandria,20147, 07/16/2010,Ashby Ponds Inc,53780,21170 Ashby Ponds Blvd,Ashburn,VA
4 - Alexandria,20147-7468, 07/16/2010,Ledo Pizza Ashburn,57781,42920 Piccadilly Plz Ste 136,Ashburn,VA
1 - Roanoke,24153, 07/17/2010,Humble Pie Sourdough Gourmet Pizza,3362,1951 Electric Rd,Salem,VA
1 - Roanoke,24092, 07/17/2010,Redwood Express Mart & Deli,51469,3362 Old Franklin Tpke,Glade Hill,VA
1 - Roanoke,24073, 07/17/2010,Red Lobster  853,74334,75 Peppers Ferry Rd NW,Christiansburg,VA
1 - Roanoke,24060-7015, 07/17/2010,SK Food Mart,53772,3620 S Main St,Blacksburg,VA
1 - Roanoke,24060-6664, 07/17/2010,Courtyard by Marriott,53154,105 Southpark Dr,Blacksburg,VA
1 - Roanoke,24060, 07/17/2010,Sake House,54585,1560 S Main St Ste 116,Blacksburg,VA
1 - Roanoke,24060-5546, 07/17/2010,Beijing Buffet,56219,1200 S Main St,Blacksburg,VA
1 - Roanoke,24060-4824, 07/17/2010,Food Time 91,33368,305 S Main St,Blacksburg,VA
1 - Roanoke,24060-3900, 07/17/2010,The Cellar Restaurant,58555,302 N Main St,Blacksburg,VA
1 - Roanoke,24060, 07/17/2010,Cafe de Bangkok,43608,104 Jackson St NE Ste 100,Blacksburg,VA
1 - Roanoke,24060-3149, 07/17/2010,7 Eleven Store 2531 18233 H,17142,1350 N Main St,Blacksburg,VA
1 - Roanoke,24060-2708, 07/17/2010,Rite Aid  1181,75879,850 University City Blvd,Blacksburg,VA
1 - Roanoke,24060-2709, 07/17/2010,Kroger # 210,77978,903 University City Blvd,Blacksburg,VA
1 - Roanoke,24153-2322, 07/17/2010,El Rodeo,73809,260 Wildwood Rd,Salem,VA
1 - Roanoke,24153-1467, 07/17/2010,Jester Food Mart,58258,2319 W Main St,Salem,VA
1 - Roanoke,24153, 07/17/2010,Mamma Marias,42977,2025A W Main St,Salem,VA
1 - Roanoke,24153, 07/17/2010,Dynasty International Super Buffet,25740,1941 W Main St,Salem,VA
1 - Roanoke,24153, 07/17/2010,Salem Pizza & Subs Inc,52376,115 E Main St,Salem,VA
1 - Roanoke,24153-6438, 07/17/2010,Wilco # 685,13075,1000 Electric Rd,Salem,VA
1 - Roanoke,24556, 07/19/2010,Goode Country Store,17266,9065 Forest Rd,Goode,VA
1 - Roanoke,24551, 07/19/2010,Ivy Hill Golf Club,77442,1327 Ivy Hill Dr,Forest,VA
1 - Roanoke,24551, 07/19/2010,Quik E Food Stores,58891,8180 Forest Rd,Forest,VA
1 - Roanoke,24551, 07/19/2010,La Carreta Mexican Restaurant # 7,56627,14575 Forest Rd,Forest,VA
1 - Roanoke,24523, 07/19/2010,Millstone Tea Room Restaurant & Bakery,10874,9058 Big Island Hwy,Bedford,VA
1 - Roanoke,24523, 07/19/2010,Original Italian Pizza,246,510 Blue Ridge Ave,Bedford,VA
1 - Roanoke,24523-1929, 07/19/2010,Apple Market 407,74156,407 N Bridge St,Bedford,VA
1 - Roanoke,24523, 07/19/2010,Lancer Mart,16082,8345 Moneta Rd,Bedford,VA
1 - Roanoke,24121, 07/19/2010,Food Lion 2174,64557,14807 Moneta Rd,Moneta,VA
1 - Roanoke,24104, 07/19/2010,Small Plates,65147,16111 Smith Mountain Lake Pky,Huddleston,VA
1 - Roanoke,24104, 07/19/2010,The Pointe Restaurant and Conference Center,32969,Graves Harbor Dr,Huddleston,VA
1 - Roanoke,24104, 07/19/2010,Marina Cafe,57811,3553 Trading Post Rd,Huddleston,VA
1 - Roanoke,24104-4208, 07/19/2010,Fast Mart # 3,47171,2074 Smith Mountain Lake Pkwy Ste 3,Huddleston,VA
2 - Lynchburg,23868-3303, 07/20/2010,Mayfield Mini Mart # 2,11918,2002 Lawrenceville Plank Rd,Lawrenceville,VA
2 - Lynchburg,23847, 07/20/2010,Emporia Grocery,64677,720 North Main St,Emporia,VA
2 - Lynchburg,23847-1604, 07/20/2010,Kangaroo Express # 3115,3144,128 N Main St,Emporia,VA
2 - Lynchburg,23847-2200, 07/20/2010,W L Market,12600,29 Easter St,Emporia,VA
7 - Hampton,23827-2731, 07/20/2010,Boykins Servicenter,49535,18064 Pittman Rd,Boykins,VA
7 - Hampton,23851-1949, 07/20/2010,Southern Food Store  4,43006,700 South St,Franklin,VA
7 - Hampton,23874, 07/20/2010,Drakes Shopping Mart,26339,22160 General Thomas Hwy,Newsoms,VA
7 - Hampton,23851, 07/20/2010,New Dixie Mart 17,10637,1500 Armory Dr,Franklin,VA
7 - Hampton,23851, 07/20/2010,Wal Mart Supercenter # 2705,16172,1500 Armory Dr,Franklin,VA
7 - Hampton,23487, 07/20/2010,Anna's Ristorante Italiano & Pizzeria Too,25674,15 E Windsor Blvd,Windsor,VA
7 - Hampton,23487, 07/20/2010,Holiday Food Store #505,40114,60 W Windsor Blvd,Windsor,VA
7 - Hampton,23866-2832, 07/20/2010,Woco Express LLC,47969,35242 General Mahone Blvd,Ivor,VA
7 - Hampton,23888-2940, 07/20/2010,The Virginia Diner,19863,408 County Drive N,Wakefield,VA
7 - Hampton,23890-3419, 07/20/2010,Calvin Adams Grocery,1281,9243 General Mahone Hwy,Waverly,VA
7 - Hampton,23890-5048, 07/20/2010,Be Lo Foods 116,46138,233A S County Dr,Waverly,VA
7 - Hampton,23890-3235, 07/20/2010,Giuseppes Italian Restaurant,45898,314 W Main St,Waverly,VA
7 - Hampton,23883, 07/20/2010,Surry Quick Stop,57248,11965 Rolfe Hwy,Surry,VA
7 - Hampton,23430, 07/20/2010,Rite Aid # 11258,27613,1200 Benns Church Blvd,Smithfield,VA
7 - Hampton,23430, 07/20/2010,Farm Fresh Supermarket 238,78208,1282 Smithfield Plz,Smithfield,VA
1 - Roanoke,24019, 07/22/2010,Food Lion 1382,9857,6619 Williamson Rd,Roanoke,VA
1 - Roanoke,24017-5338, 07/22/2010,Fast Stop,64443,2502 Shenandoah Ave NW,Roanoke,VA
1 - Roanoke,24151-3457, 07/22/2010,Mitchells Store,57344,4340 Sontag Rd,Rocky Mount,VA
1 - Roanoke,24151, 07/22/2010,Riverside Minute Market,43477,10 Scuffling Hill Rd,Rocky Mount,VA
1 - Roanoke,24102, 07/22/2010,L & M Convenience Mart,15020,4641 Henry Rd,Henry,VA
1 - Roanoke,24092, 07/22/2010,Glade Hill Minute Market,26289,7350 Old Franklin Tpke,Glade Hill,VA
1 - Roanoke,24176, 07/22/2010,Trocadero Ltd,39258,11970 Old Franklin Tpke,Union Hall,VA
1 - Roanoke,24137, 07/22/2010,Penhook Minute Market,74542,Rt 40 E,Penhook,VA
1 - Roanoke,24121-5256, 07/22/2010,Joes Pizza & Italian Restaurant,54005,130 Scruggs Rd Ste 101,Moneta,VA
1 - Roanoke,24101-5240, 07/22/2010,Bay Roc Marina,47623,8360 Hardy Rd,Hardy,VA
5 - Southwest,24093, 07/22/2010,Neighbors Exxon,9310,100 Ball Ave,Glen Lyn,VA
5 - Southwest,24136, 07/22/2010,Pembroke Stop N Save,45209,138 Grill Rd,Pembroke,VA
5 - Southwest,24141, 07/22/2010,El Charro Mexican Grill Inc,47004,713 W Main St,Radford,VA
5 - Southwest,24301, 07/22/2010,Guidas Market,58241,825 E Main St,Pulaski,VA
5 - Southwest,24319-3625, 07/22/2010,Green Hill Market,55405,1252 Whitetop Rd,Chilhowie,VA
5 - Southwest,24382, 07/22/2010,Main Street Bistro,61671,195 W Main St,Wytheville,VA
5 - Southwest,24382-3476, 07/22/2010,Applebees Neighborhood Grill & Bar,50410,1440 E Main St,Wytheville,VA
5 - Southwest,24382, 07/22/2010,Turn One Restaurant & Sports Bar,60771,1155 N 4th St Ste 200,Wytheville,VA
6 - Richmond/FBurg,23224, 07/23/2010,Q Market Convenience Store,56398,1167 Southwood Pkwy,Richmond,VA
6 - Richmond/FBurg,23225-2641, 07/23/2010,A-Z Express,13338,6232 Jahnke Rd,Richmond,VA
6 - Richmond/FBurg,23233, 07/27/2010,CVS Pharmacy # 1994,62948,3001 Lauderdale Dr,Henrico,VA
6 - Richmond/FBurg,23233, 07/27/2010,VA061 Shell Corner Mart,33463,4050 Spring Oak Dr,Richmond,VA
4 - Alexandria,22151, 07/27/2010,Mercado La Colonia,41150,6971 Hechinger Dr,Springfield,VA
6 - Richmond/FBurg,23233-1111, 07/27/2010,House Of Vietnam,75407,3402 Pump Rd,Richmond,VA
4 - Alexandria,22003, 07/27/2010,Bloom # 2778,63492,7002 Columbia Pike,Annandale,VA
4 - Alexandria,22041-2018, 07/27/2010,7-Seven Food Store,13531,3518 Moncure Ave,Falls Church,VA
6 - Richmond/FBurg,23024-3529, 07/27/2010,MacQueens Grocery,39831,15896 Jefferson Hwy,Bumpass,VA
6 - Richmond/FBurg,23024-3905, 07/27/2010,B & L Country Market,32632,1205 Fredericks Hall Rd,Bumpass,VA
4 - Alexandria,22041-3766, 07/27/2010,Skyline Plaza Market,46094,3705 S George Mason Dr Ste C5S,Falls Church,VA
4 - Alexandria,22312-1702, 07/27/2010,Saigon Citi,43297,4711 N Chambliss St,Alexandria,VA
4 - Alexandria,22312-1716, 07/27/2010,Pho Tum Yum,54712,6237 Little River Tpke,Alexandria,VA
6 - Richmond/FBurg,23093-6013, 07/27/2010,Country Corner,50722,14 Doctors Rd,Louisa,VA
1 - Roanoke,24083-3251, 07/27/2010,Food Lion 2698,61536,110 Market Center Way,Daleville,VA
1 - Roanoke,24083-3020, 07/27/2010,Quick Mart,63759,490 Roanoke Rd,Daleville,VA
1 - Roanoke,24015-3208, 07/27/2010,Awful Arthurs Seafood Company,10442,2229 Colonial Ave SW,Roanoke,VA
4 - Alexandria,22030-4104, 07/27/2010,Red Hot & Blue Restaurant,77146,4150 Chain Bridge Rd,Fairfax,VA
6 - Richmond/FBurg,23233, 07/27/2010,Walgreens # 09181,63181,10720 Ridgefield Pkwy,Richmond,VA
1 - Roanoke,24014, 07/27/2010,Walgreens # 07605,63165,2351 Franklin Rd SW,Roanoke,VA
1 - Roanoke,24014-2413, 07/27/2010,Fork in the Alley,34794,2123 1/2 Crystal Spring Ave SW,Roanoke,VA
4 - Alexandria,22030-2706, 07/27/2010,Fuddruckers,73505,3575 Chain Bridge Rd,Fairfax,VA
1 - Roanoke,24014, 07/27/2010,Chaba Thai Cuisine,63776,3603 Franklin Rd SW,Roanoke,VA
1 - Roanoke,24014, 07/27/2010,Tokyo,48989,3749 Franklin Rd SW,Roanoke,VA
4 - Alexandria,22030-5014, 07/27/2010,Fairfax Texaco Shell,26584,11090 Lee Hwy,Fairfax,VA
1 - Roanoke,24018, 07/27/2010,Macados,29976,4237 Electric Rd,Roanoke,VA
1 - Roanoke,24018, 07/27/2010,Chuck E Cheeses,75483,4059 Electric Rd,Roanoke,VA
1 - Roanoke,24018-6400, 07/27/2010,Pizza Hut # 4570,62445,3260 Electric Rd Ste 506,Roanoke,VA
1 - Roanoke,24018, 07/27/2010,El Rodeo Mexican Restaurant,45042,3280 Electric Rd,Roanoke,VA
1 - Roanoke,24018, 07/27/2010,Kroger # 375,36793,3971 Brambleton Ave,Roanoke,VA
4 - Alexandria,22032-2539, 07/27/2010,Outback Steakhouse 4714,57081,9579 Braddock Rd,Fairfax,VA
1 - Roanoke,24018, 07/27/2010,Star City Coffee House,65021,3334 Brambleton Ave SW,Roanoke,VA
1 - Roanoke,24018-4004, 07/27/2010,Super Mart,70216,3660 Colonial Ave,Roanoke,VA
1 - Roanoke,24018-1247, 07/27/2010,Mikes Country Market,35647,4330 Brandon Ave SW,Roanoke,VA
1 - Roanoke,24017-5338, 07/27/2010,Fast Stop,64443,2502 Shenandoah Ave NW,Roanoke,VA
1 - Roanoke,24017-2710, 07/27/2010,Melrose Stop Mart,33679,3458 Melrose Ave NW,Roanoke,VA
1 - Roanoke,24017-2340, 07/27/2010,Quick Way,44305,5032 Melrose Ave NW,Roanoke,VA
6 - Richmond/FBurg,23805-7442, 07/28/2010,Steven Kent Family Resturant,57393,12205 S Crater Rd,Petersburg,VA
6 - Richmond/FBurg,23836, 07/28/2010,Steel Horse,56749,1920 W Hundred Rd,Chester,VA
6 - Richmond/FBurg,23836, 07/28/2010,Wings Pizza N Things,44245,341 E Hundred Rd,Chester,VA
6 - Richmond/FBurg,23836-3329, 07/28/2010,In & Out,51298,1740 E Hundred Rd,Chester,VA
6 - Richmond/FBurg,23860-2652, 07/28/2010,Red Barn The,13706,500 E Randolph Rd,Hopewell,VA
6 - Richmond/FBurg,23860-2815, 07/28/2010,Luna Restaurant,55212,208 E Cawson St,Hopewell,VA
6 - Richmond/FBurg,23860, 07/28/2010,Walgreens # 12360,63202,3901 Oaklawn Blvd,Hopewell,VA
6 - Richmond/FBurg,23805-7524, 07/28/2010,Salem Brothers Mini Mart,54263,11420 S Crater Rd,Petersburg,VA
6 - Richmond/FBurg,23060, 07/28/2010,The Beach House,52501,4040B Cox Rd,Glen Allen,VA
6 - Richmond/FBurg,23089-5701, 07/29/2010,Lanexa Plaza Grocery,71341,15081 Pocahontas Trl,Lanexa,VA
6 - Richmond/FBurg,23141, 07/29/2010,Fas Mart #21,26084,2540 New Kent Hwy,Quinton,VA
6 - Richmond/FBurg,23141-2521, 07/29/2010,Ricks Stop & Shop,72311,5321 New Kent Hwy,Quinton,VA
6 - Richmond/FBurg,23150, 07/29/2010,Wawa Market # 8605,41701,500 S Airport Dr,Sandston,VA
6 - Richmond/FBurg,23231, 07/29/2010,Long Horn Steakhouse 5350,56457,4409 S Laburnum Ave,Richmond,VA
6 - Richmond/FBurg,23150-1448, 07/29/2010,Stop & Go Convenience Store,76677,322 W Williamsburg Rd,Sandston,VA
6 - Richmond/FBurg,23231, 07/29/2010,The Lilly Pad,26682,9680 Osborne Tpke,Richmond,VA
6 - Richmond/FBurg,23227-1336, 07/29/2010,Wal Mart Supercenter # 2295,16161,7901 Brook Rd,Richmond,VA
4 - Alexandria,20151-3202, 07/30/2010,Shoppers Food Warehouse # 22,4458,13920 Lee Jackson Memorial Hwy,Chantilly,VA
4 - Alexandria,20171-4036, 07/30/2010,Chipotle Mexican Grill,62268,13354 Franklin Farm Rd,Herndon,VA
4 - Alexandria,20152-5927, 07/30/2010,WineStyles,65265,25031 Riding Plz Ste 110,Chantilly,VA
4 - Alexandria,20120-1915, 07/30/2010,SpringHill Suites by Marriott,41119,5920 Trinity Pkwy,Centreville,VA
4 - Alexandria,20152-5927, 07/30/2010,WineStyles,43764,25031 Riding Plz Ste 110,Chantilly,VA
4 - Alexandria,20152-5786, 07/30/2010,MOCA Asian Bistro,64597,25401 Eastern Marketplace Plz Ste130,Chantilly,VA
4 - Alexandria,20151-3234, 07/30/2010,Ruby Tuesday  241,74455,13915 Metrotech Dr,Chantilly,VA
4 - Alexandria,20171-3059, 07/30/2010,Dulles Embassy Suites Hotel,41019,13341 Woodland Park Rd,Herndon,VA
4 - Alexandria,20170-5226, 07/30/2010,Courtyard By Marriott,43565,533 Herndon Pkwy,Herndon,VA
6 - Richmond/FBurg,23233-3548, 08/04/2010,Little Venice,22334,10482 Ridgefield Pkwy,Richmond,VA
6 - Richmond/FBurg,23238, 08/04/2010,"Raintree Swim & Racquet Club, Inc.",6275,1703 Raintree Dr,Richmond,VA
6 - Richmond/FBurg,23229-7403, 08/04/2010,Bogarts,55598,443 N Ridge Rd,Richmond,VA
6 - Richmond/FBurg,23228-2714, 08/04/2010,7 Eleven Store 2515 26115 H,39406,8401 Staples Mill Rd,Richmond,VA
6 - Richmond/FBurg,23228-2027, 08/04/2010,CVS Pharmacy # 1538,62895,9167 Staples Mill Rd,Henrico,VA
6 - Richmond/FBurg,22546-3403, 08/04/2010,Carmel Church Chevron,53971,23746 Rogers Clark Blvd,Ruther Glen,VA
6 - Richmond/FBurg,22546, 08/04/2010,Ruther Glen Exxon,38172,24270 Roger Clark Blvd,Ruther Glen,VA
6 - Richmond/FBurg,23069, 08/04/2010,Dicks Country Store,41611,842 King William Rd,Hanover,VA
4 - Alexandria,20105-3027, 08/06/2010,7 Eleven Store 2581 33651 A,47617,42040 Village Center Plz,Stone Ridge,VA
4 - Alexandria,20166-2206, 08/06/2010,Evergreen Store,59572,24075 Gum Spring Rd,Sterling,VA
4 - Alexandria,20136-1443, 08/06/2010,The Golf Academy at Broad Run,11109,10201 Golf Academy Dr,Bristow,VA
4 - Alexandria,20136-2200, 08/06/2010,CVS Pharmacy 794,58803,10250 Bristow Center Dr,Bristow,VA
4 - Alexandria,22192-5431, 08/06/2010,7 Eleven Store 26058 B,61695,5041 Prince William Pkwy,Woodbridge,VA
4 - Alexandria,20120-1618, 08/06/2010,Virginia Kabob,63361,5639 Stone Rd,Centreville,VA
4 - Alexandria,22192-3304, 08/06/2010,Old Bridge Convenience Mart,61350,3220 Old Bridge Rd,Woodbridge,VA
4 - Alexandria,20109-3403, 08/06/2010,Daves Seafood & Subs,54218,8130 Sudley Rd,Manassas,VA
4 - Alexandria,20109-2805, 08/06/2010,Kmart  4212,74828,7807 Sudley Rd,Manassas,VA
4 - Alexandria,20109-3401, 08/06/2010,7 Eleven Store 2554 30486 A,56110,8002 Sudley Rd,Manassas,VA
4 - Alexandria,20109-2435, 08/06/2010,Julianas Sari Sari Store LLC,56201,7230 Nathan Ct,Manassas,VA
4 - Alexandria,20155-3077, 08/06/2010,Thursdays Restaurant & Sports Bar,45101,7901 Heritage Village Plz,Gainesville,VA
7 - Hampton,23435, 08/09/2010,El Burrito Loco Mexican Restaurant,47074,3575 Bridge Rd Ste 32,Suffolk,VA
7 - Hampton,23435-2754, 08/09/2010,Food Lion 1512,9841,6550 Townpoint Rd,Suffolk,VA
7 - Hampton,23434, 08/09/2010,Side Trak,39572,1216 Portsmouth Blvd,Suffolk,VA
7 - Hampton,23434, 08/09/2010,Food Lion 1623,19813,1010 Portsmouth Blvd,Suffolk,VA
7 - Hampton,23434, 08/09/2010,Hilton Garden Inn Suffolk,53350,100 E Constance Rd,Suffolk,VA
7 - Hampton,23437-9515, 08/09/2010,Happy Horse Bar & Grill,70871,4200 Holland Rd,Suffolk,VA
7 - Hampton,23434, 08/09/2010,Gas N Go,51245,401 Carolina Rd,Suffolk,VA
7 - Hampton,23434-4507, 08/09/2010,The Oysterette Restaurant & Raw Bar,41423,177 N Main St,Suffolk,VA
7 - Hampton,23434-4352, 08/09/2010,Farm Fresh Supermarket 188,78193,1401 N Main St,Suffolk,VA
7 - Hampton,23434-8289, 08/09/2010,7 Eleven Store 2511 34017 A,55337,1000 Centerbrooke Ln,Suffolk,VA
3 - Charlottesville/Staunton,24401-2865, 08/11/2010,Queen City Brewing Ltd,26906,834 Spring Hill Rd,Staunton,VA
3 - Charlottesville/Staunton,22821, 08/11/2010,Ottobine Country Store,45220,8236 Ottobine Rd,Dayton,VA
3 - Charlottesville/Staunton,22811-2339, 08/11/2010,Bergton Grocery,9026,16979 Bergton Rd,Bergton,VA
3 - Charlottesville/Staunton,22812-1628, 08/11/2010,Bridgewater IGA,25814,519 N Main St,Bridgewater,VA
3 - Charlottesville/Staunton,22841, 08/11/2010,M V C C  4,70804,47 Dinkel Ave,Mount Crawford,VA
3 - Charlottesville/Staunton,22840, 08/11/2010,Valleys 29,30672,11473 Spotswood Trl,McGaheysville,VA
3 - Charlottesville/Staunton,22840, 08/11/2010,The Market (at Massanutten Resort),19708,1822 Resort Dr,McGaheysville,VA
3 - Charlottesville/Staunton,22846-2004, 08/11/2010,WineStyles,49304,4745 Spotswood Trl,Penn Laird,VA
3 - Charlottesville/Staunton,22973-2632, 08/11/2010,Lydia Mountain Country Store,64117,3374 Spotswood Trl,Stanardsville,VA
4 - Alexandria,22030-5050, 08/13/2010,Giant Food Store # 228,7838,11200 Fairfax Blvd,Fairfax,VA
4 - Alexandria,22031-2107, 08/13/2010,7 Eleven Store 2581 10679 B,54003,2915 Cedar Ln,Fairfax,VA
4 - Alexandria,22152-1640, 08/13/2010,CVS Pharmacy # 1387,62858,8330 Old Keene Mill Rd,Springfield,VA
4 - Alexandria,22079-2859, 08/13/2010,Gunston Corner Shell,45223,8225 Gunston Corner Ln,Lorton,VA
4 - Alexandria,22039-2610, 08/13/2010,Crosspointe Market,63059,8912 Village Shops Dr,Fairfax Station,VA
4 - Alexandria,22015, 08/13/2010,Burke Centre Texaco Inc,9575,6054 Burke Commons Rd,Burke,VA
4 - Alexandria,22033-5179, 08/13/2010,Red Pepper,71240,13075 Fair Lakes Shopping Ctr,Fairfax,VA
7 - Hampton,23607-3002, 08/16/2010,Fast & Easy Mart,8809,3400 Jefferson Ave,Newport News,VA
7 - Hampton,23607-2539, 08/16/2010,The Colony Restaurant,27478,4906 Washington Ave,Newport News,VA
7 - Hampton,23607-2930, 08/16/2010,Tracys Restaurant,24151,3500 Huntington Ave,Newport News,VA
7 - Hampton,23601-4225, 08/16/2010,Annas Pizza 2,20772,9708 Warwick Blvd Ste 9710,Newport News,VA
7 - Hampton,23607-2117, 08/16/2010,Roadside Cafe,34843,4417 Jefferson Ave,Newport News,VA
7 - Hampton,23601-3102, 08/16/2010,Rey Azteca Mexican Restaurant,77132,10530 Jefferson Ave,Newport News,VA
7 - Hampton,23601, 08/16/2010,Sky Mart 104,54398,11005 Jefferson Ave,Newport News,VA
7 - Hampton,23606-1905, 08/16/2010,Wilco # 788,55283,11702 Jefferson Ave,Newport News,VA
7 - Hampton,23606-1378, 08/16/2010,Brickhouse Tavern,49504,141 Herman Melville Ave,Newport News,VA
7 - Hampton,23606-2691, 08/16/2010,FIN,52194,3150 William Styron Sq N,Newport News,VA
7 - Hampton,23601, 08/16/2010,Walgreens # 05175,63170,600 J Clyde Morris Blvd,Newport News,VA
7 - Hampton,23601-1832, 08/16/2010,Joe & Mimmas Italian Restaurant,76215,694 J Clyde Morris Blvd,Newport News,VA
7 - Hampton,23601, 08/16/2010,One Stop Food Mart # 560,40328,780 J Clyde Morris Blvd,Newport News,VA
7 - Hampton,23666, 08/16/2010,Peking International Restaurant,48278,55 Town Center Way,Hampton,VA
7 - Hampton,23666-1999, 08/16/2010,Ruby Tuesday,2075,60 Town Center Way,Hampton,VA
7 - Hampton,23666-1999, 08/16/2010,Plaza Azteca,39555,50 Town Center Way,Hampton,VA
