"The CERCLIS Public Access Database contains a selected set of non-enforcement confidential information and is updated by the regions every 90 days. The data describes what has happened at Superfund sites prior to this quarter (updated quarterly). This database includes lists of involved parties (other Federal Agencies, states, and tribes), Human Exposure and Ground Water Migration, and Site Wide Ready for Reuse, Construction Completion, and Final Assessment Decision (GPRA-like measures) for fund lead sites. Other information that is included has been included only as a service to allow public evaluations utilizing this data. Independent Quality Assessments may be made of this data by reviewing the QAPP provided by this link.(PDF 29pp, 124K) ",,,,,,,
"Query Search Results",,,,,,,
"December 7, 2013 - 11:39:01 PM",,,,,,,
,,,,,,,
"Search Criteria:",,,,,,,
"Active vs. Archived:","Active What are active and archived sites? ",,,,,,
"State(s):","Virginia",,,,,,
,,,,,,,
,,,,,,,
"Found 200 site(s) that match above search criteria:",,,,,,,
,,,,,,,
"EPA ID","Site Name","City","County","State","Non-NPL Status Code","Non-NPL Status Date","NPL Status Code"
"VAD005007679","CELCO","NARROWS","GILES","VA","RN","06/24/2009","N"
"VAN000306717","CHARLES CITY ROAD ILLEGAL DRUM DUMP","HENRICO","HENRICO","VA","RO","08/31/2010","N"
"VAN000306730","CHEMSAVERS","POWHATAN","POWHATAN","VA","RO","10/22/2010","N"
"VAN000305915","CHESAPEAKE BIO-FUEL CO.","RICHMOND","RICHMOND CITY","VA","RO","01/06/2003","N"
"VAD001704808","CHESAPEAKE PLT","CHESAPEAKE","CHESAPEAKE CITY","VA","NF","06/09/1986","N"
"VAN000306156","CHESAPEAKE PRODUCTS, INC.","CHESAPEAKE","CHESAPEAKE CITY","VA","DR","07/08/2013","N"
"VAN000306904","CHINCOTEAGUE NAVAL AUXILIARY AIR STATION","WALLOPS ISLAND","ACCOMACK","VA","HO","03/29/2013","N"
"VAD980712913","CHISMAN CREEK","YORK COUNTY","YORK","VA","[Blank Code]","[Blank Date]","F"
"VAD988167771","COCKERILLE ESTATE ABANDONED LAB SITE","GREENWOOD","ALBEMARLE","VA","NF","09/22/2000","N"
"VAD988174835","COEBURN BATTERY DISPOSAL SITE","COEBURN","WISE","VA","RR","09/06/2001","N"
"VAN000305931","COEBURN PRODUCE DISPOSAL","COEBURN","WISE","VA","RO","10/22/2002","N"
"VAD988226429","COEBURN TOWN DUMP","COEBURN","WISE","VA","NF","06/30/1994","N"
"VAD988221032","COKERVILLE GROUNDWATER","GREENWOOD","ALBEMARLE","VA","PS","06/11/1992","N"
"VAN000306642","COLLEGE AVENUE CHEMICAL SITE","PEMBROKE","GILES","VA","RO","12/01/2008","N"
"VAD081057697","COMMONWEALTH WOOD PRESERVERS INC","HAMPTON","HAMPTON CITY","VA","RN","06/24/2009","N"
"VAN000305873","CROZET TOWNSHIP ORCHARD SITE","CROZET","ALBEMARLE","VA","RW","08/07/2003","N"
"VAD059165282","CULPEPER WOOD PRESERVERS, INC.","CULPEPER","CULPEPER","VA","[Blank Code]","[Blank Date]","F"
"VA0000801050","CYCLE SYSTEMS","ROANOKE","ROANOKE CITY","VA","RO","10/10/2008","N"
"VA3971520751","DEFENSE GENERAL SUPPLY CENTER (DLA)","CHESTERFIELD COUNTY","CHESTERFIELD","VA","[Blank Code]","[Blank Date]","F"
"VAD980552095","DIXIE CAVERNS COUNTY LANDFILL","SALEM","ROANOKE","VA","[Blank Code]","[Blank Date]","D"
"VA0000094490","DOYLE WOOD TREATING SITE","MARTINSVILLE","MARTINSVILLE CITY","VA","NF","11/24/2004","N"
"VAN000306901","DUBLIN GROUNDWATER SITE","DUBLIN","[Blank County]","VA","SX","11/08/2012","N"
"VAD980552335","EASTERN DEVELOPERS","ROANOKE","ROANOKE CITY","VA","RN","06/24/2009","N"
"VA0001029891","EASTERN SHORE NATL WILDLIFE","NORTH HAMPTON","NORTHAMPTON","VA","OF","09/24/2004","N"
"VAN000306666","ELKO DRUM RESPONSE","SANDSTON","HENRICO","VA","RO","08/31/2009","N"
"VAN000306770","ELLIOTT AVENUE MERCURY","PORTSMOUTH","PORTSMOUTH CITY","VA","RO","09/29/2011","N"
"VAD002352151","EPPINGER & RUSSELL CO INC","CHESAPEAKE","CHESAPEAKE CITY","VA","OS","01/30/2003","N"
"VASFN0305570","EVANS CHEMICAL SITE","ROANOKE","ROANOKE CITY","VA","NF","09/21/2001","N"
"VAD003121142","EVERDURE INC","ORANGE","ORANGE","VA","NF","02/04/2002","N"
"VAD988222972","EXETER PCB SITE","HOPEWELL","HOPEWELL CITY","VA","NF","05/08/2001","N"
"VAR000012393","FBI ACADEMY","QUANTICO","STAFFORD","VA","PN","03/18/2013","N"
"VAD980554984","FIRST PIEDMONT CORP. ROCK QUARRY (ROUTE 719)","PITTSYLVANIA COUNTY","PITTSYLVANIA","VA","[Blank Code]","[Blank Date]","F"
"VAD055043020","FIRST PIEDMONT LANDFILL","RINGGOLD","PITTSYLVANIA","VA","OS","10/02/2009","N"
"VAD980554976","FISHERMAN'S ISLAND NAT'L WILDLIFE REFUGE","HAMPTON","NORTHAMPTON","VA","OS","02/06/1990","N"
"VAD980714877","FMC CORP SPOTSYLVANIA CTY IND PARK","SPOTSYLVANIA COUNTY","SPOTSYLVANIA","VA","HN","09/25/2000","N"
"VAD123933426","FORMER NANSEMOND ORDNANCE DEPOT","SUFFOLK","SUFFOLK CITY","VA","[Blank Code]","[Blank Date]","F"
"VA2210020416","FORT AP HILL","BOWLING GREEN","CAROLINE","VA","OF","09/27/2004","N"
"VA5210020082","FORT BELVOIR","FORT BELVOIR","FAIRFAX","VA","DR","10/17/2002","N"
"VA6210020321","FORT EUSTIS (US ARMY)","NEWPORT NEWS","NEWPORT NEWS CITY","VA","[Blank Code]","[Blank Date]","F"
"VA7210020502","FORT LEE","FORT LEE","PRINCE GEORGE","VA","OF","08/16/2005","N"
"VA7213720603","FORT MONROE ENTOMOLOGY SHOP","HAMPTON","HAMPTON CITY","VA","OF","09/27/2004","N"
"VA8210020626","FORT MYER","FORT MYER","ARLINGTON","VA","OF","09/27/2004","N"
"VA2210020705","FORT PICKETT","BLACKSTONE","NOTTOWAY","VA","OF","09/27/2004","N"
"VA6210020875","FORT STORY","VIRGINIA BEACH","VIRGINIA BEACH CITY","VA","OF","09/27/2004","N"
"VASFN0305571","FOSTER LAB","SHENANDOAH","WARREN","VA","RO","02/21/2001","N"
"VAD041287194","GARDNER IRON AND METAL CO","ORANGE","ORANGE","VA","NF","05/16/1996","N"
"VAD003132438","GENERAL ELECTRIC-WAYNESBORO","WAYNESBORO","WAYNESBORO CITY","VA","DR","09/16/2004","N"
"VAD003125713","GEORGIA BONDED FIBERS INC","BUENA VISTA","BUENA VISTA CITY","VA","RN","06/24/2009","N"
"VAD003125374","GREENWOOD CHEMICAL CO.","NEWTOWN","ALBEMARLE","VA","[Blank Code]","[Blank Date]","F"
"VAD988197174","GREENWOOD DRIVE SITE","PORTSMOUTH","PORTSMOUTH CITY","VA","RN","06/24/2009","N"
"VAD980539878","H & H INC., BURN PIT","FARRINGTON","HANOVER","VA","[Blank Code]","[Blank Date]","F"
"VAN000306916","HAYSI DERAILMENT EMERGENCY RESPONSE","HAYSI","DICKENSON","VA","RO","03/23/2013","N"
"VAD980552400","HENRICO CTY SPRINGFIELD RD LANDFILL #1","RICHMOND","HENRICO","VA","OS","04/10/2002","N"
"VAN000306880","HERC WAREHOUSE FIRE SITE","PORTSMOUTH","PORTSMOUTH CITY","VA","RO","08/24/2012","N"
"VAD046998183","HERCULES-HIWASEE LANDFILL","PULASKI","PULASKI","VA","ES","03/11/2010","N"
"VAD980829030","HIDDEN LANE LANDFILL","Sterling","LOUDOUN","VA","[Blank Code]","[Blank Date]","F"
"VAN000306150","I-81 TRACTOR TRAILER CHEMICAL SPILL","FORT DEFIANCE","AUGUSTA","VA","RO","02/20/2005","N"
"VAD000795823","IVY SANITARY LANDFILL","IVY","ALBEMARLE","VA","OP","01/30/2003","N"
"VAN000306600","JAY-CEE CLEANERS","BLOXOM","ACCOMACK","VA","SS","01/15/2013","N"
"VAD077923449","KIM-STAN LANDFILL","SELMA","ALLEGHANY","VA","[Blank Code]","[Blank Date]","F"
"VAD007972482","L.A. CLARKE & SON","SPOTSYLVANIA","SPOTSYLVANIA","VA","[Blank Code]","[Blank Date]","F"
"VA2800005033","LANGLEY AIR FORCE BASE/NASA LANGLEY RESEARCH CENTER","HAMPTON","HAMPTON CITY","VA","[Blank Code]","[Blank Date]","F"
"VAN000306673","LEHIGH CONCRETE","CRAIGSVILLE","ROCKBRIDGE","VA","RO","01/14/2009","N"
"VAN000306728","LOUISA ACME WELL SITE","LOUISA","LOUISA","VA","NF","04/18/2012","N"
"VA1170024722","MARINE CORPS COMBAT DEVELOPMENT COMMAND","QUANTICO","PRINCE WILLIAM","VA","[Blank Code]","[Blank Date]","F"
"VAD981739766","MARION TOWN DUMP","MARION","SMYTH","VA","OS","07/02/2002","N"
"VAD980712970","MATTHEWS ELECTROPLATING","ROANOKE","ROANOKE CITY","VA","[Blank Code]","[Blank Date]","D"
"VAN000306548","MILL CREEK VILLAGE","CHESAPEAKE","CHESAPEAKE CITY","VA","RO","12/21/2006","N"
"VAN000306937","MONEY POINT CREOSOTE SITE","CHESAPEAKE","CHESAPEAKE CITY","VA","HO","07/23/2013","N"
"VAD095422044","MONTCLAIR COUNTRY CLUB","DUMFRIES","PRINCE WILLIAM","VA","NF","03/01/1988","N"
"VASFN0305424","MONTGOMERY TANK LINES SODIUM HYDROSULFITE E.R.","DOSWELL","HANOVER","VA","NF","03/13/2001","N"
"VAD988207957","MOUNT VERNON MILLS","FRIES","GRAYSON","VA","NF","09/06/2001","N"
"VAN000305720","MT. SIDNEY PLAZA","MT. SIDNEY","AUGUSTA","VA","RO","09/04/2008","N"
"VAD988196739","MT. TRASHMORE","VIRGINIA BEACH","VIRGINIA BEACH CITY","VA","OS","04/10/2002","N"
"VAN000306716","NANOCHEMONICS SITE","PULASKI","PULASKI","VA","RO","08/30/2010","N"
"VA8800010763","NASA WALLOPS ISLAND","WALLOPS ISLAND","ACCOMACK","VA","HO","10/19/2001","N"
"VA5170022482","NAVAL AMPHIBIOUS BASE LITTLE CREEK","VIRGINIA BEACH","VIRGINIA BEACH CITY","VA","[Blank Code]","[Blank Date]","F"
"VAN000306905","NAVAL AVIATION ORDNANCE TEST STATION","WALLOPS ISLAND","ACCOMACK","VA","HO","03/29/2013","N"
"VA5170027267","NAVAL SECURITY GROUP ACTIVITY NORTHWEST","CHESAPEAKE","CHESAPEAKE CITY","VA","OF","10/08/2004","N"
"VA7170024684","NAVAL SURFACE WARFARE CENTER - DAHLGREN","DAHLGREN","KING GEORGE","VA","[Blank Code]","[Blank Date]","F"
"VA8170024170","NAVAL WEAPONS STATION - YORKTOWN","YORKTOWN","YORK","VA","[Blank Code]","[Blank Date]","F"
"VAD003115706","NELSON ELECTRIC CO","RICHMOND","RICHMOND CITY","VA","NF","01/04/2002","N"
"VAN000306727","NEW CHURCH ACID SPILL","NEW CHURCH","ACCOMACK","VA","RO","11/10/2010","N"
"VAD089028963","NEW KENT WOOD PRESERVATIVES, INC","PROVIDENCE FORGE","NEW KENT","VA","EO","01/15/2013","N"
"VASFN0305556","NEW RIVER AMMUNITION STORAGE DEPOT","RADFORD","PULASKI","VA","HO","01/14/2005","N"
"VAN000305713","NIKE SITE N-52 LAUNCH","CHESAPEAKE","CHESAPEAKE CITY","VA","SS","08/10/2011","N"
"VA6170061463","NORFOLK NAVAL BASE (SEWELLS POINT NAVAL COMPLEX)","NORFOLK","NORFOLK CITY","VA","[Blank Code]","[Blank Date]","F"
"VA1170024813","NORFOLK NAVAL SHIPYARD","PORTSMOUTH","PORTSMOUTH CITY","VA","[Blank Code]","[Blank Date]","F"
"VAD154481659","NORFOLK-INTERCOASTAL STEEL","CHESAPEAKE","CHESAPEAKE CITY","VA","OS","04/10/2002","N"
"VAN000306875","NORTON PROPANE RESPONSE","NORTON","WISE","VA","RO","07/16/2012","N"
"VA3170024605","NWS YORKTOWN - CHEATHAM ANNEX","YORKTOWN","YORK","VA","[Blank Code]","[Blank Date]","F"
"VAN000306849","OLD BASSETT WAREHOUSE FIRE","BASSETT","HENRY","VA","RO","03/30/2012","N"
"VAD980552517","OLD MCKENNEY LANDFILL","MC KENNY","DINWIDDIE","VA","RN","12/13/2007","N"
"VAD988170437","OLD SALEM TANNERY","SALEM","SALEM CITY","VA","RR","11/21/2001","N"
"VA0001327808","OLIN CHEMICAL","SALTVILLE","SMYTH","VA","RO","07/08/2002","N"
"VAD980830483","PATRICK HENRY AIRPORT","NEWPORT NEWS","NEWPORT NEWS CITY","VA","RN","06/24/2009","N"
"VAN000306115","PECK IRON AND METAL","PORTSMOUTH","PORTSMOUTH CITY","VA","[Blank Code]","[Blank Date]","F"
"VAD988224044","PETERS MOUNTAIN LANDFILL","COVINGTON","COVINGTON CITY","VA","SS","03/02/1994","N"
"VAD988224135","PETERSBURG-DINWIDDIE REGIONAL AIRPORT","PETERSBURG","DINWIDDIE","VA","SS","01/03/1994","N"
"VASFN0305449","PFS AMMONIA RELEASE -AKA- PROFESSIONAL FOOD SERVICE","BEDFORD","BEDFORD CITY","VA","NF","07/03/2002","N"
"VAN000305707","PHILPOTT TRAINING FACILITY","ENDICOTT","FRANKLIN","VA","SS","11/05/2001","N"
"VA0002269900","PIEDMONT HOMES SITE","MARTINSVILLE","HENRY","VA","NF","03/25/2002","N"
"VAN000306671","PIPERS GAP ACID TRAILERS","LAMBSBURG","CARROLL","VA","RO","10/07/2009","N"
"VAD988213229","PLUM TREE ISLAND NAT'L WILDLIFE REFUGE","POQUOSON","POQUOSON CITY","VA","OF","10/08/2004","N"
"VAD981037393","POQUOSON LANDFILL","POQUOSON","POQUOSON CITY","VA","RN","06/24/2009","N"
"VAD988169900","POWERS BOSS BATTERIES, INC","SALTVILLE","SMYTH","VA","NF","01/16/2001","N"
"VAD981937873","PRINCE WILLIAM COUNTY LANDFILL","MANASSAS","MANASSAS CITY","VA","OP","05/08/2001","N"
"VAN000306879","R207 LLC DRUM SITE","RUTHER GLEN","CAROLINE","VA","RO","03/08/2012","N"
"VAN000306709","RADFORD RAILROAD TIE","RADFORD","RADFORD CITY","VA","RO","03/04/2010","N"
"VAN000306644","REHRIG-UNITED INTERNATIONAL","RICHMOND","CHESTERFIELD","VA","RO","01/08/2009","N"
"VAD071040752","RENTOKIL, INC. (VIRGINIA WOOD PRESERVING DIVISION)","RICHMOND","HENRICO","VA","[Blank Code]","[Blank Date]","F"
"VAD980551980","REPUBLIC CREOSOTING CO","NORFOLK","NORFOLK CITY","VA","SR","11/29/2007","N"
"VAD980831796","RHINEHART TIRE FIRE DUMP","FREDERICK COUNTY","FREDERICK","VA","[Blank Code]","[Blank Date]","D"
"VAN000306555","RICHLANDS WILDERNESS ROAD LEAD SITE","RICHLANDS","TAZEWELL","VA","RO","04/30/2007","N"
"VAD020312013","RICHMOND, FREDRICKSBURG & POTOMAC RAILRD","ALEXANDRIA","ALEXANDRIA CITY","VA","RR","10/02/2001","N"
"VAN000306712","RIDLEY ROAD ABANDONED DRUM SITE","COURTLAND","SOUTHAMPTON","VA","RO","06/30/2010","N"
"VAD988227708","ROCKINGHAM COUNTY SANITORY LANDFILL","HARRISONBURG","HARRISONBURG CITY","VA","SS","05/22/2000","N"
"VAN000306915","ROUTE 10 PROPANE","CHESTER","CHESTERFIELD","VA","RO","03/19/2013","N"
"VAD988212379","ROUTE 735 ABANDONED BARREL","COATESVILLE","HANOVER","VA","NF","09/26/2000","N"
"VAN000306208","ROUTE 81 SODIUM HYDROSULFIDE","ROANOKE","ROANOKE","VA","PS","08/29/2006","N"
"VAD988212361","RUSTIN BARREL","MECHANICSVILLE","HANOVER","VA","NF","09/26/2000","N"
"VA0001015262","SALTVILLE ANCILLARY SITES","SALTVILLE","SMYTH","VA","NF","12/14/2006","N"
"VA0000878041","SALTVILLE GRAVEYARD DUMP","SALTVILLE","SMYTH","VA","RO","10/10/2008","N"
"VA0001327774","SALTVILLE HYDRAZINE","SALTVILLE","SMYTH","VA","NF","05/27/2004","N"
"VA0001766872","SALTVILLE LAGOONS, BEHIND ICE PLANT SITE","SALTVILLE","SMYTH","VA","NF","10/12/2006","N"
"VA0001015239","SALTVILLE RECREATION AREA","SALTVILLE","SMYTH","VA","NF","10/13/2006","N"
"VAD003127578","SALTVILLE WASTE DISPOSAL PONDS","SALTVILLE","SMYTH","VA","[Blank Code]","[Blank Date]","F"
"VAD981036858","SAM'S (JONES') JUNKYARD","GAINESVILLE","PRINCE WILLIAM","VA","NF","06/10/1999","N"
"VAN000306941","SANDSTON PCE SITE","SANDSTON","HENRICO","VA","SX","10/24/2013","N"
"VAD003117389","SAUNDERS SUPPLY CO.","CHUCKATUCK","SUFFOLK CITY","VA","[Blank Code]","[Blank Date]","F"
"VAD980691034","SCHNEIDER LANDFILL","RICHMOND","HENRICO","VA","OS","04/10/2002","N"
"VAD988176368","SCOTT ROBINSON LEAD BATTERY","WISE","WISE","VA","NF","09/26/2000","N"
"VAN000305708","SHIPSHOAL & GODWIN ISLAND - AF BOMBING RANGE","CAPEVILLE","CHESAPEAKE CITY","VA","AC","12/13/2007","N"
"VAN000306738","SMURFIT-STONE BLACK LIQUOR SPILL","WEST POINT","KING WILLIAM","VA","RO","01/16/2011","N"
"VAN000306913","SOUTH RIVER MERCURY","WAYNESBORO","WAYNESBORO CITY","VA","PO","02/22/2013","N"
"VAD139372239","SOUTHERN INTERNATIONAL WOOD TREATMENT CO","MILLER'S TAVERN","KING AND QUEEN","VA","RR","09/06/2001","N"
"VAN000306547","ST. JULIEN'S CREEK","CHESAPEAKE","CHESAPEAKE CITY","VA","[Blank Code]","[Blank Date]","A"
"VA5170000181","ST. JULIENS CREEK ANNEX (U.S. NAVY)","CHESAPEAKE","CHESAPEAKE CITY","VA","[Blank Code]","[Blank Date]","F"
"VAN000305871","STARLIGHT LANE TIRE FIRE","ROANOKE","ROANOKE","VA","RO","04/02/2002","N"
"VAD980551634","STAUFFER CHEM CO.","BENTONVILLE","WARREN","VA","NF","10/11/2001","N"
"VAD001200377","STILLWATER-GOSHEN","GOSHEN","ROCKBRIDGE","VA","NF","06/24/1996","N"
"VAD980917983","SUFFOLK CITY LANDFILL","SUFFOLK","SUFFOLK CITY","VA","[Blank Code]","[Blank Date]","D"
"VA9170022488","SUFFOLK NAVAL COMMUNICATION AREA MASTER - DRIVER","SUFFOLK","SUFFOLK CITY","VA","RO","07/01/2002","N"
"VAD988221917","SUPERVISOR OF SHIPBUILDING, USN","HAMPTON","HAMPTON CITY","VA","PN","03/18/2013","N"
"VAD988173548","SUTTON ENTERPRISES INC.","CHESAPEAKE","CHESAPEAKE CITY","VA","NF","09/26/2000","N"
"VASFN0305541","SYCAMORE WELL SITE","DANVILLE","PITTSYLVANIA","VA","RO","01/04/2002","N"
"VAN000306762","TAZEWELL GARAGE CHEMICAL","TAZEWELL","TAZEWELL","VA","RO","08/31/2011","N"
"VA0001412600","TENNESSEE AVE. LEAD","BIG STONE GAP","WISE","VA","RO","10/10/2008","N"
"VAN000306723","TMS DIESEL SPILL","RICHMOND","HENRICO","VA","RO","06/01/2009","N"
"VAD988168902","TURPIN PROPERTY SITE","WYTHEVILLE","WYTHE","VA","NF","09/26/2000","N"
"VAD034557579","TWIN CITIES IRON & METAL CO INC","BRISTOL","BRISTOL CITY","VA","RR","09/26/2000","N"
"VAD980705404","U.S. TITANIUM","PINEY RIVER","NELSON","VA","[Blank Code]","[Blank Date]","F"
"VAD988204541","US MARITIME ADMINISTRATION","NORFOLK","NORFOLK CITY","VA","PS","10/15/1991","N"
"VA6170090017","US NAVAL SUPPLY CTR.-YORKTOWN FUEL DIV","YORKTOWN","YORK","VA","OF","09/27/2004","N"
"VA1210020730","USA RADFORD AMMUNITION PLANT","RADFORD","PULASKI","VA","OF","09/27/2004","N"
"VA8210020931","USA VINT HILL FARMS STATION","WARRENTON","FAUQUIER","VA","FE","03/16/2010","N"
"VA7210020981","USA WOODBRIDGE RESEARCH FACILITY","WOODBRIDGE","PRINCE WILLIAM","VA","OF","09/27/2004","N"
"VA8170090015","USN AUXILIARY LANDING FIELD FENT","CHESAPEAKE","CHESAPEAKE CITY","VA","OF","09/27/2004","N"
"VA1170090012","USN CAMP PENDLETON","VIRGINIA BEACH","VIRGINIA BEACH CITY","VA","OF","09/27/2004","N"
"VA7170022472","USN CRANEY IS FUEL TER","PORTSMOUTH","PORTSMOUTH CITY","VA","PN","11/26/2001","N"
"VA5170022938","USN FLEET COMBAT TRAINING CENTER","VIRGINIA BEACH","VIRGINIA BEACH CITY","VA","OF","09/27/2004","N"
"VA2170024606","USN NAVAL AIR STN OCEANA","VIRGINIA BEACH","VIRGINIA BEACH CITY","VA","PN","10/04/2000","N"
"VAN000305626","V & V MINING PCB SITE","BIG STONE GAP","WISE","VA","NF","02/28/2005","N"
"VAD988208708","VALLEY FERTILIZER & CHEMICAL PROPERTY","WINCHESTER","WINCHESTER CITY","VA","SS","07/17/2000","N"
"VA0572890002","VIRGINIA AIR NATIONAL GUARD","SANDSTON","HENRICO","VA","OF","09/27/2004","N"
"VAD980831044","WARREN COUNTY LANDFILL","FRONT ROYAL","WARREN","VA","RN","10/30/2013","N"
"VA0000180836","WARRENTON PCE SITE","WARRENTON","FAUQUIER","VA","RR","10/03/2000","N"
"VAD988189312","WARRENTON TRAINING CENTER","WARRENTON","FAUQUIER","VA","NF","08/30/1994","N"
"VAD988166518","WASHINGTON NATIONAL AIRPORT","ARLINGTON","ARLINGTON","VA","PN","09/26/2000","N"
"VAD980552947","WAYNESBORO MUN LANDFILL","WAYNESBORO","WAYNESBORO CITY","VA","RN","10/30/2013","N"
"VAD982366536","WEYERHAEUSER PROPERTY","DOSWELL","HANOVER","VA","RN","06/24/2009","N"
"VAN000305868","WHITCOMB COURT ELEMENTARY SCHOOL SITE","RICHMOND","RICHMOND CITY","VA","SO","12/29/2002","N"
"VA0000100099","WHITE OAK LANDFILL","WHITE OAK","STAFFORD","VA","SO","08/15/1997","N"
"VASFN0305435","WILDERNESS ROAD LEAD SITE","GATE CITY","SCOTT","VA","NF","11/13/2006","N"
"VAN000306147","WINGFIELD POINTE BURIED WASTE","CHESAPEAKE","CHESAPEAKE CITY","VA","RO","01/13/2005","N"
"VAD003113750","WOOD PRESERVERS INC","WARSAW","RICHMOND","VA","SN","[Blank Date]","N"
