Name: “Table 1 of 1 on page 17 of 31”,Name: “Table 1 of 1 on page 17 of 31”,Name: “Table 1 of 1 on page 17 of 31”,Name: “Table 1 of 1 on page 17 of 31”,Name: “Table 1 of 1 on page 17 of 31”,Name: “Table 1 of 1 on page 17 of 31”,Name: “Table 1 of 1 on page 17 of 31”,Name: “Table 1 of 1 on page 17 of 31”,Name: “Table 1 of 1 on page 17 of 31”,Name: “Table 1 of 1 on page 17 of 31”
Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to,Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to,Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to,Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to,Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to,Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to,Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to,Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to,Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to,Virginia’s drug arrest rate increased almost 13% from 2000 to 2009 and decreased slightly from 2008 to
2009.,,,,,,,,,
,,,,,,,,,
"Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia","Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia","Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia","Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia","Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia","Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia","Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia","Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia","Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia","Note:  Since 2000, FBI has consistently underreported the total number of drug arrests in Virginia"
compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by,compared to the total number reported by VSP (DCJS uses the total number of drug arrests reported by
VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a,VSP when calculating the statewide drug arrest rate).  It is believed the underreporting is the result of a
software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests,software issue at the FBI data processing center that rejects some drug offense incidents and arrests
"submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than","submitted to the FBI.  Also, FBI uses a different population estimate to calculate drug arrest rates than"
"DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and","DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and","DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and","DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and","DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and","DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and","DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and","DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and","DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and","DCJS.  As a result, Virginia total drug arrest rates calculated using FBI data are lower in magnitude and"
differ in trend from rates calculated by DCJS.,differ in trend from rates calculated by DCJS.,differ in trend from rates calculated by DCJS.,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,15 of 29,15 of 29,,,,Virginia Crime Trends 2000-2009
,,,,,,,,,www.dcjs.virginia.gov/research
