,560,Clifton Forge C,"1,285.8",n/a,4,n/a,2,n/a
,570,Colonial Heights C,809.9,"1,704.9",16,1,12,1
,580,Covington C,635.4,198.0,26,113,19,37
,590,Danville C,364.9,951.2,62,14,32,12
,595,Emporia C,"1,259.1","1,579.9",6,2,4,2
,600,Fairfax C,268.8,186.2,88,117,37,38
,610,Falls Church C,252.2,315.2,91,91,38,34
,620,Franklin C,"1,283.1",541.5,5,51,3,28
,630,Fredericksburg C,"1,826.0","1,210.9",1,7,1,6
,640,Galax C,537.0,689.3,36,32,25,23
,650,Hampton C,481.5,786.2,42,21,27,17
,660,Harrisonburg C,551.4,706.1,35,30,24,21
,670,Hopewell C,577.9,772.1,29,25,20,18
,678,Lexington C,308.9,214.5,77,109,35,36
,680,Lynchburg C,956.9,"1,097.9",11,11,8,10
,683,Manassas C,296.2,398.2,81,72,36,32
,685,Manassas Park C,730.9,813.9,20,18,14,15
,690,Martinsville C,455.6,680.8,46,34,28,24
,700,Newport News C,930.0,"1,201.1",13,8,10,7
,710,Norfolk C,319.3,230.4,75,105,34,35
,720,Norton C,667.4,"1,261.3",25,5,18,5
,730,Petersburg C,564.4,"1,461.0",31,3,21,3
,735,Poquoson C,385.1,754.9,59,26,31,19
,740,Portsmouth C,874.4,703.8,14,31,11,22
,750,Radford C,982.5,"1,108.1",9,10,7,9
,760,Richmond C,992.9,"1,029.2",8,12,6,11
,770,Roanoke C,950.4,"1,159.8",12,9,9,8
,775,Salem C,520.5,718.3,39,27,26,20
,790,Staunton C,229.8,902.0,96,15,39,13
,800,Suffolk C,331.1,489.9,72,57,33,30
,810,Virginia Beach C,559.5,429.6,32,66,22,31
,820,Waynesboro C,675.6,602.8,24,39,17,25
,830,Williamsburg C,395.3,589.9,58,41,30,27
,840,Winchester C,"1,064.8",859.0,7,17,5,14
,,,,26 of 29,,,,Virginia Crime Trends 2000-2009
,,,,,,,,www.dcjs.virginia.gov/research
