RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
748,CALIENTE,63728,"22885 BRAMBLETON PLZ, STE 100",BRAMBLETON,VA,20418,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,2/3/2011,5/13/2011,06/15/11,25," $ 2,000.00 ",,,,,
616,BLOOM 2778,63492,7002 COLUMBIA PIKE,ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/24/2011,,04/06/11,," $ 2,000.00 ",,,,,
414,7 ELEVEN STORE 2581 10688A,57799,69101 BRADDOCK ROAD,ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/1/2010,,01/11/11,," $ 2,000.00 ",,,,,
417,EXPRESS 1 FOOD MART,71577,4713 BACKLICK ROAD,ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/1/2010,,01/11/11,," $ 2,000.00 ",,,,,
510,7 ELEVEN STORE 2581-10698B,65968,4131 HUMMER ROAD,ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,02/11/11,," $ 2,000.00 ",,,,,
371,G G MI,42290,"6653 LITTLE RIVER TURNPIKE, SUITE H",ANNANDALE,VA,22003,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,7/27/2010,11/10/2010,12/21/10,25," $ 2,000.00 ",,,,,
244,CAFÉ NOIR,19287,7129 LITTLE RIVER TNPK,ANNANDALE,VA,22003,UNDER AGED BUYER; ALLOWED CONSUMPTION BY 2 UAB,2,N,ALEXANDRIA,INITIAL HEARING,5/12/2010,9/14/2010,10/18/10,25," $ 2,500.00 ",,,,,
537,VILLA BELLA ITALIAN RESTAURANT,12036,"6050 BURKE COMMONS RD., SUITE C",BURKE,VA,22015,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/3/2011,,02/25/11,," $ 2,000.00 ",,,,,
764,QUICK SHOP,52592,18020 MAIN STREET,DUMFRIES,VA,22026,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,4/26/2011,,06/28/11,," $ 1,500.00 ",,,,,MGR. TO TAKE MART & ALL EMPLOYEES TO ATTEND RSVP 7-27-2011
7,COURTSIDE THAI CUISINE,42852,3981 CHAIN BRIDGE ROAD,FAIRFAX,VA,22030,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,5/19/2009,6/1/2010,07/06/10,25," $ 2,000.00 ",,,,,
258,BOMBAY GARDEN RESTAURANT,62374,4008 UNIVERSITY DRIVE,FAIRFAX,VA,22030,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,7/27/2010,,10/29/10,," $ 1,500.00 ",,,,,
202,ROMANOS MACARONI GRILL,55596,12169 FAIR LAKES PROMENADE DR,FAIRFAX,VA,22033,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/13/2010,,09/28/10,," $ 2,000.00 ",,,,,
784,7 SEVEN FOOD STORE,65542,3518 MONCURE AVENUE,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,06/30/11,," $ 2,000.00 ",,,,,
707,CULMORE SUPERMARKET,75654,6019 LEESBURG PIKE,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,Y,ALEXANDRIA,OFFER IN COMPROMISE,12/7/2010,4/26/2011,05/31/11,0," $ 4,500.00 ",2,,,,OWNER TO TAKE MART TRAINING
747,7 SEVEN FOOD STORE,13531,3518 MONCURE AVE.,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,06/08/11,,,,,,,"2-10-11 CS VACATED, ENF. CITED WRONG LICENSEE"
500,7 SEVEN FOOD STORE,13531,3518 MONCURE AVE.,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,02/10/11,," $ 2,000.00 ",,,,,
506,CVS PHARMACY #1386,62857,3535 S. JEFFERSON STREET,BAILEYS X-ROADS,VA,22041,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,02/11/11,," $ 2,000.00 ",,,,,
520,HARRIS TEETER #279,10738,6351 COLUMBIA PIKE,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,02/18/11,," $ 2,000.00 ",,,,,
770,CVS PHARMACY #1411,62879,8124 ARLINGTON BOULEVARD,FALLS CHURCH,VA,22042,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/17/2011,,06/28/11,," $ 2,000.00 ",,,,,
239,EL TIO TEX MEX GRILL,56727,7630 LEE HWY,FALLS CHURCH,VA,22042,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/18/2010,,10/22/10,," $ 2,000.00 ",,,,,
772,CVS PHARMACY #1388,62859,6164 ARLINGTON BOULEVARD,FALLS CHURCH,VA,22044,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/17/2011,,06/28/11,," $ 2,000.00 ",,,,,
261,VIET ROYALE,74268,6767 WILSON BLVD,FALLS CHURCH,VA,22044,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,9/18/2010,,10/29/10,, $ 500.00 ,5,,,,
433,SUPER HIGH DAIRY,63917,7708 GUNSTON PLZ,LORTON,VA,22079,UNDER AGED BUYER - 3 CHARGES,3,N,ALEXANDRIA,INITIAL HEARING,7/16/2010,10/5/2010,01/11/11,90," $ 7,500.00 ",30,,,,
728,JOES BURGERS,61305,6710 OLD DOMINION DRIVE,MCLEAN,VA,22101,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/5/2011,,06/01/11,," $ 2,000.00 ",,,,,
234,THE SWISS BAKERY & PASTRY SHOP,53800,5224 PORT ROYAL RD,SPRINGFIELD,VA,22151,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/27/2010,,10/13/10,25,,,,,,
607,MAGRUDERS,6165,180 MAPLE AVENUE W,VIENNA,VA,22180,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,2/8/2011,,03/31/11,," $ 1,000.00 ",,,,,ALL CLERKS TO TAKE RSVP - ALL MANAGERS TO TAKE MART
235,E GA RESTAURANT,58655,8413A OLD COURTHOUSE RD,VIENNA,VA,22182,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/23/2010,,10/13/10,," $ 2,000.00 ",,,,,
313,"HANDY DANDY MARKETS, INC.",5358,13316 OCCOQUAN ROAD,WOODBRIDGE,VA,22191,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/14/2010,,11/19/10,," $ 2,000.00 ",,,,,
545,BROTHERS PIZZA,43727,13915 JEFFERSON DAVIS HIGHWAY,WOODBRIDGE,VA,22191,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,11/30/2010,,03/01/11,, $ 500.00 ,,,,,
28,7 ELEVEN STORE 26058 B,61695,5041 PRINCE WILLIAM PKWY,WOODBRIDGE,VA,22192,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/21/2010,,07/21/10,," $ 2,000.00 ",,,,,
336,MORGANS SPORTS BAR & LOUNGE,64823,3081 GOLANSKY BLVD.,WOODBRIDGE,VA,22192,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/28/2010,,12/02/10,," $ 2,000.00 ",,,,,
164,7 ELEVEN STORE 32965 B,61920,7001 DALE BLVD,DALE CITY,VA,22193,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/6/2010,,09/08/10,," $ 2,000.00 ",,,,,
309,COSI,3304,2050 WILSON BLVD.,ALRLINGTON,VA,22201,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/15/2010,,11/19/10,25,,,,,,
319,7 ELEVEN STORE 2554  10747B,65374,3510 WILSON BLVD.,ARLINGTON,VA,22201,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/15/2010,,11/30/10,," $ 2,000.00 ",,,,,
372,PIKE GRILL,39096,3902 WILSON BLVD,ARLINGTON,VA,22203,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,8/17/2010,11/8/2010,12/21/10,25," $ 2,000.00 ",,,,,
754,EL PUERTO RESTAURANT,17012,3007 COLUMBIA PIKE,ARLINGTON,VA,22204,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,5/11/2011,,06/17/11,," $ 1,500.00 ",,,,,MGR. TO TAKE RSVP; OFFICER OF CORP. TO ATTEND MART
373,CASA BLANCA BAKERY,50276,5037 COLUMBIA PIKE,ARLINGTON,VA,22204,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,8/17/2010,11/8/2010,12/21/10,25," $ 1,000.00 ",,,,,
109,LUNA GRILL & DINER,52303,4024 CAMPBELL AVE,ARLINGTON,VA,22206,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/9/2010,,08/17/10,," $ 2,000.00 ",,,,,
165,7 ELEVEN STORE 2554 22343 B,54798,4689 KING ST,ARLINGTON,VA,22206,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/17/2010,,09/08/10,," $ 2,000.00 ",,,,,
279,TIVOLI,33964,1700 NORTH MOORE STREET,ARLINGTON,VA,22209,UNDER AGED BUYER,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,10/15/2010,,11/15/10,," $ 2,000.00 ",,,,,
785,LA STRADA,51480,1905 MOUNT VERNON AVENUE,ALEXANDRIA,VA,22301,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/9/2011,,06/30/11,," $ 2,000.00 ",,,,,
217,UNWINED,75160,3690J KING STREET,ALEXANDRIA,VA,22302,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,7/9/2010,,10/08/10,," $ 1,500.00 ",,,,,
150,THE VARIETY MART,17138,5850 CAMERON RUN TER.,ALEXANDRIA,VA,22303,UNDER AGED BUYER,1,N,ALEXANDRIA,APPEAL HEARING,3/20/2010,6/30/2010,8/26/2010,," $ 1,500.00 ",,,,,CIVIL PENALTY ONLY
73,TASOS PIZZA & SUBS,40968,1041 W GLEBE RD,ALEXANDRIA,VA,22305,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/9/2010,,08/03/10,," $ 2,000.00 ",,,,,
2,ELSIES MAGIC SKILLET,32737,8166 RICHMOND DHWY,ALEXANDRIA,VA,22309,UNDER AGED BUYER,1,Y,ALEXANDRIA,APPEAL HEARING,9/23/2009,2/24/2010,7/7/2010,,,,,,,
242,ELISIES MAGIC SKILLET,32737,8166 RICHMOND HWY,ALEXANDRIA,VA,22309,UNDER AGED BUYER,1,Y,ALEXANDRIA,INITIAL HEARING,9/23/2009,8/3/2010,10/18/10,25," $ 2,000.00 ",5,,,,
522,SHOPPERS FOOD W/H  #2652,9413,6200-A  LITTLE RIVER TURNPIKE,ALEXANDRIA,VA,22312,UNDER AGED BUYER,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,02/18/11,," $ 2,000.00 ",,,,,
549,7 ELEVEN STORE 2554 25143B,52291,6464 LINCOLNIA RD,ALEXANDRIA,VA,22312,UNDER AGED BUYER,1,Y,ALEXANDRIA,INITIAL HEARING,8/6/2010,1/31/2011,03/01/11,25," $ 3,000.00 ",,,,,
84,FOSTERS GRILLE,64319,2004 EISENHOWER AVE,ALEXANDRIA,VA,22314,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/9/2010,,08/05/10,," $ 2,000.00 ",,,,,
649,GIANT FOOD STORE 777,7807,7558 TELEGRAPH ROAD,ALEXANDRIA,VA,22315,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,3/6/2011,,05/03/11,," $ 2,000.00 ",,,,,
307,HANDY MART,50830,3054 PLANK ROAD,FREDERICKSBURG,VA,22401,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/20/2010,,11/12/10,," $ 2,000.00 ",,,,,
33,7 ELEVEN STORE 2515 18552E,44948,1613 DIXON ST,FREDERICKSBURG,VA,22401,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,6/16/2010,,07/21/10,," $ 2,000.00 ",,,,,
521,7 ELEVEN STORE 2515-25566E,44765,940 AMARET STREET,FREDERICKSBURG,VA,22401,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,23/13/10,,02/18/11,," $ 2,000.00 ",,,,,
117,JOES CRAB SHACK,48552,2805 PLANK ROAD,FREDERICKSBURG,VA,22401,UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,6/16/2010,,08/18/10,," $ 1,500.00 ",,,,,
530,EXPRESS FOOD MART,43642,811 WILLIAM STREET,FREDERICKSBURG,VA,22401,UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,12/13/2011,,02/17/11,15,,,,,,
204,PLAZA LATINA MARKET,18674,2190 PIMMIT DR,FALLS CHURCH,VA,22403,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/23/2010,,09/30/10,," $ 2,000.00 ",,,,,
494,WAWA FOOD MARKET #688,18394,275 BUTLER ROAD,FREDERICKSBURG,VA,22405,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/20/2010,,02/10/11,," $ 2,000.00 ",,,,,
525,7 ELEVEN STORE #2515-28422C,40754,552 WHITE OAK ROAD,FREDERICKSBURG,VA,22405,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/20/2010,,02/18/11,," $ 2,000.00 ",,,,,
152,INTERSTATE SERVICE CENTER,71203,535 WARRENTON ROAD,FREDERICKSBURG,VA,22406,UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,4/5/2010,,08/27/10,," $ 1,500.00 ",,,,,
576,HARD TIMES CAFÉ,29703,"5099 JEFFERSON DAVIS HWY,STE D",FREDERICKSBURG,VA,22408,UNDER AGED BUYER,1,N,RICHMOND,APPEAL HEARING,4/7/2010,11/3/2010,03/17/11,,,,,,Y,
706,CLEARWATER GRILL,38494,4288 GERMANNA HWY,LOCUST GROVE,VA,22508,UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,4/15/2011,,05/31/11,," $ 1,500.00 ",,,,,MANAGER TO TAKE MART TRAINING
311,LAKE OF THE WOODS CLUB HOUSE,31963,102 LAKEVIEW PARKWAY,LOCUST GROVE,VA,22508,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/8/2010,,11/12/10,," $ 2,000.00 ",,,,,
46,STRATFORD HALL PLANTATAION DINING RM,33413,483 GREAT HOUSE RD,STRATFORD,VA,22558,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,6/10/2010,,07/23/10,," $ 2,000.00 ",,,,,
756,QUEEN STREET EXPRESS,63014,115 CHURCH LANE,TAPPAHANNOCK,VA,22560,UNDER AGED BUYER,1,Y,RICHMOND,CONSENT SETTLEMENT,5/26/2011,,06/21/11,," $ 2,000.00 ",,,,,
210,BOS BELLY BARN,70553,1217 BERRYVILLE AVE,WINCHESTER,VA,22601,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,8/18/2010,,10/05/10,," $ 2,000.00 ",,,,,
464,BOS BELLY BARN,53477,202 E. CORK STREET,WINCHESTER,VA,22601,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,12/10/2010,,01/26/11,," $ 2,000.00 ",,,,,
467,HANDY MART #6,11967,2605 VALLEY AVENUE,WINCHESTER,VA,22601,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,12/10/2010,,01/26/11,," $ 2,000.00 ",,,,,
114,T G I FRIDAYS,50045,111 E. TEVIS STREET,WINCHESTER,VA,22601,UNDER AGED BUYER,1,Y,STAUNTON,OFFER IN COMPROMISE,3/2/2010,,08/18/10,," $ 6,000.00 ",,,,,
323,GREENWOOD GROCERY & DELI,34809,1893 SENSENY ROAD,WINCHESTER,VA,22602,UNDER AGED BUYER,1,Y,STAUNTON,CONSENT SETTLEMENT,10/1/2010,,11/30/10,," $ 2,000.00 ",,,,,
281,APPLEBEES NEIGHBORHOOD GRILL & BAR,50483,150 CROCK WELLS MILL DRIVE,WINCHESTER,VA,22603,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/8/2010,,11/15/10,," $ 2,000.00 ",,,,,
286,FOSTERS GRILLE,56416,"419 GATEWAY DR., STE 1",WINCHESTER,VA,22603,UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,10/8/2010,,11/22/10,," $ 1,000.00 ",,,,,
56,BATTLETOWN INN,42170,102 W. MAIN STREET,BERRYVILLE,VA,22611,UNDER AGED BUYER,1,N,STAUNTON,APPEAL HEARING,10/8/2009,3/17/2010,7/29/2010,25," $ 2,000.00 ",,,,,
285,XPRESS STOP,75088,9181 N FREDERICK PIKE,CROSS JUNCTION,VA,22625,UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,10/5/2010,,11/22/10,," $ 1,500.00 ",,,,,
18,GREAT WALL,11702,782 SHOPPING CENTER RD,STRASBURG,VA,22657,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,5/6/2010,,7/7/2010,25,,,,,,
585,DUKES GENERAL STORE,42886,14094 RIXEYVILLE ROAD,CULPEPER,VA,22701,UNDER AGED BUYER,1,N,STAUNTON,APPEAL HEARING,10/1/2010,12/15/2010,03/23/11,," $ 1,000.00 ",,6,,,
272,E E WINE INC ,16762,10076 JAMES MADISON HWY,BEALTON,VA,22712,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/1/2010,,11/08/10,," $ 2,000.00 ",,,,,
603,BOSTON GENERAL STORE,39793,6276 SPERRYVILLE PIKE,BOSTON,VA,22713,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/9/2011,,03/31/11,," $ 2,000.00 ",,,,,
93,211 QUICKE MART,71110,12663 LEE HWY,WASHINGTON,VA,22747,UNDER AGED BUYER,1,Y,STAUNTON,INITIAL HEARING,3/2/2010,7/9/2010,08/11/10,30," $ 3,000.00 ",10,,,,
614,KROGER #310,77996,1790 EAST MARKET STREET,HARRISONBURG,VA,22801,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/18/2011,,04/05/11,," $ 2,000.00 ",,,,,
192,CHIPOTLE MEXICAN GRILLE,61269,"1615 RESERVOIR ST, STE 101",HARRISONBURG,VA,22801,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,8/26/2010,,09/23/10,," $ 2,000.00 ",,,,,
501,TETERS EXXON & DELI,77300,3240 S MAIN STREET,HARRISONBURG,VA,22801,UNDER AGED BUYER,1,Y,STAUNTON,CONSENT SETTLEMENT,12/10/2010,,02/10/11,," $ 2,000.00 ",,,,,
118,THE ARTFUL DODGER COFFEEHOUSE,21494,47 COURT SQUARE,HARRISONBURG,VA,22801,UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,5/6/2010,,08/18/10,," $ 1,500.00 ",,,,,
222,THE ARTFUL DODGER COFFEEHOUSE,21494,47 COURT SQUARE,HARRISONBURG,VA,22801,UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,5/6/2010,,10/08/10,," $ 1,000.00 ",,,,,
709,HIGH UP OF LURAY LLC,61417,725 E. MAIN STREET,LURAY,VA,22835,UNDER AGED BUYER,1,Y,STAUNTON,OFFER IN COMPROMISE,4/15/2011,,05/31/11,," $ 4,500.00 ",2,,,,LICENSEE TO SIGN UP FOR 7-12-11 RSVP TRAINING
38,FAIRVIEW GROCERY INC,51634,101 S. ANTIOCH ROAD,LURAY,VA,22835,UNDER AGED BUYER,1,Y,STAUNTON,OFFER IN COMPROMISE,3/9/2010,,07/16/10, ," $ 3,000.00 ",10,,,,
374,BOS BELLY BARN,59099,163 W OLD CROSS RD,NEW MARKET,VA,22844,UNDER AGED BUYER,1,Y,STAUNTON,INITIAL HEARING,6/29/2010,11/8/2010,12/21/10,30," $ 3,000.00 ",10,,,,
