Name: “Table 1 of 1 on page 23 of 26”,Name: “Table 1 of 1 on page 23 of 26”,Name: “Table 1 of 1 on page 23 of 26”,Name: “Table 1 of 1 on page 23 of 26”,Name: “Table 1 of 1 on page 23 of 26”,Name: “Table 1 of 1 on page 23 of 26”,Name: “Table 1 of 1 on page 23 of 26”,Name: “Table 1 of 1 on page 23 of 26”,Name: “Table 1 of 1 on page 23 of 26”
015,Augusta Co,134.9,116.9,"1,171.8","1,101.3",164.9,155.2,
017,Bath Co,20.0,64.4,279.3,816.0,110.5,255.4,
019,Bedford Co,95.8,69.3,"1,404.7","1,207.3",229.6,142.3,
021,Bland Co,43.9,73.3,907.0,762.7,336.8,434.4,
023,Botetourt Co,64.2,72.9,"1,091.3",871.6,311.7,441.5,
025,Brunswick Co,54.8,93.0,586.8,"1,174.1",330.2,250.6,
027,Buchanan Co,220.5,139.9,"2,292.9","2,226.4",264.7,303.9,
029,Buckingham Co,176.0,150.5,"1,307.5","1,383.3",197.3,355.2,
031,Campbell Co,191.5,107.2,"1,944.5","1,702.6",119.1,104.0,
033,Caroline Co,385.5,129.0,"1,165.5","1,771.6",189.8,431.1,
035,Carroll Co,112.2,136.8,"1,206.9","2,031.3",341.0,253.6,
036,Charles City Co,184.9,69.1,810.8,248.6,128.1,105.7,
037,Charlotte Co,293.9,167.9,992.9,975.6,798.2,324.0,
041,Chesterfield Co,211.6,120.8,"2,859.6","2,083.5",590.0,752.8,
043,Clarke Co,332.0,91.2,"1,729.7","1,318.6",273.4,196.9,
045,Craig Co,375.1,98.1,276.4,255.0,44.3,571.2,
047,Culpeper Co,210.3,206.4,"1,627.9","1,539.7",755.0,559.4,
049,Cumberland Co,165.0,90.3,857.8,351.1,98.8,205.1,
051,Dickenson Co,93.3,114.4,"1,238.0","1,505.6",75.9,672.0,
053,Dinwiddie Co,139.8,154.0,"2,552.1","1,540.2",164.5,642.6,
057,Essex Co,208.5,223.1,"2,134.2","1,829.5",373.0,555.7,
059,Fairfax Co,56.8,89.9,"1,840.5","1,431.3",128.7,388.3,
061,Fauquier Co,174.3,87.8,"1,271.3","1,395.5",523.9,943.0,
063,Floyd Co,28.2,71.5,"1,023.1","1,196.5",46.9,550.2,
065,Fluvanna Co,155.1,49.9,948.9,813.5,96.2,166.1,
067,Franklin Co,120.0,113.4,"1,374.9","1,529.6",136.7,226.6,
069,Frederick Co,120.0,100.4,"1,909.6","2,018.4",250.6,558.9,
071,Giles Co,125.0,175.2,"1,089.3","1,903.8",27.5,524.8,
073,Gloucester Co,136.7,97.6,"1,492.7","1,406.5",569.5,449.2,
075,Goochland Co,193.1,146.2,"1,016.5",973.4,12.4,187.0,
077,Grayson Co,60.4,130.5,887.8,"1,154.7",159.9,351.5,
079,Greene Co,116.5,144.7,815.6,"1,377.3",325.3,187.0,
081,Greensville Co,524.1,132.1,"1,125.5","1,403.6",157.0,533.3,
083,Halifax Co,238.4,188.6,"1,514.1","2,429.6",256.7,449.9,
085,Hanover Co,116.0,73.7,"1,488.5","1,327.5",422.6,646.3,
087,Henrico Co,204.7,138.8,"3,758.9","2,467.7",348.7,345.1,
089,Henry Co,351.0,312.6,"2,835.8","2,806.1",273.3,181.8,
091,Highland Co,163.3,88.2,693.9,397.0,173.4,284.1,
093,Isle of Wight Co,144.3,144.2,"2,449.4","1,736.6",277.7,127.3,
095,James City Co,139.2,118.8,"1,902.5","1,423.8",362.4,290.4,
097,King & Queen Co,45.6,142.9,0.0,929.0,234.3,271.5,
,,,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,VIRGINIA DEPARTMENT OF CRIMINAL JUSTICE SERVICES,23
