Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”,Name: “Table 1 of 1 on page 15 of 179”
6,"Pittsburgh-New Castle-Weirton, PA-OH-WV","2,661,369","522,226","472,879","53,760","214,860","149,397","207,620","229,649","327,390"
7,"Fairbanks, AK","100,272","24,757","7,165","2,177","6,771","3,554","4,060","4,739","8,847"
8,"Salt Lake City-Provo-Orem, UT","2,350,274","735,347","204,516","52,201","143,124","61,102","87,864","113,663","287,433"
9,"El Paso-Las Cruces, TX-NM","1,045,180","299,658","115,604","23,081","54,409","39,900","54,711","76,037","251,188"
10,"San Jose-San Francisco-Oakland, CA","8,370,967","1,870,295","1,071,176","164,061","574,247","305,542","440,420","646,630","1,018,010"
11,"Logan, UT-ID","128,306","40,072","11,141","2,919","7,736","3,286","4,635","5,919","19,089"
12,"Missoula, MT","110,977","21,388","13,807","1,637","8,559","4,833","6,353","5,511","16,277"
13,"Davenport-Moline, IA-IL","474,226","111,869","74,476","8,163","29,901","22,955","31,878","36,165","59,914"
14,"Chicago-Naperville, IL-IN-WI","9,899,902","2,416,660","1,205,623","224,825","637,270","446,747","576,699","691,916","1,422,025"
15,"Phoenix-Mesa-Scottsdale, AZ","4,329,534","1,110,210","573,413","94,629","278,199","187,356","266,697","335,194","739,213"
16,"Indianapolis-Carmel-Muncie, IN","2,310,360","580,360","284,320","54,927","156,574","129,262","161,629","183,582","339,595"
16,"New York-Newark, NY-NJ-CT-PA","23,362,099","5,226,786","3,220,554","488,177","1,662,512","1,068,245","1,392,908","1,710,199","3,232,239"
18,"Harrisburg-York-Lebanon, PA","1,228,559","272,205","191,293","28,289","96,565","63,765","87,181","98,027","134,306"
18,"Lancaster, PA","526,823","128,066","82,655","13,309","40,265","26,506","36,476","40,662","59,731"
20,"San Diego-Carlsbad, CA","3,177,063","726,268","380,276","63,708","215,294","111,464","158,275","233,550","465,651"
21,"Seattle-Tacoma, WA","4,399,332","977,724","546,985","65,294","331,831","190,214","237,015","293,198","515,767"
21,"Yakima, WA","246,977","74,562","29,906","4,979","16,695","9,646","12,181","14,799","55,498"
23,"Green Bay-Shawano, WI","357,045","85,395","49,693","6,544","23,279","13,981","21,166","22,498","40,952"
23,"South Bend-Elkhart-Mishawaka, IN-MI","721,296","180,494","105,222","17,084","51,094","41,574","54,437","59,597","117,073"
25,"Sacramento-Roseville, CA","2,462,722","595,104","325,693","52,202","165,261","89,297","130,118","189,132","408,101"
Notes:,,,,,,,,,,
1. Cities are ranked using the highest weighted average for any county within that Combined or Metropolitan Statistical Area.,1. Cities are ranked using the highest weighted average for any county within that Combined or Metropolitan Statistical Area.,1. Cities are ranked using the highest weighted average for any county within that Combined or Metropolitan Statistical Area.,1. Cities are ranked using the highest weighted average for any county within that Combined or Metropolitan Statistical Area.,,,,,,,
2. Total Population represents the at-risk populations for all counties within the respective Combined or Metropolitan Statistical Area.,2. Total Population represents the at-risk populations for all counties within the respective Combined or Metropolitan Statistical Area.,2. Total Population represents the at-risk populations for all counties within the respective Combined or Metropolitan Statistical Area.,2. Total Population represents the at-risk populations for all counties within the respective Combined or Metropolitan Statistical Area.,2. Total Population represents the at-risk populations for all counties within the respective Combined or Metropolitan Statistical Area.,,,,,,
"3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.","3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.","3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.","3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.","3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.","3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.",,,,,
4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,,
5. Adult asthma estimates are for those 18 years and older and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,5. Adult asthma estimates are for those 18 years and older and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,5. Adult asthma estimates are for those 18 years and older and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,5. Adult asthma estimates are for those 18 years and older and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,5. Adult asthma estimates are for those 18 years and older and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,5. Adult asthma estimates are for those 18 years and older and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,5. Adult asthma estimates are for those 18 years and older and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,5. Adult asthma estimates are for those 18 years and older and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,5. Adult asthma estimates are for those 18 years and older and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,,
"6. Adding across rows does not produce valid estimates, e.g., summing pediatric and adult asthma.","6. Adding across rows does not produce valid estimates, e.g., summing pediatric and adult asthma.","6. Adding across rows does not produce valid estimates, e.g., summing pediatric and adult asthma.",,,,,,,,
"7. COPD estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","7. COPD estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","7. COPD estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","7. COPD estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","7. COPD estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","7. COPD estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","7. COPD estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).",,,,
"8. CV disease is cardiovascular disease and estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","8. CV disease is cardiovascular disease and estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","8. CV disease is cardiovascular disease and estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","8. CV disease is cardiovascular disease and estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","8. CV disease is cardiovascular disease and estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","8. CV disease is cardiovascular disease and estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","8. CV disease is cardiovascular disease and estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","8. CV disease is cardiovascular disease and estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","8. CV disease is cardiovascular disease and estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).",,
"9. Diabetes estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","9. Diabetes estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","9. Diabetes estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","9. Diabetes estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","9. Diabetes estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","9. Diabetes estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).","9. Diabetes estimates are for adults 18 and over who have been diagnosed within their lifetime, based on state rates (BRFSS) applied to population estimates (U.S. Census).",,,,
10. Poverty estimates come from the U.S. Census Bureau and are for all ages.,10. Poverty estimates come from the U.S. Census Bureau and are for all ages.,10. Poverty estimates come from the U.S. Census Bureau and are for all ages.,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,13
