Name: “Table 1 of 1 on page 24 of 53”,Name: “Table 1 of 1 on page 24 of 53”,Name: “Table 1 of 1 on page 24 of 53”,Name: “Table 1 of 1 on page 24 of 53”,Name: “Table 1 of 1 on page 24 of 53”,Name: “Table 1 of 1 on page 24 of 53”,Name: “Table 1 of 1 on page 24 of 53”
analyses are based were from agencies having a good deal of experience with crime prevention programming.,analyses are based were from agencies having a good deal of experience with crime prevention programming.,analyses are based were from agencies having a good deal of experience with crime prevention programming.,analyses are based were from agencies having a good deal of experience with crime prevention programming.,analyses are based were from agencies having a good deal of experience with crime prevention programming.,analyses are based were from agencies having a good deal of experience with crime prevention programming.,analyses are based were from agencies having a good deal of experience with crime prevention programming.
"NOTE: From this point forward and unless otherwise noted, the locality practitioners will be referred to as “the specialists“ or “the","NOTE: From this point forward and unless otherwise noted, the locality practitioners will be referred to as “the specialists“ or “the","NOTE: From this point forward and unless otherwise noted, the locality practitioners will be referred to as “the specialists“ or “the","NOTE: From this point forward and unless otherwise noted, the locality practitioners will be referred to as “the specialists“ or “the","NOTE: From this point forward and unless otherwise noted, the locality practitioners will be referred to as “the specialists“ or “the","NOTE: From this point forward and unless otherwise noted, the locality practitioners will be referred to as “the specialists“ or “the","NOTE: From this point forward and unless otherwise noted, the locality practitioners will be referred to as “the specialists“ or “the"
"specialist sample,” and the locality CEOs will be referred to as “the CEOs” or “the CEO sample.”","specialist sample,” and the locality CEOs will be referred to as “the CEOs” or “the CEO sample.”","specialist sample,” and the locality CEOs will be referred to as “the CEOs” or “the CEO sample.”","specialist sample,” and the locality CEOs will be referred to as “the CEOs” or “the CEO sample.”","specialist sample,” and the locality CEOs will be referred to as “the CEOs” or “the CEO sample.”","specialist sample,” and the locality CEOs will be referred to as “the CEOs” or “the CEO sample.”",
Agenices Represented in the Comparison Samples,Agenices Represented in the Comparison Samples,Agenices Represented in the Comparison Samples,,,,
CEO: 114 CEOs from 114 Agencies,CEO: 114 CEOs from 114 Agencies,Specialist: 176 Specialists from 90 Agencies,Specialist: 176 Specialists from 90 Agencies,Specialist: 176 Specialists from 90 Agencies,,
CEO’s,From,%,Specialists,%,From,
32,City Police Departments,28%,52,30%,City Police Departments (30),City Police Departments (30)
8,County Police Departments,7%,54,31%,County Police Departments (8),County Police Departments (8)
13,Town Police Departments,11%,11,6%,Town Police Departments (9),Town Police Departments (9)
60,County Sheriff Offices,53%,55,31%,County Sheriff Offices (40),County Sheriff Offices (40)
1,City Sheriff ’s Office,1%,4,2%,City Sheriff ’s Office (3),City Sheriff ’s Office (3)
114,,100%,176,100%,,
24,"Three exceptions were the Arlington Co, Roanoke City and Roanoke Co sheriff ’s offices.","Three exceptions were the Arlington Co, Roanoke City and Roanoke Co sheriff ’s offices.","Three exceptions were the Arlington Co, Roanoke City and Roanoke Co sheriff ’s offices.","Three exceptions were the Arlington Co, Roanoke City and Roanoke Co sheriff ’s offices.",,
25,Survey responses from the 41 Chiefs and 6 Sheriffs excluded here for comparison purposes are included in later analyses that deal with the,Survey responses from the 41 Chiefs and 6 Sheriffs excluded here for comparison purposes are included in later analyses that deal with the,Survey responses from the 41 Chiefs and 6 Sheriffs excluded here for comparison purposes are included in later analyses that deal with the,Survey responses from the 41 Chiefs and 6 Sheriffs excluded here for comparison purposes are included in later analyses that deal with the,Survey responses from the 41 Chiefs and 6 Sheriffs excluded here for comparison purposes are included in later analyses that deal with the,Survey responses from the 41 Chiefs and 6 Sheriffs excluded here for comparison purposes are included in later analyses that deal with the
,overall status of Virginia’s crime prevention efforts.,overall status of Virginia’s crime prevention efforts.,,,,
,,,,,,Page 19
