Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”
"Report only information on a student's most recent testing data. Students who were pre-tested prior to July 1, 2010, may be","Report only information on a student's most recent testing data. Students who were pre-tested prior to July 1, 2010, may be","Report only information on a student's most recent testing data. Students who were pre-tested prior to July 1, 2010, may be","Report only information on a student's most recent testing data. Students who were pre-tested prior to July 1, 2010, may be","Report only information on a student's most recent testing data. Students who were pre-tested prior to July 1, 2010, may be","Report only information on a student's most recent testing data. Students who were pre-tested prior to July 1, 2010, may be","Report only information on a student's most recent testing data. Students who were pre-tested prior to July 1, 2010, may be"
included if their post-test was administered during the reporting year. Students who were post-tested after the reporting year,included if their post-test was administered during the reporting year. Students who were post-tested after the reporting year,included if their post-test was administered during the reporting year. Students who were post-tested after the reporting year,included if their post-test was administered during the reporting year. Students who were post-tested after the reporting year,included if their post-test was administered during the reporting year. Students who were post-tested after the reporting year,included if their post-test was administered during the reporting year. Students who were post-tested after the reporting year,included if their post-test was administered during the reporting year. Students who were post-tested after the reporting year
"ended should be counted in the following year. Throughout the tables, report numbers for juvenile detention and correctional","ended should be counted in the following year. Throughout the tables, report numbers for juvenile detention and correctional","ended should be counted in the following year. Throughout the tables, report numbers for juvenile detention and correctional","ended should be counted in the following year. Throughout the tables, report numbers for juvenile detention and correctional","ended should be counted in the following year. Throughout the tables, report numbers for juvenile detention and correctional","ended should be counted in the following year. Throughout the tables, report numbers for juvenile detention and correctional","ended should be counted in the following year. Throughout the tables, report numbers for juvenile detention and correctional"
facilities together in a single column. Below the tables is an FAQ about the data collected in these tables.,facilities together in a single column. Below the tables is an FAQ about the data collected in these tables.,facilities together in a single column. Below the tables is an FAQ about the data collected in these tables.,facilities together in a single column. Below the tables is an FAQ about the data collected in these tables.,facilities together in a single column. Below the tables is an FAQ about the data collected in these tables.,facilities together in a single column. Below the tables is an FAQ about the data collected in these tables.,
,Performance Data,,,,,
,(Based on most recent,Neglected,Juvenile,Juvenile,Adult,Other
,testing data),Programs,Detention,Corrections,Corrections,Programs
Long-term students who tested below,Long-term students who tested below,,,,,
grade level upon entry,grade level upon entry,"n
    ","1,203",397,"n
    ","n
    "
Long-term students who have complete,Long-term students who have complete,,,,,
pre- and post-test results (data),pre- and post-test results (data),"n
    ","1,504",420,"n
    ","n
    "
"Of the students reported in the second row above, indicate the number who showed:","Of the students reported in the second row above, indicate the number who showed:","Of the students reported in the second row above, indicate the number who showed:","Of the students reported in the second row above, indicate the number who showed:","Of the students reported in the second row above, indicate the number who showed:",,
,Performance Data,,,,,
,(Based on most recent,Neglected,Juvenile,Juvenile,Adult,Other
,pre/post-test data).,Programs,Detention,Corrections,Corrections,Programs
Negative grade level change from the pre-,Negative grade level change from the pre-,,,,,
to post-test exams,to post-test exams,"n
    ",221,"n
    ","n
    ","n
    "
No change in grade level from the pre- to,No change in grade level from the pre- to,,,,,
post-test exams,post-test exams,"n
    ",146,"n
    ","n
    ","n
    "
Improvement of up to 1/2 grade level from,Improvement of up to 1/2 grade level from,,,,,
the pre- to post-test exams,the pre- to post-test exams,"n
    ",337,104,"n
    ","n
    "
Improvement from 1/2 up to one full grade,Improvement from 1/2 up to one full grade,,,,,
level from the pre- to post-test exams,level from the pre- to post-test exams,"n
    ",272,216,"n
    ","n
    "
Improvement of more than one full grade,Improvement of more than one full grade,,,,,
level from the pre- to post-test exams,level from the pre- to post-test exams,"n
    ",528,100,"n
    ","n
    "
Comments:,Comments:,,,,,
FAQ on long-term students:,FAQ on long-term students:,,,,,
"What is long-term? Long-term refers to students who were enrolled for at least 90 consecutive calendar days from July 1, 2010","What is long-term? Long-term refers to students who were enrolled for at least 90 consecutive calendar days from July 1, 2010","What is long-term? Long-term refers to students who were enrolled for at least 90 consecutive calendar days from July 1, 2010","What is long-term? Long-term refers to students who were enrolled for at least 90 consecutive calendar days from July 1, 2010","What is long-term? Long-term refers to students who were enrolled for at least 90 consecutive calendar days from July 1, 2010","What is long-term? Long-term refers to students who were enrolled for at least 90 consecutive calendar days from July 1, 2010","What is long-term? Long-term refers to students who were enrolled for at least 90 consecutive calendar days from July 1, 2010"
"through June 30, 2011.","through June 30, 2011.",,,,,
