(Isle of Wight),,,impact,,five minutes to Suffolk.,
Thomas Woods,,,,,,
,4 residences,4 residences,,,,
Trail (Rt. 614),,,--,5,No impact,
,(2 residences),(2 residences),,,,
(Isle of Wight),,,,,,
Mill Creek Drive/,,,,,,
Barrett Town,20 residences,20 residences,,,,
,,,--,33,No impact,
(Rts. 638 and 641),(12 residences),(12 residences),,,,
(Isle of Wight),,,,,,
,,,,,Improved mobility for emergency vehicles and non-motorized,Improved mobility for emergency vehicles and non-motorized
,,,,,travel on Route 460.,
,,,"Impact,",,Non-motorized travel would be affected by increased traffic,Non-motorized travel would be affected by increased traffic
Windsor,,,,,,
,2 residences,2 residences,not,12,levels on Route 258 (Bank Street) at the interchange ramp,levels on Route 258 (Bank Street) at the interchange ramp
(Isle of Wight),,,,,,
,,,adverse,,areas.,
,,,,,Direct access to additional hurricane evacuation route.,Direct access to additional hurricane evacuation route.
,,,,,Provides 15 minutes of travel time savings to Petersburg.,Provides 15 minutes of travel time savings to Petersburg.
Kings Fork,3 residences,3 residences,,,,
,,,--,10,Provides 18 minutes of travel time savings to Petersburg.,Provides 18 minutes of travel time savings to Petersburg.
(Suffolk),(2 residences),(2 residences),,,,
"Source: Parsons Brinkerhoff and Michael Baker Jr., 2005.","Source: Parsons Brinkerhoff and Michael Baker Jr., 2005.","Source: Parsons Brinkerhoff and Michael Baker Jr., 2005.","Source: Parsons Brinkerhoff and Michael Baker Jr., 2005.",,,
-- Visual impacts not determined at the neighborhood level.,-- Visual impacts not determined at the neighborhood level.,-- Visual impacts not determined at the neighborhood level.,-- Visual impacts not determined at the neighborhood level.,-- Visual impacts not determined at the neighborhood level.,,
"*When different, displacements impacts are provided for both Planning Corridor and Design Corridor, with Design Corridor totals in","*When different, displacements impacts are provided for both Planning Corridor and Design Corridor, with Design Corridor totals in","*When different, displacements impacts are provided for both Planning Corridor and Design Corridor, with Design Corridor totals in","*When different, displacements impacts are provided for both Planning Corridor and Design Corridor, with Design Corridor totals in","*When different, displacements impacts are provided for both Planning Corridor and Design Corridor, with Design Corridor totals in","*When different, displacements impacts are provided for both Planning Corridor and Design Corridor, with Design Corridor totals in","*When different, displacements impacts are provided for both Planning Corridor and Design Corridor, with Design Corridor totals in"
parenthesis.,,,,,,
**Travel time savings are compared to 2026 No Build,**Travel time savings are compared to 2026 No Build,**Travel time savings are compared to 2026 No Build,**Travel time savings are compared to 2026 No Build,,,
Route 460 Location Study,Route 460 Location Study,Route 460 Location Study,,4-17,Draft Environmental Impact Statement,Draft Environmental Impact Statement
,,,,,May,2005
