REGION,ZIPCODE,DATE OF EVENT,TRADE NAME,LICENSE No,ADDRESS,CITY,STATE
4 - Alexandria,20111-1741, 07/28/2009,Centreville BP,52410,7206 Centreville Rd,Manassas,VA
4 - Alexandria,20111-1741, 07/28/2009,Centreville BP,52410,7206 Centreville Rd,Manassas,VA
7 - Hampton,23663, 07/29/2009,Quick Stop-Hampton,42194,1970 E Pembroke Ave,Hampton,VA
1 - Roanoke,24065, 07/30/2009,Stop In Food Stores # 131,5382,24875 Virgil H Goode Hwy,Boones Mill,VA
1 - Roanoke,24151, 07/30/2009,Edible Vibe Cafe & Coffee House,56817,315 Franklin St,Rocky Mount,VA
1 - Roanoke,24088, 07/30/2009,El Torito,42681,8160 Franklin St,Ferrum,VA
1 - Roanoke,24102, 07/30/2009,M & L Mart,38628,12825 Henry Rd,Henry,VA
1 - Roanoke,24101-3832, 07/30/2009,Windy Gap Market,25986,5880 Jubal Early Hwy,Hardy,VA
1 - Roanoke,24153-8242, 07/30/2009,Riverside Quickette,49852,5956 W Main St,Salem,VA
1 - Roanoke,24121, 07/30/2009,Mangos Bar & Grill,17014,16430 Booker T Washington Hwy Ste 20,Moneta,VA
1 - Roanoke,24064, 07/30/2009,Blue Ridge Service Center,24274,3750 Blue Ridge Blvd,Blue Ridge,VA
1 - Roanoke,24179-4611, 07/30/2009,Smokeys Restaurant & Lounge,52345,1919 E Washington Ave,Vinton,VA
1 - Roanoke,24017-3013, 07/30/2009,Jordan Mart,1520,2607 Cove Rd NW,Roanoke,VA
3 - Charlottesville/Staunton,22849, 07/31/2009,Valley's,14402,601 4th St,Shenandoah,VA
3 - Charlottesville/Staunton,22851, 07/31/2009,Ciro's Pizza,19557,558D W Main St,Stanley,VA
3 - Charlottesville/Staunton,22835-1232, 07/31/2009,West Main Market LLC,53348,123 W Main St,Luray,VA
3 - Charlottesville/Staunton,22835, 07/31/2009,Court House Antiques & Reproductions,55173,14 E Main St,Luray,VA
3 - Charlottesville/Staunton,22835-1615, 07/31/2009,Rancho Viejo,45085,709 E Main St,Luray,VA
3 - Charlottesville/Staunton,22630, 07/31/2009,Shortys General Store,40134,2431 Rivermont Dr,Front Royal,VA
3 - Charlottesville/Staunton,22630-8440, 07/31/2009,Rivermont Grocery,46529,235 Rivermont Dr,Front Royal,VA
3 - Charlottesville/Staunton,22630-2196, 07/31/2009,China Jade Restaurant,49715,239 South St Ste A,Front Royal,VA
3 - Charlottesville/Staunton,22630-2115, 07/31/2009,Martins Food Market 282,27608,409 South St,Front Royal,VA
3 - Charlottesville/Staunton,22630-2709, 07/31/2009,Family Convenience Store,46416,525 N Royal Ave,Front Royal,VA
3 - Charlottesville/Staunton,22630-3644, 07/31/2009,East Coast # 4027,13294,1710 N Shenandoah Ave,Front Royal,VA
3 - Charlottesville/Staunton,22664, 08/05/2009,Paisanos An Italian Place,6880,483 W Reservoir Rd,Woodstock,VA
3 - Charlottesville/Staunton,22664-2005, 08/05/2009,Wal Mart Supercenter # 2647,16169,461 W Reservoir Rd,Woodstock,VA
3 - Charlottesville/Staunton,22664-1003, 08/05/2009,Pizza Hut,40965,325 W Reservoir Rd,Woodstock,VA
3 - Charlottesville/Staunton,22664, 08/05/2009,CVS Pharmacy # 7518,49131,221 W Reservoir Rd,Woodstock,VA
3 - Charlottesville/Staunton,22664, 08/05/2009,Food Lion 331,9665,1029 S Main St,Woodstock,VA
3 - Charlottesville/Staunton,22664-1259, 08/05/2009,Kangaroo Express # 3211,5861,629 S Main St,Woodstock,VA
3 - Charlottesville/Staunton,22664, 08/05/2009,Woodstock Cafe and Shoppes,38526,117 S Main St,Woodstock,VA
3 - Charlottesville/Staunton,22645, 08/05/2009,Middletown Market,58281,7607 Main St,Middletown,VA
3 - Charlottesville/Staunton,22655-2978, 08/05/2009,CBs Corner,41495,381 Fairfax Pike,Stephens City,VA
3 - Charlottesville/Staunton,22601-4484, 08/05/2009,Ruby Tuesday,78240,1685 S Pleasant Valley Rd,Winchester,VA
3 - Charlottesville/Staunton,22602-4300, 08/05/2009,Food Lion 1281,9899,190 Delco Plz,Winchester,VA
3 - Charlottesville/Staunton,22601-4717, 08/05/2009,Union Jack Pub & Restaurant,55066,101 N Loudoun St,Winchester,VA
3 - Charlottesville/Staunton,22603, 08/05/2009,Backseat Bar and Grill,33980,104 Full House Dr,Winchester,VA
3 - Charlottesville/Staunton,22601, 08/05/2009,Hampton Inn,8015,1204 Berryville Ave,Winchester,VA
4 - Alexandria,22207-2528, 08/06/2009,Hemkund Exxon,73395,4746 Lee Hwy,Arlington,VA
4 - Alexandria,22203-1623, 08/06/2009,Caribbean Breeze,35412,4100 Fairfax Dr,Arlington,VA
4 - Alexandria,22203, 08/06/2009,Harris Teeter # 86,7439,600 N Glebe Rd,Arlington,VA
4 - Alexandria,22207-1611, 08/06/2009,Sushi Zen,76445,2457 N Harrison St,Arlington,VA
4 - Alexandria,22203-2603, 08/06/2009,Crystal Thai Restaurant,59667,4819 1st St N,Arlington,VA
4 - Alexandria,22204-3010, 08/06/2009,Asian Grocery Market,56874,4809 Columbia Pike,Arlington,VA
4 - Alexandria,22206-1045, 08/06/2009,7 Eleven Store 2554 22343 B,54798,4689 King St,Arlington,VA
4 - Alexandria,20190-4993, 08/07/2009,Paisonos,56577,12050 North Shore Dr,Reston,VA
4 - Alexandria,20190-4305, 08/07/2009,Lakeside Pharmacy,7940,1641 Washington Plz N,Reston,VA
4 - Alexandria,20190-3326, 08/07/2009,Romanos Macaroni Grill,55589,1845 Fountain Dr,Reston,VA
4 - Alexandria,22066-1818, 08/07/2009,Dantes Ristorante,50331,1148 Walker Rd,Great Falls,VA
4 - Alexandria,22066-2825, 08/07/2009,Romantica Pizzeria Deli,7889,9906 Georgetown Pike,Great Falls,VA
4 - Alexandria,22066-2825, 08/07/2009,7 Eleven Store 2581 10651 H,7681,9908 Georgetown Pike,Great Falls,VA
8 - Chesapeake,23452, 08/07/2009,Just One More Bar & Grill,27041,2548 Virginia Beach Blvd Ste 101,Virginia Beach,VA
8 - Chesapeake,23452, 08/07/2009,Bonefish Grill # 0753,40358,3333 Virginia Beach Blvd Ste 41,Virginia Beach,VA
8 - Chesapeake,23452-1238, 08/07/2009,Gus & Georges Spaghetti & Steak House,38588,4312 Virginia Beach Blvd,Virginia Beach,VA
8 - Chesapeake,23462, 08/07/2009,Sonoma Wine Bar & Bistro,39260,189 Central Park Ave,Virginia Beach,VA
8 - Chesapeake,23451-6138, 08/07/2009,Rite Aid # 1811,6527,1661 Laskin Rd,Virginia Beach,VA
8 - Chesapeake,23451-6139, 08/07/2009,Taste Unlimited,45337,638 Hilltop West Shopping Ctr,Virginia Beach,VA
8 - Chesapeake,23451-6374, 08/07/2009,Birdneck Food Mart,40088,580 N Birdneck Rd,Virginia Beach,VA
8 - Chesapeake,23451, 08/07/2009,Sakura Japanese Restaurant,47039,3623 Pacific Ave,Virginia Beach,VA
8 - Chesapeake,23451, 08/07/2009,Courtyard VB Oceanfront North 37th St,53468,3737 Atlantic Ave,Virginia Beach,VA
8 - Chesapeake,23451, 08/07/2009,North End Pizza,39872,3420 Atlantic Ave,Virginia Beach,VA
8 - Chesapeake,23451, 08/07/2009,Boneheads Beach Bistro,56355,203 34th St,Virginia Beach,VA
8 - Chesapeake,23451-2854, 08/07/2009,Tortugas Cafe & Tiki Bar,38910,3401 Atlantic Ave,Virginia Beach,VA
8 - Chesapeake,23451, 08/07/2009,Offshore Bar & Grill,43867,2973 Shore Dr,Virginia Beach,VA
8 - Chesapeake,23451-1299, 08/07/2009,Lynnhaven Fish House,54103,2350 Starfish Rd,Virginia Beach,VA
8 - Chesapeake,23451-1207, 08/07/2009,The Half Shell,43383,2917 Shore Dr,Virginia Beach,VA
8 - Chesapeake,23347, 08/08/2009,Fas Mart # 218,26104,16476 Lankford Hwy,Eastville,VA
8 - Chesapeake,23347, 08/08/2009,Yiannis Market & Deli,52425,15508 Courthouse Rd,Eastville,VA
8 - Chesapeake,23306, 08/08/2009,VA607 Chevron Corner Mart,43749,36380 Lankford Hwy,Belle Haven,VA
8 - Chesapeake,23418, 08/08/2009,C W Cheers,52028,25188 Lankford Hwy,Onley,VA
8 - Chesapeake,23337, 08/08/2009,Royal Farms # 30,36431,33620 Chincoteague Rd,Wallops Island,VA
8 - Chesapeake,23336, 08/08/2009,Fas Mart #202,26101,4130 Main St,Chincoteague,VA
8 - Chesapeake,23442, 08/08/2009,VA603 Chevron Corner Mart,43747,10361 Lankford Hwy,Temperanceville,VA
1 - Roanoke,24153-6403, 08/10/2009,Apple Market,31338,2035 Roanoke Blvd,Salem,VA
1 - Roanoke,24153-2319, 08/10/2009,P n N Market 110,52179,351 Wildwood Rd,Salem,VA
1 - Roanoke,24153, 08/10/2009,Big Kmart # 3544,2920,1355 W Main St,Salem,VA
1 - Roanoke,24153-3114, 08/10/2009,Famous Anthonys,70694,1716 W Main St,Salem,VA
1 - Roanoke,24153, 08/10/2009,Charbels Sports Grill,45246,912 E Main St,Salem,VA
1 - Roanoke,24153-6916, 08/10/2009,Peppers,36156,219 Apperson Dr,Salem,VA
1 - Roanoke,24153, 08/10/2009,Tokyo Express,48461,1940 W Main St,Salem,VA
1 - Roanoke,24112, 08/10/2009,Smokers Choice,47317,1015 Liberty St,Martinsville,VA
1 - Roanoke,24112, 08/10/2009,Taylors Supermarket,54187,624 Northside Dr,Martinsville,VA
1 - Roanoke,24112-2624, 08/10/2009,Community Market Inc  2,76043,314 Fayette St,Martinsville,VA
1 - Roanoke,24019-4232, 08/10/2009,Kangaroo Express # 3718,39979,7107 Williamson Rd,Roanoke,VA
1 - Roanoke,24112, 08/10/2009,Wild Magnolia,52169,730 E Church St,Martinsville,VA
1 - Roanoke,24112, 08/10/2009,Druid Lanes,54027,1051 Spruce St,Martinsville,VA
1 - Roanoke,24012-1244, 08/10/2009,AMF Hilltop Lanes # 519,75325,5918 Williamson Rd,Roanoke,VA
4 - Alexandria,22204-4305, 08/10/2009,Thai Square Restaurant,75467,3217 Columbia Pike,Arlington,VA
4 - Alexandria,22204-4409, 08/10/2009,CVS/Pharmacy 2142,76085,2601 Columbia Pike,Arlington,VA
4 - Alexandria,22202-4601, 08/10/2009,Tokyo Cafe,48875,2146 Crystal Plaza Arc,Arlington,VA
1 - Roanoke,24012-1437, 08/10/2009,Papa Ds,4668,5435 Williamson Rd,Roanoke,VA
1 - Roanoke,24112, 08/10/2009,Do Drop In,49085,201 Chatham Rd,Martinsville,VA
4 - Alexandria,22305-2225, 08/10/2009,24 Express Food Stores,42275,4007 Mount Vernon Ave,Alexandria,VA
1 - Roanoke,24012-1323, 08/10/2009,Kroger # 325,78001,5050 Rutgers St NW,Roanoke,VA
1 - Roanoke,24148, 08/10/2009,Royal Pantry,51106,5781 Greensboro Rd,Ridgeway,VA
4 - Alexandria,22305-2409, 08/10/2009,El Pulgarcito Restaurant,46370,3838 Mount Vernon Ave,Alexandria,VA
4 - Alexandria,22305-2301, 08/10/2009,Foodway,60325,206 W Glebe Rd,Alexandria,VA
4 - Alexandria,22305-2604, 08/10/2009,7 Eleven Store 2554 10765 A,51188,3412 Mount Vernon Ave,Alexandria,VA
1 - Roanoke,24012-2018, 08/10/2009,TGI Fridays,12296,4869 Valley View Blvd NW,Roanoke,VA
4 - Alexandria,22305-2617, 08/10/2009,Pho King,44794,3108B Mount Vernon Ave,Alexandria,VA
1 - Roanoke,24012-2001, 08/10/2009,Buffalo Wild Wings Grill & Bar,41081,4802 Valley View Blvd NW,Roanoke,VA
1 - Roanoke,24012, 08/10/2009,Red Robin Americas Gourmet Burgers & Spirits,43038,4802 Valley View Blvd NW,Roanoke,VA
1 - Roanoke,24012, 08/10/2009,P n N Market 97,26597,1650 Hershberger Rd NW,Roanoke,VA
4 - Alexandria,20001, 08/10/2009,Tidewater Landing Reagan,44615,Ronald Reagan Wash Natl Airpt Term B,Washington,DC
1 - Roanoke,24112-4806, 08/10/2009,D & A Cafe,22698,1221 Memorial Blvd S,Martinsville,VA
4 - Alexandria,22311-1835, 08/10/2009,7 Eleven Store 2554 10725 A,42254,4949 Seminary Rd,Alexandria,VA
4 - Alexandria,22304-3208, 08/10/2009,The American Cafe # 8813,11047,5801 Duke St,Alexandria,VA
4 - Alexandria,22304-3104, 08/10/2009,Dukes Market Cafe,41603,100 S Reynolds St,Alexandria,VA
4 - Alexandria,22304-3010, 08/10/2009,US Bowling,47050,100 S Pickett St,Alexandria,VA
4 - Alexandria,22304-4308, 08/10/2009,Sakulthai Restaurant,40458,408 S Van Dorn St,Alexandria,VA
4 - Alexandria,22312-2415, 08/10/2009,Bren Mar Deli,77296,5614 General Washington Dr,Alexandria,VA
4 - Alexandria,22202-2517, 08/10/2009,Tortoise and Hare Bar and Grille,48725,567 23rd St S,Arlington,VA
6 - Richmond/FBurg,23063, 08/11/2009,Food Lion 2600,34729,2724 Fairground Rd,Goochland,VA
6 - Richmond/FBurg,23063, 08/11/2009,White Hawk Music Cafe,55721,1940 Sandy Hook Rd Ste A,Goochland,VA
6 - Richmond/FBurg,23233-7402, 08/11/2009,Fast Eddies Jukebox Cafe,57893,12859 Broad Street Rd,Richmond,VA
6 - Richmond/FBurg,23233, 08/11/2009,Bertucci's,33861,11721 W Broad St,Richmond,VA
6 - Richmond/FBurg,23233, 08/11/2009,Umi Sushi Bistro,50106,11645 W Broad St,Richmond,VA
6 - Richmond/FBurg,23233-1111, 08/11/2009,House Of Vietnam,75407,3402 Pump Rd,Richmond,VA
8 - Chesapeake,23454, 08/11/2009,Exxon #80164,39685,2100 Upton Dr,Virginia Beach,VA
8 - Chesapeake,23454, 08/11/2009,La Bella Italia,33041,2133 Upton Dr Ste 128,Virginia Beach,VA
8 - Chesapeake,23454-5872, 08/11/2009,Kellys Tavern,971,2129 General Booth Blvd Ste 202,Virginia Beach,VA
6 - Richmond/FBurg,23230-3916, 08/11/2009,Goldys,55836,4024 W Broad St,Richmond,VA
8 - Chesapeake,23454-5691, 08/11/2009,Exxon #24213,14187,1601 General Booth Blvd,Virginia Beach,VA
6 - Richmond/FBurg,23111-3609, 08/11/2009,The Wrangler Sports Bar & Grill,54669,7073 Mechanicsville Tpke,Mechanicsville,VA
8 - Chesapeake,23454-7311, 08/11/2009,The Club At Atlantic Shores,74856,1200 Atlantic Shores Dr,Virginia Beach,VA
8 - Chesapeake,23451, 08/11/2009,Owls Creek Golf Club,16622,411 S Birdneck Rd,Virginia Beach,VA
6 - Richmond/FBurg,23294-4123, 08/11/2009,Uppys XXXIX,39868,8208 W Broad St,Richmond,VA
8 - Chesapeake,23451-5641, 08/11/2009,Birdneck Road Shell,57966,1085 Virginia Beach Blvd,Virginia Beach,VA
6 - Richmond/FBurg,23294-5436, 08/11/2009,Tripps-Broad Street,70346,9318 W Broad St,Richmond,VA
6 - Richmond/FBurg,23294, 08/11/2009,Capriccio Pizza Inc,55631,9127 A West Broad St,Richmond,VA
6 - Richmond/FBurg,23060-4171, 08/11/2009,Ruby Tuesday  286,74466,9830 W Broad St,Glen Allen,VA
8 - Chesapeake,23320-2740, 08/12/2009,Greenbrier Food Mart,73543,1025A Eden Way N,Chesapeake,VA
8 - Chesapeake,23320, 08/12/2009,Moes Southwest Grill,47590,717 Eden Way N Ste 620,Chesapeake,VA
8 - Chesapeake,23320, 08/12/2009,Geisha Japanese Steak House,46914,741 Eden Way N Ste 316,Chesapeake,VA
8 - Chesapeake,23320, 08/12/2009,Farm Fresh Food & Pharmacy 676,45040,1400 Kempsville Rd ste 109,Chesapeake,VA
8 - Chesapeake,23320-8189, 08/12/2009,Alps Deli Cafe,40570,1400 Kempsville Rd Ste 130,Chesapeake,VA
8 - Chesapeake,23322-5312, 08/12/2009,Court House Cafe,40295,350 Battlefield Blvd S,Chesapeake,VA
8 - Chesapeake,23322, 08/12/2009,Applebees Neighborhood Grill & Bar,50474,612 Grassfield Pkwy,Chesapeake,VA
8 - Chesapeake,23320-4508, 08/12/2009,Miller Mart # 87,52166,1440 Battlefield Blvd N,Chesapeake,VA
4 - Alexandria,22301-2236, 08/12/2009,Rosemont Food Market,72752,2 E Walnut St,Alexandria,VA
4 - Alexandria,22301-1624, 08/12/2009,CVS Pharmacy  #1410,3693,415 E Monroe Ave,Alexandria,VA
4 - Alexandria,22314-3226, 08/12/2009,Gadsby's Tavern,11431,138 N Royal St,Alexandria,VA
8 - Chesapeake,23320, 08/12/2009,Red Robin Americas Gourmet Burgers & Spirits,34895,1024 Eden Way N,Chesapeake,VA
4 - Alexandria,22314-3343, 08/12/2009,The Dandy,28431,0 Prince St,Alexandria,VA
4 - Alexandria,22314, 08/12/2009,Columbia Firehouse,49137,109 S Saint Asaph St,Alexandria,VA
4 - Alexandria,22314-3126, 08/12/2009,Restaurant Eve,28040,110 S Pitt St,Alexandria,VA
4 - Alexandria,22314, 08/12/2009,Carafe WineMakers,48285,111 S Alfred St,Alexandria,VA
4 - Alexandria,22314-9127, 08/12/2009,Balduccis,58999,600 Franklin St,Alexandria,VA
4 - Alexandria,22314, 08/12/2009,Nickells & Scheffler,19002,1028 King St,Alexandria,VA
4 - Alexandria,22314-2929, 08/12/2009,Pines of Florence,11715,1300 King St,Alexandria,VA
4 - Alexandria,22314-2928, 08/12/2009,Rock It Grill,49700,1319 King St,Alexandria,VA
4 - Alexandria,20151-3234, 08/13/2009,Don Churro Cafe,52292,13905B Metrotech Dr,Chantilly,VA
1 - Roanoke,24579, 08/13/2009,Arnolds Valley Country Store Inc,12151,547 Arnolds Valley Rd,Natural Bridge Station,VA
1 - Roanoke,24416, 08/13/2009,Uncorked,47587,2013 Magnolia Ave,Buena Vista,VA
1 - Roanoke,24416-1508, 08/13/2009,Stop In Food Stores 45,29650,608 W 29th St,Buena Vista,VA
1 - Roanoke,24450-2732, 08/13/2009,Pizza Hut,71012,600 E Nelson St,Lexington,VA
4 - Alexandria,22180-4714, 08/13/2009,BBQ Country,38449,118 Branch Rd SE,Vienna,VA
1 - Roanoke,24450, 08/13/2009,Valley Country Store,7334,2957 Turnpike Rd,Lexington,VA
1 - Roanoke,24450, 08/13/2009,Stop In Food Stores 78,47473,257 W Midland Trl,Lexington,VA
1 - Roanoke,24450, 08/13/2009,Hunter Hill,45897,889 N Lee Hwy,Lexington,VA
1 - Roanoke,24450, 08/13/2009,Timber Ridge Pitstop,51152,2846 N Lee Hwy,Lexington,VA
4 - Alexandria,22101-4518, 08/13/2009,Cafe Oggi,52753,6671 Old Dominion Dr,Mc Lean,VA
1 - Roanoke,24472, 08/13/2009,Raphine Sunoco,58114,2468 Raphine Rd,Raphine,VA
4 - Alexandria,22101-4217, 08/13/2009,Safeway  4933,43678,6244 Old Dominion Dr,McLean,VA
4 - Alexandria,22101-3816, 08/13/2009,J Gilberts Wood Fired Steaks,40017,6930 Old Dominion Dr,McLean,VA
4 - Alexandria,22182-7506, 08/13/2009,Shamshiry,75744,8607 Westwood Center Dr,Vienna,VA
1 - Roanoke,24015-3121, 08/13/2009,The Roanoker,6078,2522 Colonial Ave SW,Roanoke,VA
1 - Roanoke,24018, 08/13/2009,EZN  202,78130,4040 Electric Rd,Roanoke,VA
4 - Alexandria,22182-2536, 08/13/2009,Hunan Lion Restaurant,33660,2070 Chain Bridge Rd,Vienna,VA
4 - Alexandria,22180-4226, 08/13/2009,The Italian Gourmet,73191,505 Maple Ave W,Vienna,VA
1 - Roanoke,24018, 08/14/2009,Stop In Food Stores 93,14578,4111 Franklin Rd,Roanoke,VA
1 - Roanoke,24013-1725, 08/14/2009,Apple Market 405,72973,401 Elm Ave SE,Roanoke,VA
1 - Roanoke,24013-1726, 08/14/2009,P n N Market,22455,404 Elm Ave SE,Roanoke,VA
1 - Roanoke,24013-1908, 08/14/2009,D & G Mart,41175,1219 Jamison Ave SE,Roanoke,VA
1 - Roanoke,24179-3033, 08/14/2009,Alvaros Market,53010,1002 Walnut Ave,Vinton,VA
1 - Roanoke,24017-3203, 08/14/2009,MJs Super Store,46384,2711 Melrose Ave Nw,Roanoke,VA
1 - Roanoke,24017-2634, 08/14/2009,Sky Mart,76417,3902 Melrose Ave NW,Roanoke,VA
1 - Roanoke,24017, 08/14/2009,Quick Mart 1,40892,3050 Salem Tpke NW,Roanoke,VA
1 - Roanoke,24017-3013, 08/14/2009,Jordan Mart,1520,2607 Cove Rd NW,Roanoke,VA
1 - Roanoke,24017, 08/14/2009,Pure Gas Station,34481,1805 Peters Creek Rd NW,Roanoke,VA
1 - Roanoke,24019-5238, 08/14/2009,Apple Market 601,77411,5002 Plantation Rd,Roanoke,VA
1 - Roanoke,24019, 08/14/2009,Monterey Market,56174,4302 Old Mountain Rd NE,Roanoke,VA
1 - Roanoke,24012, 08/14/2009,Cafe Asia,54497,3940 Valley Gateway Blvd Ste 1,Roanoke,VA
1 - Roanoke,24012, 08/14/2009,460 Road House Bar & Grill,48426,1020 Orange Ave NE,Roanoke,VA
1 - Roanoke,24012-2038, 08/14/2009,Red Palace Chinese Restaurant,27671,5030 Valley View Blvd NW,Roanoke,VA
1 - Roanoke,24015-2318, 08/14/2009,7 Eleven Store 11976A,48077,1410 Grandin Rd SW,Roanoke,VA
1 - Roanoke,24015, 08/14/2009,Graces Place,26780,1316 Grandin Rd SW,Roanoke,VA
1 - Roanoke,24015-2316, 08/14/2009,Community Inn,73979,1304 Grandin Rd SW,Roanoke,VA
1 - Roanoke,24015-2045, 08/14/2009,The Isaacs Restaurant,48438,1910 Memorial Ave SW,Roanoke,VA
1 - Roanoke,24018, 08/14/2009,Kroger # 375,36793,3971 Brambleton Ave,Roanoke,VA
6 - Richmond/FBurg,22942-7341, 08/14/2009,Mikes Grill,34861,1944 Shenandoah Crossing Dr,Gordonsville,VA
6 - Richmond/FBurg,23093-6502, 08/14/2009,Express Lane,30649,218 E Main St,Louisa,VA
6 - Richmond/FBurg,23093-6518, 08/14/2009,Los Tres Potrillos,52686,406 E Main St Spc A,Louisa,VA
6 - Richmond/FBurg,23093, 08/14/2009,Pizza Hut,47407,Hwy 33 & Country Club Rd PO Box 1158,Louisa,VA
6 - Richmond/FBurg,23117, 08/14/2009,Millers Market,48841,628 Mineral Ave,Mineral,VA
6 - Richmond/FBurg,23024-3411, 08/14/2009,33 Quik Mart,16398,12940 Jefferson Hwy,Bumpass,VA
3 - Charlottesville/Staunton,22960, 08/14/2009,Route 20 Market,56731,285 Berry Hill Rd,Orange,VA
3 - Charlottesville/Staunton,22960-2810, 08/14/2009,Pizza Hut,40972,13244 James Madison Hwy Ste 13,Orange,VA
3 - Charlottesville/Staunton,22902-5047, 08/14/2009,Escafe,55377,227 W Main St,Charlottesville,VA
3 - Charlottesville/Staunton,22902, 08/14/2009,2 Sides Restaurant,48759,221 Carlton Rd Ste 10,Charlottesville,VA
3 - Charlottesville/Staunton,22903, 08/14/2009,Boylan Heights,52297,102 14th St NW,Charlottesville,VA
6 - Richmond/FBurg,23229-3860, 08/17/2009,Luckys,41053,9911 Three Chopt Rd,Richmond,VA
6 - Richmond/FBurg,23238, 08/17/2009,"Raintree Swim & Racquet Club, Inc.",6275,1703 Raintree Dr,Richmond,VA
6 - Richmond/FBurg,23238, 08/17/2009,BP Gayton Rd,48805,12480 Gayton Rd,Richmond,VA
6 - Richmond/FBurg,23238, 08/17/2009,Seiberts Tuckahoe Chevron,49052,11310 Patterson Ave,Richmond,VA
6 - Richmond/FBurg,23238, 08/17/2009,Seiberts Tuckahoe Chevron,49052,11310 Patterson Ave,Richmond,VA
6 - Richmond/FBurg,23229-6323, 08/17/2009,Rose Marie Inn,93,8923 Patterson Ave,Richmond,VA
6 - Richmond/FBurg,23229, 08/17/2009,Private Stock Cigar & Wine Co.,5099,435A N Ridge Rd,Richmond,VA
6 - Richmond/FBurg,23229-4033, 08/17/2009,Parham Rd BP,54305,9100 Three Chopt Rd,Richmond,VA
